"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z"
1,0,-401.27924,993.58313,-1308.27454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-309.88062,914.55072,-1562.22864,NA,NA,NA,NA,NA,NA,NA,NA,NA,-266.34579,1017.25751,-1305.78357,NA,NA,NA,NA,NA,NA,-92.80279,432.63556,-1379.34985,NA,NA,NA,12.74772,106.54176,-1467.59143,-30.58176,1100.30688,-1451.41943
2,0.01,-404.79541,993.47229,-1310.32507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-311.53152,914.54248,-1561.01636,NA,NA,NA,NA,NA,NA,NA,NA,NA,-270.2139,1017.388,-1305.31897,NA,NA,NA,NA,NA,NA,-97.40851,432.87381,-1369.646,NA,NA,NA,9.06835,109.68069,-1460.74683,-36.91787,1099.35645,-1451.64929
3,0.02,-409.53601,993.11481,-1307.39929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-312.92163,914.7962,-1560.43713,NA,NA,NA,NA,NA,NA,NA,NA,NA,-274.38623,1016.65411,-1306.78699,NA,NA,NA,NA,NA,NA,-102.75263,431.38617,-1357.35205,NA,NA,NA,4.71624,113.64525,-1453.12256,-42.48379,1098.52991,-1452.27844
4,0.03,-413.3743,991.91119,-1310.08508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-314.17154,914.67828,-1559.18127,NA,NA,NA,NA,NA,NA,NA,NA,NA,-279.37314,1017.39056,-1302.80701,NA,NA,NA,NA,NA,NA,-107.58141,431.90643,-1347.30798,NA,NA,NA,1.82747,116.83804,-1445.44238,-48.36754,1098.13794,-1449.56445
5,0.04,-417.60339,992.22339,-1308.80151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-315.21634,914.68445,-1558.05164,NA,NA,NA,NA,NA,NA,NA,NA,NA,-284.53357,1017.03845,-1299.21094,NA,NA,NA,NA,NA,NA,-111.91148,431.45132,-1334.98364,NA,NA,NA,-3.1521,120.26373,-1437.92737,-54.55348,1097.6239,-1448.05481
6,0.05,-422.64557,991.78796,-1307.93335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-316.12387,914.65875,-1556.89099,NA,NA,NA,NA,NA,NA,NA,NA,NA,-288.19806,1015.95697,-1303.83325,NA,NA,NA,NA,NA,NA,-114.37649,433.40494,-1326.45105,NA,NA,NA,-7.61678,123.49693,-1429.34363,-59.72569,1096.37329,-1447.06628
7,0.06,-424.58386,990.89307,-1311.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-317.10373,914.83002,-1555.89075,NA,NA,NA,NA,NA,NA,NA,NA,NA,-291.94257,1016.25659,-1300.92664,NA,NA,NA,NA,NA,NA,-117.8879,434.53281,-1315.4231,NA,NA,NA,-12.91929,126.30228,-1421.78662,-65.50034,1095.97534,-1444.94275
8,0.07,-430.83188,991.2077,-1311.27612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-317.82898,914.76117,-1554.11572,NA,NA,NA,NA,NA,NA,NA,NA,NA,-297.93332,1016.8371,-1299.64233,NA,NA,NA,NA,NA,NA,-121.67852,437.021,-1305.97937,NA,NA,NA,-18.34273,128.07399,-1411.07813,-71.95122,1095.83081,-1439.62341
9,0.08,-434.03415,990.49976,-1308.34644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-318.51593,915.0943,-1552.95984,NA,NA,NA,NA,NA,NA,NA,NA,NA,-301.67871,1017.57166,-1296.84558,NA,NA,NA,NA,NA,NA,-126.41453,437.50754,-1294.29883,NA,NA,NA,-23.75341,130.35445,-1402.01794,-77.56279,1094.69043,-1436.19336
10,0.09,-438.75766,989.55658,-1310.80823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-319.27557,915.37952,-1551.21338,-640.88257,1067.29944,-1467.31458,NA,NA,NA,NA,NA,NA,-307.09811,1017.11719,-1295.26318,NA,NA,NA,NA,NA,NA,-130.43951,438.7334,-1284.08728,NA,NA,NA,-30.03694,130.41177,-1390.62683,-82.74031,1094.70459,-1431.3584
11,0.1,-442.65524,989.85406,-1307.83252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-320.06085,916.21289,-1550.19568,-644.99475,1065.83582,-1461.75635,NA,NA,NA,NA,NA,NA,-310.76498,1016.51819,-1294.56921,NA,NA,NA,NA,NA,NA,-134.34004,440.79144,-1273.85107,NA,NA,NA,-35.09051,132.61272,-1381.61365,-87.59056,1093.39233,-1427.47021
12,0.11,-446.92459,990.05817,-1308.73767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-320.95917,916.36835,-1548.35547,-647.28583,1064.92969,-1458.01355,NA,NA,NA,NA,NA,NA,-316.1806,1018.01135,-1290.11108,NA,NA,NA,NA,NA,NA,-139.2267,443.6918,-1261.99146,NA,NA,NA,-41.55986,132.26501,-1369.88843,-92.23433,1093.44946,-1421.03027
13,0.12,-450.44537,988.29584,-1310.3186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-322.17896,916.97211,-1546.61694,-649.85706,1064.64502,-1453.72253,NA,NA,NA,NA,NA,NA,-320.65845,1018.30609,-1287.57825,NA,NA,NA,NA,NA,NA,-143.34567,446.25201,-1251.64551,NA,NA,NA,-47.68676,132.88138,-1358.66187,-96.37018,1093.24097,-1415.42358
14,0.13,-455.61182,990.41235,-1304.8092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-323.31561,917.77338,-1545.1394,-651.98425,1063.17517,-1447.34485,NA,NA,NA,NA,NA,NA,-323.97906,1017.87585,-1290.15857,NA,NA,NA,NA,NA,NA,-148.0851,449.64523,-1239.91919,NA,NA,NA,-54.85516,133.68912,-1344.44849,-99.79906,1092.54797,-1411.88354
15,0.14,-459.2941,989.66034,-1307.46228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-324.73151,918.36615,-1543.28638,-653.81421,1063.81104,-1444.16248,NA,NA,NA,-686.47955,954.21368,-1256.77588,-328.05371,1017.95605,-1289.21582,NA,NA,NA,NA,NA,NA,-152.58893,452.47113,-1230.19556,NA,NA,NA,-61.88681,132.88733,-1331.15479,-105.15285,1092.96631,-1403.46655
16,0.15,-462.25122,990.22015,-1306.57544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-325.98691,918.81036,-1541.02454,-655.37915,1064.17651,-1439.7384,NA,NA,NA,-678.2627,948.58679,-1257.08154,-333.16241,1019.89453,-1283.14014,NA,NA,NA,NA,NA,NA,-158.26671,455.65616,-1219.94055,NA,NA,NA,-68.79749,132.91811,-1321.42371,-107.99743,1093.12,-1398.11621
