"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z"
1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-227.28645,937.07397,-1512.11084,-39.32772,404.75449,-1386.78589,NA,NA,NA,NA,NA,NA,41.47388,1054.21985,-1304.99255
2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-231.75989,936.5752,-1508.60107,-42.36923,404.76279,-1384.47388,NA,NA,NA,NA,NA,NA,36.57378,1052.94153,-1298.89819
3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-236.43329,936.2688,-1505.67444,-44.69737,404.24863,-1382.85754,NA,NA,NA,NA,NA,NA,30.97197,1053.16345,-1293.19031
4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-241.34781,936.12152,-1502.91711,-48.97799,402.78906,-1378.1582,NA,NA,NA,NA,NA,NA,26.90506,1052.13342,-1288.89746
5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-246.40526,935.66321,-1499.61719,-51.32386,402.28259,-1376.62256,NA,NA,NA,NA,NA,NA,21.96006,1051.60486,-1285.42761
6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-251.49982,935.11804,-1495.7478,-54.88719,402.51031,-1374.65906,NA,NA,NA,NA,NA,NA,17.91672,1050.89014,-1283.39832
7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-245.32826,983.4223,-1218.18091,NA,NA,NA,-256.9296,934.44379,-1492.16248,-57.57675,400.24118,-1370.67383,NA,NA,NA,NA,NA,NA,11.47339,1050.54492,-1274.04858
8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-251.39436,982.078,-1215.47827,NA,NA,NA,-262.61597,933.63043,-1488.58496,-61.73162,400.14914,-1368.29028,NA,NA,NA,NA,NA,NA,6.69776,1049.54199,-1272.1864
9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-256.95883,981.41699,-1211.3783,NA,NA,NA,-268.50717,932.79382,-1485.04102,-64.73396,400.09561,-1366.13904,NA,NA,NA,NA,NA,NA,1.16561,1049.99561,-1266.14038
10,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-263.94946,980.89386,-1206.20044,NA,NA,NA,-274.54355,931.71936,-1481.07996,-69.48369,398.38654,-1360.91101,NA,NA,NA,NA,NA,NA,-5.39455,1049.05518,-1260.76611
11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-269.68909,979.48431,-1202.54004,NA,NA,NA,-280.76355,930.44537,-1476.91138,-74.04619,397.86475,-1357.83289,NA,NA,NA,NA,NA,NA,-10.65592,1048.88696,-1256.48633
12,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-277.37073,979.3891,-1196.18896,NA,NA,NA,-287.34976,928.94104,-1472.64221,-76.48323,397.93521,-1356.83008,NA,NA,NA,NA,NA,NA,-16.74765,1048.59448,-1251.30774
13,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-284.50851,977.211,-1194.49207,NA,NA,NA,-293.92447,927.77618,-1468.74207,-82.15202,396.49399,-1352.16101,NA,NA,NA,NA,NA,NA,-22.84237,1047.91199,-1245.34961
14,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-290.92105,976.01495,-1191.07227,NA,NA,NA,-300.82272,926.1861,-1464.5166,-86.93056,395.95386,-1348.00281,NA,NA,NA,NA,NA,NA,-28.84031,1047.81238,-1242.06689
15,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-298.62482,975.0733,-1186.90857,NA,NA,NA,-307.7995,924.85327,-1460.48938,-92.48898,394.83676,-1343.49878,NA,NA,NA,-32.72503,52.26632,-1429.40796,-36.32641,1048.24792,-1232.38025
16,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-307.35004,974.38416,-1181.62219,-437.10382,976.63885,-1212.98584,-314.71942,924.10315,-1456.9812,-98.40167,394.40573,-1340.14954,NA,NA,NA,-33.81033,50.72591,-1425.69214,-42.88889,1047.67078,-1227.72815
17,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-314.3739,971.84314,-1179.23657,-443.46832,975.82013,-1212.76367,-321.61145,923.07263,-1452.56982,-102.85819,393.99814,-1336.91528,NA,NA,NA,-36.26641,53.35881,-1425.46167,-49.39674,1047.84619,-1221.44006
18,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-323.03946,972.84711,-1168.31311,-451.97424,975.96021,-1206.45886,-328.51373,922.41559,-1448.52759,-110.34036,392.2652,-1330.71533,NA,NA,NA,-39.13601,52.85449,-1421.54883,-55.54562,1047.01404,-1219.11621
