"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z"
1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.2644,1126.95532,-1261.2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.50388,446.62082,-1212.23657,NA,NA,NA,102.55495,186.29521,-1347.67944,NA,NA,NA
2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.0008,1128.27258,-1257.94019,NA,NA,NA,NA,NA,NA,NA,NA,NA,-167.26717,989.27661,-1206.74023,NA,NA,NA,NA,NA,NA,-74.11243,451.27728,-1195.2124,NA,NA,NA,88.54877,195.62422,-1332.88623,NA,NA,NA
3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.30692,1129.72485,-1258.35339,NA,NA,NA,NA,NA,NA,NA,NA,NA,-172.15486,990.11298,-1203.59497,NA,NA,NA,NA,NA,NA,-84.81822,456.17374,-1179.63318,NA,NA,NA,75.35073,204.25151,-1318.71753,NA,NA,NA
4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.26783,1131.64722,-1251.54285,NA,NA,NA,NA,NA,NA,NA,NA,NA,-176.7542,991.17535,-1201.87097,NA,NA,NA,NA,NA,NA,-95.98914,459.48428,-1163.86182,NA,NA,NA,61.52662,212.52235,-1304.31445,NA,NA,NA
5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.21463,1134.74182,-1243.94348,NA,NA,NA,NA,NA,NA,NA,NA,NA,-181.98039,993.20654,-1196.44983,NA,NA,NA,NA,NA,NA,-103.89643,465.30792,-1141.30396,NA,NA,NA,47.73008,218.69786,-1290.15515,NA,NA,NA
6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.23899,1135.75391,-1241.31982,NA,NA,NA,NA,NA,NA,NA,NA,NA,-187.39777,994.7934,-1192.24878,NA,NA,NA,NA,NA,NA,-114.64837,467.83765,-1126.50745,NA,NA,NA,35.11205,225.36842,-1276.91687,NA,NA,NA
7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.59003,1136.57385,-1238.28333,NA,NA,NA,NA,NA,NA,NA,NA,NA,-192.51474,994.86639,-1188.5531,NA,NA,NA,NA,NA,NA,-126.42059,468.52341,-1111.27051,NA,NA,NA,20.18499,230.86754,-1262.93994,NA,NA,NA
8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.57953,1138.45166,-1231.47803,NA,NA,NA,NA,NA,NA,NA,NA,NA,-197.67389,995.49677,-1185.23401,NA,NA,NA,NA,NA,NA,-138.16188,470.55917,-1096.63196,NA,NA,NA,6.46045,234.01712,-1246.50342,NA,NA,NA
9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.78939,1139.63562,-1224.94531,NA,NA,NA,NA,NA,NA,NA,NA,NA,-203.58626,996.52399,-1179.90698,NA,NA,NA,NA,NA,NA,-147.43001,473.33133,-1083.54834,NA,NA,NA,-8.23141,237.79305,-1234.32239,NA,NA,NA
10,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.53727,1141.83337,-1218.70703,NA,NA,NA,NA,NA,NA,NA,NA,NA,-209.94769,996.97601,-1175.67297,NA,NA,NA,NA,NA,NA,-158.48628,476.23932,-1071.9906,NA,NA,NA,-22.7815,239.43678,-1218.83496,NA,NA,NA
