"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z"
1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.61256,1076.47009,-1449.12988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-294.91553,1015.94983,-1467.44958,-159.85606,929.14459,-1686.54138,-15.29035,415.90924,-1521.62854,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.70228,1076.47095,-1448.70239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-297.45532,1017.26392,-1463.76709,-161.05296,929.21356,-1685.05322,-16.57264,416.20407,-1521.06494,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.79573,1076.90515,-1445.64746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-299.85727,1016.92798,-1463.17651,-162.38387,929.14313,-1683.34424,-18.5864,416.04752,-1518.12585,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6372,1077.36206,-1442.93579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-301.74481,1016.42023,-1464.88965,-163.79105,929.30713,-1681.90808,-19.35343,415.86432,-1516.73938,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.68095,1077.53699,-1441.03638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-305.85251,1016.17645,-1457.57349,-165.28325,929.35474,-1680.28369,-20.58437,416.16873,-1515.50586,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.02151,1078.40686,-1436.23352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-307.43393,1015.37024,-1456.87,-166.79478,929.5896,-1678.54065,-23.79675,416.06631,-1513.39075,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.33938,1077.37305,-1434.88953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-310.03003,1014.61621,-1457.38538,-168.33864,929.58844,-1676.28113,-25.47862,416.57965,-1512.02246,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.29591,1078.18567,-1428.5365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-312.90878,1015.07135,-1455.65747,-170.05644,929.63739,-1674.36804,-26.3808,415.30426,-1508.71423,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.33797,1077.41919,-1422.84631,NA,NA,NA,NA,NA,NA,NA,NA,NA,-191.5589,1023.3222,-1420.22461,-314.24686,1013.44391,-1458.00647,-171.78857,929.7312,-1672.32642,-28.44516,415.57791,-1507.27905,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.95229,1076.78479,-1421.40967,NA,NA,NA,NA,NA,NA,NA,NA,NA,-194.50624,1023.48859,-1418.95142,-318.92532,1013.79572,-1450.90161,-173.59975,929.73303,-1670.19031,-30.76379,415.40219,-1504.25708,NA,NA,NA,NA,NA,NA,NA,NA,NA
