"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z"
1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.88399,920.63611,-1615.0094,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.20827,837.90796,-1473.16541,NA,NA,NA,NA,NA,NA,NA,NA,NA,-314.43918,391.61804,-1501.92651,-27.00078,43.67419,-1625.16675,NA,NA,NA
2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.93474,920.5387,-1615.70862,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.1542,837.89838,-1472.75916,NA,NA,NA,NA,NA,NA,NA,NA,NA,-312.45367,391.09235,-1501.99792,-26.88386,43.76294,-1624.85999,NA,NA,NA
3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.13786,920.64575,-1615.45496,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.10216,836.13336,-1475.54773,NA,NA,NA,NA,NA,NA,NA,NA,NA,-311.51566,390.6481,-1501.01904,-26.72872,43.5511,-1625.1853,NA,NA,NA
4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.46442,920.59064,-1614.72107,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.39621,835.91187,-1473.50439,NA,NA,NA,NA,NA,NA,NA,NA,NA,-309.83679,391.25333,-1499.02148,-26.7951,42.83865,-1624.6947,NA,NA,NA
5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.78227,920.38751,-1614.40662,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.50183,834.35376,-1471.80798,NA,NA,NA,NA,NA,NA,NA,NA,NA,-307.87213,392.3783,-1495.43311,-26.63546,42.8432,-1624.53528,NA,NA,NA
6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.65172,920.03003,-1612.93091,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.73791,832.75464,-1470.30066,NA,NA,NA,NA,NA,NA,NA,NA,NA,-307.40436,393.41791,-1492.87976,-26.63546,42.8432,-1624.53528,NA,NA,NA
7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.12976,919.44952,-1611.82629,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.68217,831.93158,-1469.73718,NA,NA,NA,NA,NA,NA,NA,NA,NA,-308.19601,394.56766,-1490.00244,-26.3987,42.69656,-1624.63977,NA,NA,NA
8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.48415,919.36774,-1611.0968,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.83299,830.69287,-1467.55115,NA,NA,NA,NA,NA,NA,NA,NA,NA,-309.71182,395.96872,-1484.64929,-26.41595,42.56522,-1624.94763,NA,NA,NA
9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.48828,918.75555,-1608.36792,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.99331,830.23206,-1468.70911,NA,NA,NA,NA,NA,NA,NA,NA,NA,-310.44943,395.89502,-1480.59326,-26.38204,42.43133,-1625.2135,NA,NA,NA
10,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.67851,917.63214,-1604.03296,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.26576,828.81061,-1464.82605,NA,NA,NA,NA,NA,NA,NA,NA,NA,-312.26648,399.26062,-1470.8595,-26.41595,42.56522,-1624.94763,NA,NA,NA
11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.83943,917.75543,-1603.27832,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.82763,828.84692,-1462.81531,NA,NA,NA,NA,NA,NA,NA,NA,NA,-313.26321,400.33093,-1465.53015,-26.25941,42.53593,-1624.8667,NA,NA,NA
12,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.01872,917.72632,-1602.88013,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.57324,828.10254,-1462.11182,NA,NA,NA,NA,NA,NA,NA,NA,NA,-313.7063,401.3179,-1463.29712,-26.12706,42.71466,-1624.34631,NA,NA,NA
13,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.25687,917.51495,-1600.52808,NA,NA,NA,123.35238,699.83777,-1488.05737,NA,NA,NA,-18.37461,828.56445,-1454.97168,NA,NA,NA,NA,NA,NA,NA,NA,NA,-315.3895,403.15778,-1457.15186,-26.12706,42.71466,-1624.34631,NA,NA,NA
14,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.44516,917.61346,-1599.21545,NA,NA,NA,123.8857,698.60858,-1489.35986,NA,NA,NA,-19.50278,827.25366,-1452.93372,NA,NA,NA,NA,NA,NA,NA,NA,NA,-317.23999,405.85168,-1451.5376,-26.23118,42.79705,-1624.26025,NA,NA,NA
15,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.33826,917.70624,-1599.2511,NA,NA,NA,123.80412,698.20874,-1490.05701,NA,NA,NA,-20.3042,826.54169,-1451.16199,NA,NA,NA,NA,NA,NA,NA,NA,NA,-317.9805,406.39496,-1450.97229,-26.34805,42.85148,-1624.24841,NA,NA,NA
16,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.41815,917.68738,-1596.25659,NA,NA,NA,123.69296,697.74988,-1491.00928,NA,NA,NA,-21.83266,825.67969,-1450.9834,NA,NA,NA,NA,NA,NA,NA,NA,NA,-319.90247,407.71524,-1446.16992,-26.11306,43.11954,-1623.43359,NA,NA,NA
17,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.26077,916.83716,-1592.14856,NA,NA,NA,123.38295,696.57355,-1491.31274,NA,NA,NA,-25.1138,826.52185,-1448.54932,NA,NA,NA,NA,NA,NA,NA,NA,NA,-322.00974,409.93204,-1442.00513,-26.11306,43.11954,-1623.43359,NA,NA,NA
18,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.94783,917.00696,-1592.53003,NA,NA,NA,122.63052,695.87378,-1490.40405,NA,NA,NA,-26.8065,825.36487,-1449.55359,NA,NA,NA,NA,NA,NA,NA,NA,NA,-323.51086,410.96396,-1441.00012,-25.84044,43.20252,-1622.99524,NA,NA,NA
19,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.59775,916.03473,-1589.27478,NA,NA,NA,121.94756,695.36316,-1488.89685,NA,NA,NA,-27.82796,824.44061,-1449.39258,NA,NA,NA,NA,NA,NA,NA,NA,NA,-326.21722,412.98819,-1435.51123,-25.77664,43.5407,-1622.18433,NA,NA,NA
20,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.84631,916.14093,-1584.97156,NA,NA,NA,120.70003,695.27899,-1485.7406,NA,NA,NA,-30.52267,824.98743,-1442.14514,NA,NA,NA,-118.57062,881.2915,-1732.42859,NA,NA,NA,-327.90158,413.65237,-1434.0387,-25.77664,43.5407,-1622.18433,NA,NA,NA
21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.09541,917.09589,-1584.54944,NA,NA,NA,119.77789,695.20331,-1483.68433,NA,NA,NA,-31.79231,823.92523,-1440.66467,NA,NA,NA,-118.65371,881.51324,-1731.07092,NA,NA,NA,-330.46951,415.34521,-1430.34058,-25.92652,43.61254,-1622.16431,NA,NA,NA
22,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.13828,916.86304,-1583.33337,NA,NA,NA,117.20589,696.71539,-1478.43958,NA,NA,NA,-33.15676,823.03192,-1438.42737,NA,NA,NA,-118.62061,881.77905,-1728.98352,NA,NA,NA,-333.07144,417.16187,-1426.88635,-25.83652,43.86743,-1621.51416,NA,NA,NA
23,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.75822,917.16388,-1581.92297,NA,NA,NA,116.95959,695.68652,-1480.5249,NA,NA,NA,-35.2459,824.51501,-1431.88892,NA,NA,NA,-118.88519,881.97345,-1727.49438,NA,NA,NA,-335.29941,418.61243,-1426.17175,-25.72053,44.25925,-1620.5354,-359.10471,81.22594,-1517.82361
24,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.55173,920.17645,-1576.31714,NA,NA,NA,116.06918,694.99109,-1480.37061,NA,NA,NA,-36.8054,825.39087,-1429.77295,NA,NA,NA,-119.15747,881.97314,-1725.14026,NA,NA,NA,-338.60028,419.79498,-1421.67017,-25.63084,44.3676,-1620.21106,-362.81021,81.09563,-1509.55078
25,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-313.39746,816.35413,-1474.79321,NA,NA,NA,NA,NA,NA,119.68608,917.77502,-1577.14905,NA,NA,NA,113.83635,694.48944,-1476.20239,NA,NA,NA,-38.15391,823.19299,-1431.66956,NA,NA,NA,-119.53494,882.32367,-1723.50806,NA,NA,NA,-340.89706,420.7919,-1421.25818,-25.4725,44.52145,-1619.72168,-367.67981,80.3319,-1498.92749
26,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-314.07898,815.09161,-1478.49377,NA,NA,NA,NA,NA,NA,118.26557,917.33447,-1572.76868,NA,NA,NA,111.69306,694.883,-1472.12195,NA,NA,NA,-40.37885,822.36938,-1431.99817,NA,NA,NA,-120.0664,882.75079,-1722.24231,NA,NA,NA,-344.3551,422.08377,-1417.71765,-25.35491,44.92171,-1618.72278,-372.25964,79.60976,-1492.21216
27,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-317.35855,816.43201,-1472.32837,NA,NA,NA,NA,NA,NA,117.45821,917.23151,-1570.21863,NA,NA,NA,110.34395,694.79816,-1469.25354,NA,NA,NA,-43.37605,823.2486,-1426.59778,NA,NA,NA,-120.47619,882.64581,-1719.56335,NA,NA,NA,-347.17178,424.14383,-1416.99451,-25.13416,45.0943,-1618.13379,-378.2247,80.17327,-1482.62085
28,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-318.85889,816.06158,-1473.09314,NA,NA,NA,NA,NA,NA,114.07485,917.13593,-1563.85229,NA,NA,NA,107.32181,695.29816,-1463.91431,NA,NA,NA,-44.74611,822.59747,-1424.46863,NA,NA,NA,-121.08331,882.9364,-1717.66431,NA,NA,NA,-350.16769,423.96466,-1414.03589,-25.18245,45.34943,-1617.61169,-384.39401,80.21922,-1472.06384
29,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-320.33368,815.43658,-1471.71008,NA,NA,NA,NA,NA,NA,113.24271,917.29492,-1561.31494,NA,NA,NA,105.76398,694.12036,-1465.74341,NA,NA,NA,-46.01076,821.27551,-1422.96228,NA,NA,NA,-121.59644,882.63464,-1714.64624,NA,NA,NA,-353.36185,427.4462,-1408.40576,-24.97689,45.51012,-1617.06323,-391.2038,81.56886,-1461.01721
30,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-322.59024,814.93951,-1469.38403,NA,NA,NA,NA,NA,NA,113.03975,917.72388,-1560.75427,NA,NA,NA,103.87314,693.57697,-1461.45959,NA,NA,NA,-48.74029,820.50482,-1416.45923,NA,NA,NA,-122.32546,882.69153,-1712.44067,NA,NA,NA,-356.59985,427.67502,-1406.97449,-24.82855,45.70627,-1616.48938,-397.08664,78.53513,-1455.96411
31,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-325.50284,814.37885,-1466.07849,NA,NA,NA,NA,NA,NA,110.33546,917.98169,-1555.05151,NA,NA,NA,101.15576,693.1076,-1456.47864,NA,NA,NA,-50.10227,820.88849,-1412.67212,NA,NA,NA,-123.04961,882.57269,-1709.45251,NA,NA,NA,-359.99268,428.6582,-1405.69556,-24.85887,45.83298,-1616.23596,-405.0195,80.34796,-1441.42639
32,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-326.19565,812.66351,-1468.76819,NA,NA,NA,NA,NA,NA,108.32431,917.41711,-1549.224,NA,NA,NA,99.22221,692.95618,-1454.10413,NA,NA,NA,-53.23325,822.93817,-1404.3324,NA,NA,NA,-123.95246,882.8457,-1707.10864,NA,NA,NA,-362.77231,425.96976,-1411.87671,-24.96355,46.20493,-1615.50684,-412.05774,81.39382,-1432.24036
33,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-329.64426,813.65485,-1463.58252,NA,NA,NA,NA,NA,NA,107.20129,916.87341,-1544.40991,NA,NA,NA,95.77304,694.56372,-1446.78247,NA,NA,NA,-55.08479,821.32709,-1406.42554,NA,NA,NA,-124.95032,882.4632,-1703.58362,NA,NA,NA,-367.68063,430.38776,-1399.32593,-25.11371,46.4096,-1615.19202,-419.15265,81.05967,-1421.48279
34,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-331.80545,813.25421,-1463.15759,NA,NA,NA,NA,NA,NA,105.50012,917.06366,-1540.37024,NA,NA,NA,94.51977,694.17798,-1443.83655,NA,NA,NA,-57.49104,819.18359,-1406.20483,NA,NA,NA,-126.14555,882.23383,-1700.54919,NA,NA,NA,-371.69153,428.71533,-1399.95117,-25.08041,46.62271,-1614.68762,-426.62344,84.67701,-1411.17615
35,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-334.38235,813.41852,-1458.11804,NA,NA,NA,NA,NA,NA,106.73814,919.52814,-1533.80017,NA,NA,NA,91.92857,693.08533,-1437.86389,NA,NA,NA,-60.70564,818.77069,-1402.38818,NA,NA,NA,-127.41106,881.91309,-1696.91968,NA,NA,NA,-376.01245,429.55646,-1399.84485,-24.84631,46.85272,-1613.95825,-434.24667,87.99553,-1398.72742
36,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-337.40979,812.64069,-1455.46851,NA,NA,NA,NA,NA,NA,104.79539,918.51434,-1527.34167,NA,NA,NA,88.46923,694.39282,-1430.76184,NA,NA,NA,-62.22098,817.20416,-1401.24707,NA,NA,NA,-128.95619,881.68958,-1693.62024,NA,NA,NA,-380.42853,427.35599,-1403.63635,-24.72852,46.92692,-1613.68347,-441.31125,87.8472,-1394.15759
37,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-339.05148,810.91803,-1456.20044,NA,NA,NA,NA,NA,NA,99.72068,915.88776,-1524.34143,NA,NA,NA,86.90085,691.93073,-1429.55273,NA,NA,NA,-65.56258,818.82111,-1391.27307,NA,NA,NA,-130.59381,881.27325,-1689.9375,NA,NA,NA,-384.47693,431.46814,-1389.61523,-24.84884,47.01455,-1613.60107,-447.79227,90.96552,-1384.31116
38,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-342.57047,811.32178,-1449.54846,NA,NA,NA,NA,NA,NA,98.11176,915.93964,-1520.44165,NA,NA,NA,82.82207,693.24512,-1417.92749,NA,NA,NA,-67.17705,817.9704,-1387.25769,NA,NA,NA,-132.36874,880.76044,-1686.13049,NA,NA,NA,-389.95099,431.14407,-1390.54639,-24.84884,47.01455,-1613.60107,-454.54666,94.16799,-1376.21069
39,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-344.54565,809.14502,-1450.64209,NA,NA,NA,NA,NA,NA,96.07316,914.9801,-1514.3468,NA,NA,NA,81.39501,692.45465,-1419.21509,NA,NA,NA,-70.82434,818.73657,-1382.64246,NA,NA,NA,-134.37529,880.29041,-1682.27063,NA,NA,NA,-394.45853,430.82727,-1389.99866,-24.71232,47.05608,-1613.38147,-460.66806,96.88014,-1366.06116
40,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-347.93756,809.78485,-1443.36694,NA,NA,NA,NA,NA,NA,92.02213,914.83148,-1505.76855,NA,NA,NA,77.94309,693.30798,-1409.49182,NA,NA,NA,-73.21658,817.31866,-1384.00769,NA,NA,NA,-136.58739,879.66162,-1678.25867,NA,NA,NA,-399.59241,430.02261,-1390.12903,-25.02867,47.39101,-1612.93274,-468.02228,98.72387,-1357.77844
41,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-349.7356,808.35052,-1445.94214,NA,NA,NA,NA,NA,NA,91.65018,915.15967,-1505.9436,NA,NA,NA,75.42804,692.33264,-1403.14844,NA,NA,NA,-77.47775,815.55273,-1378.27283,NA,NA,NA,-138.97516,879.03937,-1673.79956,NA,NA,NA,-404.05847,430.05167,-1383.54028,-25.01081,47.72917,-1612.16504,-475.30704,102.51682,-1343.47449
42,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-353.05698,807.461,-1438.93164,NA,NA,NA,NA,NA,NA,87.44511,915.1604,-1497.42883,NA,NA,NA,72.02557,693.6333,-1395.89563,NA,NA,NA,-79.58629,815.10492,-1374.75378,NA,NA,NA,-141.63197,878.36072,-1669.48462,NA,NA,NA,-409.33264,431.44547,-1379.67932,-24.37129,47.68475,-1610.65991,-483.2435,103.78725,-1334.91199
43,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-356.41486,806.21057,-1435.10925,NA,NA,NA,NA,NA,NA,85.30261,913.8963,-1492.48486,NA,NA,NA,69.22385,692.96216,-1389.5387,NA,NA,NA,-82.46997,817.63635,-1365.17627,NA,NA,NA,-144.39537,877.83759,-1665.19519,NA,NA,NA,-414.67004,431.00143,-1377.99133,-24.21664,47.73728,-1610.44812,-489.77762,105.53251,-1330.46289
44,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-360.07486,806.13751,-1429.29431,NA,NA,NA,NA,NA,NA,81.72603,913.85272,-1486.12646,NA,NA,NA,66.42845,692.33911,-1383.17993,NA,NA,NA,-84.47253,815.17749,-1362.79272,NA,NA,NA,-147.35464,876.88257,-1660.67358,NA,NA,NA,-419.33273,431.29126,-1373.45459,-24.75572,48.15976,-1610.97021,-497.41556,110.39797,-1319.93103
45,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-362.82599,803.86792,-1425.73462,NA,NA,NA,NA,NA,NA,79.57451,912.75323,-1480.85376,NA,NA,NA,63.44923,690.95874,-1378.28699,NA,NA,NA,-88.5496,814.93085,-1359.00378,NA,NA,NA,-150.48997,875.9245,-1655.95398,NA,NA,NA,-424.67285,428.77097,-1371.5448,-24.77473,48.45898,-1610.32349,-505.67789,114.22137,-1312.45044
