"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z"
1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-237.6432,824.31122,-1505.75708,NA,NA,NA,NA,NA,NA,193.89104,909.26233,-1609.34204,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.51446,827.36676,-1470.09631,NA,NA,NA,-55.67504,877.27435,-1773.21973,NA,NA,NA,NA,NA,NA,25.65964,37.56691,-1632.05664,NA,NA,NA
2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-238.1377,823.71466,-1508.70007,NA,NA,NA,NA,NA,NA,194.11655,908.8548,-1607.9425,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.57804,825.9494,-1471.6626,NA,NA,NA,-55.27689,877.97913,-1772.35596,NA,NA,NA,NA,NA,NA,25.85073,38.65696,-1632.42664,NA,NA,NA
3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-240.85524,824.24341,-1504.64001,NA,NA,NA,NA,NA,NA,193.80685,909.8291,-1606.49634,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.22942,826.5321,-1467.9834,NA,NA,NA,-55.01059,878.78845,-1771.86633,NA,NA,NA,NA,NA,NA,26.06728,38.80127,-1632.45776,NA,NA,NA
4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-242.08678,824.09589,-1506.03564,NA,NA,NA,NA,NA,NA,193.73296,910.04492,-1606.04858,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.72617,825.87384,-1467.73242,NA,NA,NA,-54.76208,879.64844,-1771.02917,NA,NA,NA,NA,NA,NA,26.1912,39.78062,-1631.57849,NA,NA,NA
5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-243.91357,824.86359,-1504.755,NA,NA,NA,NA,NA,NA,193.17525,910.20691,-1602.6333,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.72048,823.81024,-1470.09656,NA,NA,NA,-54.67761,880.27972,-1770.05261,NA,NA,NA,NA,NA,NA,26.44288,40.33006,-1630.02173,NA,NA,NA
6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-244.60567,823.13751,-1507.67725,NA,NA,NA,NA,NA,NA,193.06123,910.51257,-1602.02271,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.21535,822.4104,-1468.86145,NA,NA,NA,-54.64822,881.21326,-1769.28613,NA,NA,NA,NA,NA,NA,26.56767,40.32457,-1629.97046,NA,NA,NA
7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-245.47549,822.59766,-1507.83801,NA,NA,NA,NA,NA,NA,192.05499,910.89282,-1599.64526,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.10963,821.94916,-1467.13965,NA,NA,NA,-54.53673,881.47144,-1767.40869,NA,NA,NA,-261.6517,421.00461,-1459.35205,26.58182,40.72621,-1628.65674,NA,NA,NA
8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-247.61545,822.7876,-1504.76172,NA,NA,NA,NA,NA,NA,192.01593,911.25024,-1598.71301,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.06065,823.58881,-1461.22986,NA,NA,NA,-54.60577,882.28815,-1766.40222,NA,NA,NA,-265.23022,422.3941,-1457.5304,26.94658,41.31852,-1626.93787,NA,NA,NA
9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-249.34628,822.76288,-1503.51245,NA,NA,NA,NA,NA,NA,190.29843,911.71814,-1595.91711,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.45045,823.18542,-1460.29639,NA,NA,NA,-54.51213,882.44244,-1764.26819,NA,NA,NA,-267.73459,422.8956,-1456.95496,27.01835,41.26817,-1626.87097,NA,NA,NA
10,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-251.37405,822.44238,-1502.73694,NA,NA,NA,NA,NA,NA,189.48291,911.6308,-1593.36707,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.84583,822.58575,-1457.92908,NA,NA,NA,-54.60173,882.96844,-1762.80017,NA,NA,NA,-272.27734,424.80914,-1453.17126,27.25512,41.54733,-1626.03662,NA,NA,NA
