"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z"
1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.18417,1207.92322,-1614.58557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.02074,708.89941,-1532.69751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5303,56.56067,-1666.58813,-417.42383,382.5751,-1586.82788
2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.36296,1207.88562,-1611.53552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.70699,708.03693,-1531.23413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.78431,57.35487,-1665.65002,-418.72974,382.61429,-1586.63501
3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.60402,1208.35413,-1610.15076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.94168,707.44885,-1526.82458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.01773,58.07856,-1663.35986,-420.73737,382.65781,-1583.2804
4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.03545,1208.35583,-1607.7052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.77717,707.62079,-1524.25073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.59189,58.89191,-1662.19739,-422.88559,383.30466,-1583.45044
5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.93946,1208.95581,-1606.80127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.07648,707.92389,-1521.21484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.5353,59.84652,-1660.46484,-424.35638,381.09698,-1585.41174
6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.3644,1208.94275,-1604.66077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.24233,707.98712,-1517.99182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.52375,61.28395,-1659.2937,-426.23138,381.08804,-1585.17371
7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.51853,1208.84204,-1602.43127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.89386,708.51031,-1513.42297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.19153,61.48431,-1657.21509,-427.51752,381.29193,-1584.38269
8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.07689,1208.06506,-1599.31482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.42931,708.42188,-1510.52515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.48769,62.99179,-1655.25537,-429.81851,383.14944,-1579.02124
9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.63493,1207.10559,-1595.86523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05298,708.14063,-1505.27234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.93484,64.00818,-1653.37219,-431.18735,381.76794,-1581.03882
10,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.06429,1207.39148,-1595.35718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58819,708.50116,-1502.93494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.96135,64.99146,-1651.63757,-432.72946,378.88406,-1588.8208
