"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z"
1,0,-593.7962,1324.5708,-775.56842,-561.71112,1479.35437,-1037.63306,-463.56906,1405.51453,-925.1355,-688.10486,1374.08582,-883.50977,-345.85016,1208.18896,-986.1651,-767.91626,1198.4259,-1018.29987,-571.70764,1135.5835,-890.12555,-548.75061,1271.34265,-1114.60388,-271.50345,926.58765,-1059.56421,-847.33582,950.17529,-1036.80396,-248.51915,713.98651,-928.49927,-905.84753,720.22351,-902.18176,-446.56973,824.73999,-885.40857,-705.12384,811.26929,-982.47571,-476.91074,881.80811,-1194.95227,-529.61548,449.05289,-808.70984,-692.67255,374.69058,-1084.9967,-536.38214,138.65468,-725.90741,NA,NA,NA
2,0.01,-593.96069,1323.56433,-767.19537,-563.56195,1477.80859,-1030.03186,-465.27103,1403.7019,-916.13843,-689.42706,1373.08081,-874.89636,-347.55344,1205.89331,-976.58557,-769.85022,1197.49731,-1009.82593,-574.22675,1133.45862,-881.47803,-550.802,1269.56458,-1104.6449,-274.51218,924.53711,-1051.29346,-848.93872,949.00555,-1028.67847,-250.68631,712.04169,-920.78619,-906.12006,717.8963,-893.40637,-450.82422,821.91791,-875.49994,-709.50537,811.94385,-973.5351,-479.17191,879.43207,-1184.22034,-534.22974,447.2417,-800.75897,-692.86926,372.8504,-1079.87,-543.18402,142.74452,-711.91949,NA,NA,NA
3,0.02,-595.61926,1322.74915,-760.00647,-565.00146,1476.49329,-1021.26031,-466.21667,1402.1936,-904.75629,-690.50525,1372.27722,-866.04034,-348.9761,1204.01575,-967.74097,-772.08679,1197.19324,-1001.9364,-576.31482,1132.01599,-871.96527,-552.06665,1267.39233,-1095.08557,-276.87378,921.97333,-1042.01599,-849.88379,947.80591,-1020.56244,-252.442,708.85846,-913.62695,-907.23718,716.64722,-886.25604,-452.89438,821.8324,-864.76691,-714.30359,810.62152,-965.20313,-481.38052,877.4386,-1173.69861,-539.92151,448.08664,-793.5686,-693.97644,372.42282,-1072.43335,-548.85291,145.73918,-699.85242,NA,NA,NA
4,0.03,-596.96783,1322.43994,-750.51892,-566.28986,1475.40955,-1012.87598,-467.29587,1401.28198,-897.77985,-691.23596,1370.71252,-856.83276,-350.72501,1201.16504,-957.66608,-772.88483,1195.94019,-993.52118,-579.01837,1130.63965,-862.45148,-552.01617,1266.52893,-1086.96033,-278.85626,918.96594,-1033.92944,-851.0791,946.63977,-1012.53674,-255.32037,706.22266,-905.23181,-907.46167,714.66718,-878.06433,-456.31723,819.38715,-855.35553,-717.8089,810.05487,-956.70386,-483.66287,875.31958,-1162.96777,-545.20612,444.89676,-786.15137,-695.22351,371.67532,-1065.3468,-555.05255,145.88945,-689.31891,NA,NA,NA
5,0.04,-597.32434,1321.8905,-740.50812,-567.39874,1474.32922,-1004.5495,-468.3403,1400.20642,-889.60651,-692.24719,1370.11938,-847.75134,-352.28915,1198.55005,-947.53699,-775.03717,1195.62085,-985.62958,-581.22595,1130.0127,-853.01636,-555.39899,1265.05579,-1077.66858,-282.00305,917.29895,-1023.93719,-852.08252,945.56659,-1004.78131,-257.10342,703.16528,-898.12561,-907.66986,713.36127,-871.53546,-459.90927,817.79279,-841.67682,-720.80469,808.86182,-949.26141,-486.06076,873.22729,-1152.68555,-547.88849,447.51511,-770.19507,-697.72809,372.03635,-1056.83777,-559.72607,143.74159,-680.10132,NA,NA,NA
6,0.05,-597.69757,1320.5448,-731.83191,-568.42932,1473.09741,-995.55536,-469.19165,1399.68506,-880.58502,-692.95886,1369.45728,-838.84528,-354.10919,1197.0166,-937.96338,-775.62866,1194.20874,-976.35352,-583.58112,1129.39551,-843.51648,NA,NA,NA,-284.58371,914.03656,-1012.70105,-852.62274,944.47357,-996.91064,-258.57156,700.46332,-889.53058,-907.33136,711.46655,-863.7547,-461.76715,816.03662,-832.1488,-725.15436,809.02881,-935.28882,-488.73907,871.23615,-1142.36182,-554.39459,445.82684,-761.4375,-698.93243,369.22586,-1057.0321,-561.31494,140.48987,-671.66394,NA,NA,NA
7,0.06,-598.19482,1321.53479,-723.41113,-569.09155,1472.4519,-987.37,-469.44751,1398.89355,-871.74536,-693.24188,1368.88892,-829.39484,-354.6962,1194.37817,-928.68475,-776.98212,1193.52881,-967.51111,-584.47375,1128.26721,-833.74164,NA,NA,NA,-286.47815,912.03674,-1005.10138,-853.15948,943.51587,-988.92517,-259.70782,698.12231,-881.93878,-907.07831,709.98224,-857.57526,-465.56757,814.77368,-820.92383,-728.83942,809.98975,-928.815,NA,NA,NA,-559.88953,444.25995,-751.27734,-702.67224,369.87988,-1046.60974,-563.80176,135.0807,-666.18036,NA,NA,NA
8,0.07,-597.75006,1320.72351,-712.82513,-569.69891,1471.3512,-978.06085,-470.27686,1398.15125,-862.14246,-693.99384,1368.51501,-820.039,-355.90375,1192.87695,-918.07294,-777.79755,1193.25317,-959.05933,-586.85779,1127.96521,-824.37372,-555.42334,1261.52063,-1049.39563,-288.14288,909.7627,-996.14667,-853.5094,943.2157,-982.16589,-261.95947,695.54303,-873.07941,-906.66028,708.50629,-851.23578,-470.35352,813.42822,-809.41919,-733.04291,808.24115,-917.32141,NA,NA,NA,-564.19208,442.1257,-738.93005,-704.65973,370.01273,-1039.80127,-566.17719,128.6523,-660.71564,NA,NA,NA
9,0.08,-599.09143,1321.43909,-703.06335,-570.05005,1470.77966,-969.29895,-470.69064,1398.26648,-853.50031,-694.35498,1369.15833,-810.9585,-356.42789,1191.25586,-908.89624,-778.92426,1192.90381,-949.81018,-588.495,1127.72876,-813.10046,-555.05817,1259.97144,-1039.07239,-291.50113,907.15326,-983.80432,-853.74573,942.56952,-974.43188,-264.59512,692.80884,-863.12732,-906.56732,706.57898,-844.62805,-473.3894,811.84058,-799.1662,-735.76904,808.37225,-909.41949,NA,NA,NA,-569.22961,441.76422,-726.47974,-708.18817,371.38986,-1029.66223,-567.58868,121.89479,-656.72858,NA,NA,NA
10,0.09,-599.19672,1321.89417,-693.90509,-570.27539,1470.33899,-960.19855,-470.67838,1397.8335,-844.7879,-694.53571,1369.43091,-801.14178,-357.58295,1189.29822,-898.33649,-779.48999,1193.12585,-940.74005,-589.94379,1128.21021,-802.71429,NA,NA,NA,-293.84085,904.90948,-972.79785,-854.17249,942.09503,-966.68219,-266.10538,690.72266,-855.4472,-906.26257,705.8067,-838.96808,-476.33115,811.75409,-788.24054,-738.41339,809.10162,-898.90631,NA,NA,NA,-572.67267,437.92569,-717.35254,-710.46387,371.88983,-1021.68793,-568.25415,115.14545,-653.07739,NA,NA,NA
