Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P4,25
1,0,,,,-310.47522,1006.49457,-1483.05286,,,,,,,,,,,,,,,,,,,152.55815,1148.77563,-1473.12134,,,,94.48822,863.02179,-1363.92542,,,,21.00373,992.98920,-1447.80273,,,,,,,23.50659,506.05457,-1531.70276,-383.03766,552.73407,-1399.23584,,,,,,,NA,P4,25
2,0.01,,,,-313.69543,1007.66260,-1479.44019,,,,,,,,,,,,,,,,,,,149.13615,1149.07861,-1467.96619,,,,91.20084,862.96790,-1357.81006,,,,17.37034,992.39935,-1444.56494,,,,,,,21.46947,507.03625,-1526.40442,-386.33078,553.86584,-1396.08472,,,,,,,NA,P4,25
3,0.02,,,,-315.13574,1006.61060,-1479.22327,,,,,,,,,,,,,,,,,,,146.59047,1150.00903,-1463.97888,,,,87.09154,863.82147,-1353.20679,,,,15.62665,990.72632,-1445.30078,,,,,,,20.50330,506.24548,-1525.28308,-390.78522,554.60059,-1394.02356,,,,,,,NA,P4,25
4,0.03,,,,-317.52692,1006.74518,-1472.62097,,,,,,,,,,,,,,,,,,,143.56068,1148.20801,-1454.24963,,,,82.70925,864.42175,-1347.86243,,,,12.47544,990.07825,-1437.85693,,,,,,,19.31577,505.48254,-1524.21570,-394.16171,554.39600,-1392.46521,,,,,,,NA,P4,25
5,0.04,,,,-320.72424,1005.46979,-1470.86926,,,,,,,,,,,,,,,,,,,140.05386,1148.88940,-1449.98230,,,,79.19002,863.20306,-1339.43237,,,,9.30222,990.84375,-1430.49817,,,,,,,16.47576,506.76932,-1520.79285,-398.43271,555.28064,-1390.57703,,,,,,,NA,P4,25
6,0.05,,,,-323.61938,1003.90887,-1474.96399,,,,,,,,,,,,,,,,,,,136.99899,1148.81726,-1443.90015,,,,75.37803,863.54034,-1332.95435,,,,5.64129,991.53540,-1422.96533,,,,,,,14.08046,506.75949,-1519.05920,-402.56345,555.13562,-1388.30493,,,,,,,NA,P4,25
7,0.06,,,,-326.99945,1004.45056,-1467.98560,,,,,,,,,,,,,,,,,,,133.75706,1147.53601,-1435.31104,,,,70.93848,864.63776,-1327.54309,,,,3.07705,988.90936,-1424.96484,,,,,,,12.37148,505.78525,-1520.89722,-406.84811,555.39044,-1385.96692,,,,,,,NA,P4,25
8,0.07,,,,-329.70044,1004.32019,-1463.36719,,,,,,,,,,,,,,,,,,,130.76270,1148.03247,-1430.53369,,,,66.21043,864.32300,-1320.48901,,,,-0.62874,987.45746,-1422.43884,,,,,,,9.98638,504.87717,-1516.86194,-410.86069,555.18665,-1383.45776,,,,,,,NA,P4,25
9,0.08,,,,-335.28860,1004.41071,-1457.83643,,,,,,,,,,,,,,,,,,,126.36665,1148.89063,-1426.72253,,,,62.06793,864.20734,-1313.52771,,,,-3.55851,986.53961,-1417.52441,,,,,,,7.98900,504.37140,-1513.43555,-415.56723,555.20398,-1380.75378,,,,,,,NA,P4,25
10,0.09,,,,-339.25995,1003.35486,-1455.24109,,,,,,,,,,,,,,,,,,,123.55538,1146.77747,-1416.16345,,,,57.39610,864.90491,-1307.18311,,,,-6.69035,986.79822,-1410.11377,,,,,,,6.87362,503.59830,-1511.74634,-421.23544,556.26984,-1377.52417,,,,,,,NA,P4,25
