Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P4,33
1,0,,,,,,,,,,,,,,,,,,,,,,,,,50.77160,1121.38684,-1225.58704,,,,-71.41615,870.76221,-1082.30322,-534.16870,811.74048,-1394.97803,-74.03815,954.49188,-1263.91309,-394.27615,985.77985,-1345.87488,,,,-33.09874,488.35065,-1413.52917,-488.99948,543.36597,-1257.58069,,,,,,,NA,P4,33
2,0.01,,,,,,,,,,,,,,,,,,,,,,,,,44.16025,1120.44934,-1217.48840,,,,-78.03761,869.33081,-1074.35986,-540.06915,812.44556,-1388.87109,-81.35408,951.02032,-1261.39038,-401.24725,985.62177,-1333.06763,,,,-36.36641,490.04190,-1407.34131,-494.46866,541.61548,-1250.28149,,,,,,,NA,P4,33
3,0.02,,,,,,,,,,,,,,,,,,,,,,,,,37.22629,1119.92078,-1209.47620,,,,-86.67641,867.93280,-1066.25354,-544.45685,811.03009,-1388.36243,-86.91170,953.12561,-1246.72729,-408.17459,984.27301,-1325.67590,,,,-39.52430,491.73517,-1400.28174,-500.90546,540.32257,-1243.57178,,,,,,,NA,P4,33
4,0.03,,,,,,,,,,,,,,,,,,,,,,,,,29.95247,1118.69250,-1200.13623,,,,-93.40607,866.97113,-1057.80322,-549.81165,807.95404,-1388.49316,-96.97252,952.40918,-1241.14539,-414.54428,983.93622,-1318.24402,,,,-43.98874,490.47491,-1390.94995,-506.43710,539.05670,-1237.13757,,,,,,,NA,P4,33
5,0.04,,,,,,,,,,,,,,,,,,,,,,,,,22.64297,1117.91528,-1191.25647,,,,-101.11159,866.21838,-1050.84082,-554.82373,808.52368,-1380.50684,-102.94229,950.52734,-1231.35767,-421.74982,982.97522,-1311.47632,,,,-50.41155,492.01358,-1384.67639,-511.68506,536.87433,-1229.28040,,,,,,,NA,P4,33
6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,15.47874,1117.20740,-1183.22644,,,,-108.00378,864.40094,-1042.68469,-561.27350,808.57697,-1376.74780,-110.56870,950.73895,-1225.35010,-427.90692,982.67340,-1303.94421,,,,-55.56026,491.98651,-1377.69165,-518.27582,536.44135,-1223.01392,,,,,,,NA,P4,33
7,0.06,,,,,,,,,,,,,,,,,,,,,,,,,8.04237,1116.18188,-1173.45166,,,,-115.87669,863.61487,-1034.96533,-566.37732,807.87268,-1373.11951,-119.56619,948.74493,-1214.64417,-436.71133,983.85388,-1297.47375,,,,-60.88165,493.90088,-1366.33813,-523.48859,535.64050,-1216.69702,,,,,,,NA,P4,33
8,0.07,,,,,,,,,,,,,,,,,,,,,,,,,-0.19191,1116.61401,-1167.13647,,,,-121.92058,862.75519,-1026.94897,-571.81305,807.20453,-1368.12195,-126.85931,948.54370,-1207.56677,-444.04514,983.80048,-1290.60730,,,,-67.01168,491.95862,-1360.45422,-530.78754,535.99750,-1210.32251,,,,,,,NA,P4,33
9,0.08,,,,,,,,,,,,,,,,,,,,,,,,,-7.38232,1115.44604,-1155.69434,,,,-128.93442,860.20624,-1020.61261,-577.56689,807.60706,-1363.24695,-136.99860,948.16742,-1200.04553,-451.23965,984.99854,-1283.90601,,,,-73.43684,493.37155,-1351.53784,-537.23309,536.54907,-1203.50952,,,,,,,NA,P4,33
10,0.09,,,,,,,,,,,,,,,,,,,,,,,,,-15.09916,1115.79102,-1149.36646,,,,-136.59357,860.02820,-1013.51190,-582.99719,807.37854,-1358.58386,-144.30951,949.49847,-1192.71350,-459.66830,985.87103,-1277.63525,,,,-79.05611,491.54642,-1338.71875,-544.90192,538.32806,-1197.70667,,,,,,,NA,P4,33
11,0.1,,,,-415.04401,1643.11951,-1170.97375,,,,,,,,,,,,,,,,,,,-23.25593,1115.29907,-1139.46130,,,,-143.00969,859.31158,-1006.32965,-589.23328,808.69019,-1352.49841,-153.77386,949.16687,-1183.12219,-468.74194,988.06830,-1271.39038,,,,-86.16457,493.25894,-1324.65125,-553.23621,538.93707,-1191.00916,,,,,,,NA,P4,33
12,0.11,,,,-421.75385,1644.48413,-1163.83765,,,,,,,,,,,,,,,,,,,-30.73524,1116.23816,-1131.56274,,,,-149.42163,859.02899,-999.26300,-595.28375,809.17236,-1345.79919,-163.50310,950.33759,-1177.90527,-476.71243,989.20691,-1264.45691,,,,-95.15843,490.97418,-1312.62585,-560.90680,539.47229,-1185.45947,,,,,,,NA,P4,33
13,0.12,,,,-428.57404,1645.77405,-1156.12744,,,,,,,,,,,,,,,,,,,-39.33950,1118.15955,-1126.43250,,,,-156.05057,859.28784,-993.58392,-600.64124,810.11151,-1339.51624,-171.76289,950.36041,-1166.61340,-484.58832,990.10822,-1258.29102,,,,-101.71880,492.31805,-1291.36340,-568.47119,540.19147,-1181.01477,,,,,,,NA,P4,33
14,0.13,,,,-435.14383,1647.16724,-1147.21057,,,,,,,,,,,,,,,,,,,-47.04568,1118.84619,-1116.76392,,,,-162.87613,858.31683,-986.41901,-607.29944,811.66846,-1331.92419,-180.99937,952.55432,-1154.62329,-492.99655,990.84045,-1251.72327,,,,-110.98253,490.88843,-1276.10718,-575.66278,539.96094,-1178.26062,,,,,,,NA,P4,33
15,0.14,,,,-441.85019,1648.66943,-1139.91565,,,,,,,,,,,,,,,,,,,-55.25274,1119.69385,-1109.08997,,,,-168.91931,858.54340,-979.01324,-612.68201,813.36896,-1324.11169,-191.39401,952.49622,-1147.24841,-502.71753,992.42792,-1246.31055,,,,-119.50649,490.36154,-1257.08350,-580.49994,538.03766,-1174.43506,,,,,,,NA,P4,33
16,0.15,,,,-448.13196,1650.41187,-1132.04846,,,,,,,,,,,,,,,,,,,-63.02296,1120.94641,-1101.51428,,,,-173.96217,857.31079,-973.80658,-619.91180,815.78864,-1316.44641,-198.34665,954.34210,-1139.40491,-510.00488,993.59900,-1238.92822,,,,-128.56631,488.08105,-1238.84009,-584.34802,536.50323,-1172.07300,,,,,,,NA,P4,33
17,0.16,,,,-454.53378,1651.48059,-1123.83264,,,,,,,-475.36804,1466.37341,-1294.79187,,,,,,,,,,-70.80568,1122.28894,-1096.56519,,,,-179.76842,858.43719,-967.07373,-625.68451,817.00012,-1308.02405,-207.06110,954.50482,-1127.55566,-517.22992,994.80359,-1233.73877,,,,-139.20630,486.38263,-1219.77942,-587.34485,534.71973,-1169.31616,,,,,,,NA,P4,33
18,0.17,,,,-460.64920,1653.56604,-1115.88794,,,,,,,-482.35040,1468.24463,-1287.38025,-324.25452,1505.21667,-1274.53760,,,,,,,-78.88799,1123.17737,-1089.00867,,,,-185.76778,858.21106,-958.98285,-631.86902,818.87323,-1299.09546,-214.55188,954.45447,-1126.12024,-525.21063,996.11658,-1227.50745,,,,-150.24623,483.15228,-1201.85046,-589.72589,532.86890,-1166.49463,,,,,,,NA,P4,33
19,0.18,,,,-466.58337,1655.52930,-1108.19995,,,,,,,-489.40164,1470.01624,-1279.49658,-331.27020,1506.70398,-1267.07019,,,,,,,-86.58138,1124.40173,-1081.79761,,,,-190.63504,858.73199,-951.81781,-637.37946,820.14789,-1289.43799,-220.53549,957.55914,-1111.84253,-530.35663,996.83057,-1221.91150,,,,-160.29272,482.04010,-1180.47852,-593.10120,533.27362,-1163.72937,,,,,,,NA,P4,33
20,0.19,,,,-472.53314,1657.16931,-1099.87280,,,,,,,-496.23932,1471.83423,-1271.93298,-338.33472,1507.85400,-1259.62720,,,,,,,-94.42458,1126.43091,-1076.58533,,,,-196.67847,858.69531,-945.73389,-645.59448,822.99036,-1279.43408,-229.63512,957.63464,-1106.47717,-537.95398,998.29736,-1216.62207,,,,-172.00269,480.66074,-1161.26477,-596.79321,533.32898,-1161.63855,,,,,,,NA,P4,33
21,0.2,,,,-478.23749,1659.30420,-1092.22815,,,,,,,-503.16089,1473.23242,-1263.55505,-345.22644,1509.54126,-1252.56799,,,,,,,-101.68668,1126.99829,-1068.24939,-604.79932,1119.66125,-1347.58020,-200.98808,859.83777,-939.01068,-651.50946,824.99866,-1269.59253,-235.50348,959.59100,-1095.47083,-544.00598,999.81622,-1210.50269,,,,-183.23418,480.23489,-1141.89233,-601.24451,534.30530,-1158.64404,,,,,,,NA,P4,33
22,0.21,,,,-483.95941,1660.91553,-1083.87622,,,,,,,-509.70657,1474.89526,-1255.54590,-351.80786,1511.30835,-1245.46252,,,,,,,-108.56264,1128.29541,-1061.44299,-612.75214,1121.47632,-1339.57556,-206.86412,860.86780,-932.21478,-659.23926,828.20551,-1259.19116,-241.48323,959.57043,-1095.08069,-550.39166,1001.12732,-1204.91565,,,,-194.45049,480.75937,-1122.61414,-605.93915,534.39276,-1156.14551,,,,,,,NA,P4,33
23,0.22,,,,-489.59659,1662.34998,-1076.00439,,,,,,,-516.24426,1476.48804,-1247.77905,-358.32886,1512.78552,-1237.80347,,,,,,,-115.54792,1129.39319,-1054.43872,-620.72443,1123.11670,-1330.68701,-212.67119,860.90479,-925.28723,-664.84070,829.05444,-1248.29980,-248.03517,961.53351,-1081.10181,-556.17688,1002.24841,-1199.61194,,,,-205.56868,482.33585,-1101.00842,-609.27228,533.97583,-1154.23608,,,,,,,NA,P4,33
24,0.23,,,,-495.04526,1664.24231,-1068.30322,,,,,,,-522.66589,1477.83801,-1239.74817,-364.60638,1514.37878,-1230.40479,-377.54099,1730.20349,-1259.28223,,,,-121.49741,1131.05090,-1047.50903,-628.60516,1125.00781,-1322.11963,-217.81416,861.85785,-918.35236,-672.36407,831.37286,-1237.35217,-255.81570,962.84924,-1076.67761,-561.39502,1003.91791,-1194.45190,,,,-217.37462,484.08621,-1081.31006,-612.21564,533.31592,-1151.70203,,,,,,,NA,P4,33
25,0.24,,,,-500.32947,1666.15283,-1060.00366,,,,,,,-528.72113,1479.52161,-1232.38220,-370.63339,1516.32397,-1222.87085,-383.43991,1731.57678,-1251.94702,,,,-128.10318,1132.75891,-1040.12830,-636.53754,1126.63416,-1312.60388,-223.05080,862.44788,-912.49500,-678.40100,833.45667,-1226.38843,-260.18433,965.88708,-1066.81787,-566.38422,1004.37354,-1189.42810,,,,-229.43193,486.12408,-1062.98779,-614.05072,532.47455,-1149.43213,,,,,,,NA,P4,33
26,0.25,,,,-505.56421,1667.78845,-1052.53711,,,,,,,-534.68384,1480.95337,-1224.05127,-376.55594,1518.10046,-1215.58838,-389.25110,1733.05188,-1244.29468,,,,-133.63660,1134.71277,-1034.76660,-644.47321,1128.39050,-1303.75598,-228.11673,863.11078,-906.96246,-686.16412,836.05646,-1214.59607,-266.74969,967.75897,-1060.78345,-571.80627,1005.65338,-1183.30518,,,,-240.79311,488.96390,-1042.91907,-616.02411,532.88293,-1147.22595,,,,,,,NA,P4,33
