Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P4,17
1,0,83.74136,117.26067,2155.07446,-421.56277,112.91008,2459.08252,,,,,,,,,,-97.63214,1560.38318,2239.13770,,,,-254.10304,1606.79626,2241.94019,,,,48.95301,1212.34399,2260.59741,,,,89.23115,947.70819,2114.36157,,,,-66.04925,1084.33350,2180.00439,-390.89615,1047.38110,2107.09546,-411.27951,579.31677,2242.60864,27.35393,625.05383,2157.34839,,,,,,,NA,P4,17
2,0.01,93.37788,117.04581,2148.84644,-421.59851,113.66025,2459.34448,,,,,,,,,,-92.85725,1559.37451,2235.98584,,,,-249.25653,1605.95349,2238.34985,,,,53.82370,1211.33337,2258.56348,,,,95.59034,946.79034,2112.63501,,,,-61.28465,1083.25806,2175.36792,-385.80084,1046.06396,2103.34058,-407.21805,578.84436,2240.75977,32.25193,624.56696,2154.27344,,,,,,,NA,P4,17
3,0.02,100.19931,117.89697,2141.87549,-421.51767,114.23897,2459.05518,,,,,,,,,,-87.97907,1558.25342,2231.74756,,,,-244.59995,1604.67749,2233.81055,,,,58.94119,1210.53125,2256.69336,,,,101.85023,945.71185,2110.95337,,,,-56.06665,1082.39417,2172.52661,-380.40027,1044.65125,2097.82251,-403.77289,577.90332,2234.85864,38.14749,623.49762,2152.97852,,,,,,,NA,P4,17
4,0.03,108.56512,116.44830,2134.97412,-421.25366,114.49942,2458.48291,,,,,,,,,,-82.79059,1556.75696,2228.60547,,,,-239.07744,1603.49255,2229.34106,,,,63.95995,1209.07202,2253.45264,,,,109.18081,943.74774,2111.20142,,,,-50.99523,1080.81567,2167.73047,-375.03796,1043.39868,2093.20972,-400.27426,577.51526,2232.97998,43.43923,621.80396,2147.73511,,,,,,,NA,P4,17
5,0.04,115.34669,116.12657,2130.82739,-421.18115,115.55103,2458.04736,,,,,,,,,,-77.63115,1555.35950,2224.33447,,,,-234.06607,1602.33020,2224.54858,,,,69.78571,1208.73328,2251.79565,,,,115.57899,942.45374,2107.36548,,,,-45.52031,1079.86548,2164.18115,-369.19284,1042.18286,2087.86108,-395.92068,576.23840,2229.88110,49.31717,620.81207,2145.41187,,,,,,,NA,P4,17
6,0.05,121.14207,115.72579,2127.45264,-420.91132,116.12735,2457.97827,,,,,,,,,,-72.48009,1554.63794,2220.91016,,,,-228.60222,1601.01794,2220.05542,,,,74.74476,1207.55908,2248.65503,,,,122.54519,941.16589,2105.67285,,,,-39.82771,1078.33740,2160.68140,-363.44330,1040.62830,2083.50317,-392.26785,575.94031,2227.39502,54.52115,619.35968,2139.68359,,,,,,,NA,P4,17
7,0.06,126.47639,114.84120,2124.28857,-420.59396,117.04255,2457.87280,,,,,,,-201.65421,1836.28491,2144.09106,-67.11669,1553.15955,2216.71094,,,,-223.22751,1599.80054,2215.35425,,,,80.46996,1206.45227,2246.43677,-480.35788,1384.85938,1575.59705,129.21594,940.21600,2103.82788,-262.25183,1094.32605,2288.73584,-34.02987,1077.16333,2155.28931,-357.22440,1039.43713,2078.66089,-388.55591,575.50696,2225.41309,60.61772,618.13171,2137.02710,,,,,,,NA,P4,17
8,0.07,130.66484,113.93860,2122.16821,-420.22046,118.67679,2456.80127,,,,,,,-318.54977,1729.74500,2064.11108,-61.44754,1551.89441,2212.87109,-195.39500,1834.38391,2139.02808,-217.93027,1598.43896,2211.11987,,,,86.24734,1205.42053,2243.92822,-475.53122,1391.70776,1570.09705,135.88728,939.55621,2101.32813,-256.63760,1093.76062,2284.27637,-27.61674,1075.58582,2152.09497,-350.90424,1037.93652,2073.22485,-383.88220,574.17889,2220.36401,66.61015,617.36060,2131.54858,,,,,,,NA,P4,17
9,0.08,133.24208,112.20653,2121.33960,-420.22797,119.97391,2456.60815,,,,,,,-312.45868,1728.16748,2059.46558,-55.61971,1550.93738,2208.38818,-341.91696,1553.59424,2112.25195,-211.96640,1597.31482,2205.91968,,,,91.87608,1204.37158,2240.10986,-471.39157,1396.53589,1561.77649,142.93077,938.14258,2099.30200,-250.05878,1091.93372,2279.27686,-21.14603,1074.38062,2147.43237,-344.14163,1036.76208,2068.86597,-379.82104,574.85626,2215.91382,73.90396,615.33667,2128.17871,,,,,,,NA,P4,17
