Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P4,9
1,0,,,,,,,,,,,,,,,,,,,,,,,,,-99.08614,1129.97351,-1186.69116,,,,-182.18021,859.67426,-1046.77234,-688.22180,844.28735,-1316.72510,-257.80164,962.98828,-1188.59473,-572.61871,1008.37646,-1285.02124,,,,-217.77348,487.18579,-1176.42419,-614.61865,530.32721,-1247.74487,,,,,,,NA,P4,9
2,0.01,,,,,,,,,,,,,,,,,,,,,,,,,-104.79974,1132.08325,-1181.74438,,,,-187.47861,861.70789,-1041.28589,-694.85693,847.07074,-1305.76025,-262.49228,966.81927,-1175.17615,-577.10730,1008.66553,-1279.82263,,,,-227.97966,488.34952,-1159.64612,-615.84479,530.22119,-1246.28320,,,,,,,NA,P4,9
3,0.02,,,,-393.83826,1763.31238,-1261.07202,,,,,,,,,,,,,,,,,,,-110.35075,1132.92285,-1173.55786,,,,-193.19037,863.34430,-1034.81555,-701.05798,849.41235,-1295.58496,-269.46317,968.95776,-1174.22815,-582.60559,1009.44092,-1274.61621,,,,-240.42691,490.84564,-1141.46179,-617.01245,530.16156,-1244.09558,,,,,,,NA,P4,9
4,0.03,,,,-399.76129,1765.26501,-1254.14551,,,,,,,,,,,,,,,,,,,-115.54149,1134.18677,-1167.21741,,,,-198.52905,864.83191,-1028.93115,-707.47064,851.66736,-1282.42493,-274.93893,972.81512,-1160.37646,-586.88824,1010.38068,-1269.60986,,,,-251.14917,494.91138,-1123.07349,-617.08844,529.02271,-1241.53308,,,,,,,NA,P4,9
5,0.04,,,,-405.65189,1766.87500,-1246.33679,,,,,,,,,,,,,,,,,,,-121.22443,1136.02026,-1161.51611,,,,-203.65955,866.20740,-1023.63171,-713.39636,854.93829,-1271.72437,-280.31665,976.60077,-1149.86682,-592.90063,1011.25287,-1264.50879,,,,-264.32291,498.51309,-1104.97095,-618.89191,529.74475,-1239.32556,,,,,,,NA,P4,9
6,0.05,,,,-411.50647,1768.31714,-1239.09058,,,,,,,,,,,,,,,,,,,-126.30068,1138.05579,-1155.92322,,,,-208.21758,867.59637,-1017.72723,-719.24005,857.82288,-1259.99902,-285.76010,978.14520,-1149.47815,-597.00970,1011.30566,-1258.37146,,,,-275.95694,502.54965,-1088.48779,-619.89954,529.24493,-1237.56152,,,,,,,NA,P4,9
7,0.06,,,,-417.17694,1769.55408,-1230.74585,,,,,,,,,,,,,,,,,,,-131.56061,1140.22314,-1150.74048,,,,-212.70673,868.82227,-1011.50012,-724.43195,861.58490,-1247.69177,-290.05417,981.47052,-1138.99060,-602.54309,1012.77881,-1252.27942,,,,-289.66852,505.97940,-1070.38049,-620.93823,528.67456,-1235.75952,,,,,,,NA,P4,9
8,0.07,,,,-422.68057,1770.91016,-1223.55249,,,,,,,,,,-558.66815,1489.79553,-1297.36707,,,,,,,-136.01631,1140.58813,-1141.38965,,,,-217.32629,870.58392,-1006.21649,-731.33258,865.43256,-1235.66028,-293.66260,983.52057,-1131.43201,-607.86456,1013.23395,-1247.41992,,,,-301.86594,510.01874,-1054.48572,-621.95184,528.11945,-1233.45642,,,,,,,NA,P4,9
9,0.08,-406.74850,1535.22021,-1277.92554,-427.99716,1772.08716,-1216.02771,,,,,,,-545.58167,1604.85278,-999.25714,-563.83618,1491.34509,-1290.02795,,,,,,,-141.15375,1143.14185,-1137.48962,-696.80292,1145.14624,-1351.74084,-221.19022,872.03650,-1001.07800,-736.47632,869.45966,-1223.52905,-299.09753,985.77753,-1124.45886,-610.25940,1012.78729,-1242.00012,,,,-312.96695,515.38098,-1037.03198,-623.24689,527.42535,-1231.06274,-185.53378,202.02165,-1406.11316,,,,NA,P4,9
10,0.09,-411.88885,1536.64697,-1271.20691,-433.19992,1773.16919,-1208.34875,,,,,,,-546.37549,1626.38989,-1065.19373,-568.90253,1492.72510,-1282.93298,,,,,,,-146.08899,1145.04761,-1132.44202,-703.19434,1146.82849,-1343.74524,-224.97151,873.33789,-995.95422,-741.45129,872.37219,-1210.30334,-303.14780,988.17438,-1115.71411,-615.78186,1013.11304,-1236.80725,,,,-323.12323,521.36432,-1022.17084,-625.21722,527.72748,-1229.71436,-201.97745,196.75232,-1387.37939,,,,NA,P4,9
11,0.1,-416.99069,1537.68018,-1263.91357,-438.24658,1774.05469,-1200.58679,,,,,,,-551.02881,1627.35779,-1057.54053,-573.96033,1493.83594,-1274.83569,,,,,,,-150.68359,1146.49719,-1126.38977,-710.33533,1149.00439,-1335.61523,-229.19666,874.10077,-989.89929,-746.15668,875.52118,-1197.94873,-307.26013,990.58221,-1109.15869,-619.69897,1013.40686,-1230.38135,,,,-335.37091,526.85620,-1007.13495,-626.66693,526.89972,-1227.55408,-219.69954,189.44385,-1367.52380,,,,NA,P4,9
12,0.11,-421.96429,1538.67065,-1257.00623,-443.22141,1774.84387,-1193.64514,,,,,,,-555.57330,1628.33582,-1049.33997,-578.96631,1494.87109,-1267.13025,,,,,,,-154.50468,1147.82996,-1120.44934,-715.31787,1150.05359,-1327.33752,-233.29733,874.48010,-984.92181,-751.14825,879.13428,-1186.06079,-312.38663,992.86597,-1102.19470,-623.87457,1013.49585,-1224.82556,,,,-345.95551,530.79620,-993.86139,-628.51587,526.36304,-1224.68494,-236.77087,182.26265,-1346.07751,,,,NA,P4,9
13,0.12,-426.81018,1539.59631,-1249.57373,-447.94693,1775.34521,-1185.93848,,,,,,,-559.93439,1629.09387,-1041.49463,-583.75970,1495.81714,-1259.34753,,,,,,,-158.77547,1148.42969,-1113.82178,-722.11194,1151.55908,-1319.16101,-236.69028,875.10840,-979.06152,-756.09540,882.75671,-1173.38513,-317.31281,994.58325,-1094.86792,-628.52051,1013.84027,-1219.07690,,,,-353.62875,536.77893,-980.37408,-630.36646,525.61255,-1222.25452,-254.79637,173.86710,-1325.30713,,,,NA,P4,9
14,0.13,-431.61591,1540.15466,-1241.90588,-452.56830,1775.84021,-1178.78174,,,,,,,-564.26660,1629.66895,-1033.91309,-588.50128,1496.51941,-1251.82617,,,,,,,-162.89886,1149.18762,-1108.06677,-727.13660,1151.93079,-1310.15735,-240.31712,875.46082,-973.61481,-761.17767,886.76282,-1159.43787,-320.89886,996.25055,-1088.16675,-633.58844,1013.93781,-1212.57410,,,,-362.22092,540.89093,-967.64166,-632.56299,525.27301,-1219.73425,-274.49454,164.94188,-1301.91882,,,,NA,P4,9
15,0.14,-436.21939,1540.75586,-1234.38806,-456.97696,1776.13733,-1171.11316,,,,,,,-568.40289,1630.30652,-1026.19238,-593.17078,1497.34082,-1244.45215,-474.98309,1424.68604,-1090.56567,,,,-166.55637,1149.72693,-1101.68604,-733.33563,1152.90234,-1301.14807,-243.35710,875.09326,-968.54803,-766.10632,889.66772,-1146.31824,-325.90994,998.06122,-1079.90991,-636.93585,1013.76068,-1205.97290,,,,-370.69623,545.24780,-956.00360,-633.59784,524.31354,-1217.25867,-292.35806,155.63744,-1279.11914,,,,NA,P4,9
16,0.15,-440.77158,1540.79724,-1226.16541,-461.30267,1776.33606,-1163.80908,,,,,,,-572.49951,1630.67078,-1018.05310,-597.67456,1497.75488,-1235.90723,-479.51862,1424.77795,-1083.38611,,,,-170.08060,1150.19604,-1095.93811,-738.16144,1153.46472,-1293.04199,-246.54111,875.40942,-963.45911,-770.22742,892.37769,-1132.53381,-331.46286,998.30878,-1074.60474,-640.91852,1013.33484,-1197.10217,,,,-378.15915,549.65503,-944.30090,-635.07166,523.91266,-1215.03015,-310.85867,144.38307,-1255.33496,,,,NA,P4,9
17,0.16,-445.22321,1541.04504,-1219.10803,-465.54163,1776.25159,-1156.30664,,,,,,,-576.35571,1631.23975,-1009.86737,-602.22046,1497.88123,-1228.00562,-483.21689,1424.54480,-1074.68713,,,,-173.88780,1150.13782,-1089.12012,-743.62872,1154.15527,-1283.84705,-249.98790,874.68219,-957.53589,-775.60059,896.23657,-1120.83667,-335.48010,999.64355,-1066.62830,-645.44281,1013.55145,-1189.68872,,,,-385.36935,552.14520,-934.07397,-637.59229,523.58142,-1212.35144,-330.10196,135.30817,-1232.24341,,,,NA,P4,9
18,0.17,-449.59598,1540.96082,-1211.18567,-469.53101,1776.30225,-1148.96997,,,,,,,-580.15527,1631.46387,-1002.40192,-606.61243,1497.90295,-1219.96826,-486.96466,1423.93701,-1066.01135,,,,-177.57755,1149.80823,-1082.62292,-749.46259,1154.68896,-1274.69055,-252.78055,873.91998,-952.16956,-779.15704,898.47687,-1106.29456,-339.66324,998.54285,-1059.77087,-648.94537,1010.54468,-1188.54321,,,,-392.52344,555.14197,-922.72089,-638.40106,523.69177,-1210.24976,-346.27521,125.91136,-1206.15845,,,,NA,P4,9
19,0.18,-453.77850,1540.81311,-1203.27161,-473.51843,1776.10559,-1141.90820,,,,,,,-583.81842,1631.41077,-993.73639,-610.89374,1497.94153,-1211.85913,-490.78934,1423.70581,-1058.97229,,,,-181.16968,1149.65735,-1076.60437,-753.66528,1154.10632,-1265.19751,-255.97864,873.18323,-946.36255,-783.62976,900.85571,-1093.47766,-343.90662,1000.49152,-1049.47461,-652.39154,1012.29199,-1177.79138,,,,-398.87131,557.90009,-913.20184,-639.87671,523.01270,-1207.33997,-365.93939,115.15728,-1180.30945,,,,NA,P4,9
20,0.19,-457.82571,1540.76611,-1195.45496,-477.35480,1775.60278,-1133.97998,,,,,,,-587.25946,1631.65088,-985.99731,-615.06958,1497.78748,-1203.73975,-496.66199,1424.62927,-1051.71887,,,,-184.69604,1148.96729,-1069.37048,-758.70941,1154.43994,-1255.33081,-258.48505,871.96222,-940.73676,-786.83014,903.72772,-1081.30408,-348.68240,1000.15631,-1044.27905,-657.77258,1010.50842,-1173.41980,,,,-405.37265,559.61664,-903.89978,-641.67157,521.91656,-1204.39832,-381.75916,105.04559,-1151.74866,,,,NA,P4,9
21,0.2,-461.94971,1540.20532,-1187.59778,-480.96542,1775.32764,-1126.33228,,,,,,,-590.69385,1631.47595,-978.00012,-619.08795,1497.59680,-1195.35681,-499.37048,1423.88892,-1043.80884,,,,-187.87250,1148.99854,-1064.37585,-763.79913,1154.43604,-1246.03186,-260.66998,871.00580,-934.32269,-791.82819,906.13428,-1067.48914,-350.91336,1001.40326,-1033.37817,-661.88507,1010.39136,-1163.29065,,,,-410.53555,560.84918,-894.94928,-643.04382,521.44635,-1201.21985,-398.15784,95.90860,-1125.07178,,,,NA,P4,9
22,0.21,-465.80035,1539.71057,-1179.61694,-484.48514,1774.88782,-1118.52075,,,,,,,-593.95044,1631.32813,-969.50867,-623.20990,1497.04736,-1187.20398,-503.23569,1423.57324,-1035.75342,,,,-191.35719,1147.38904,-1055.30212,-767.73181,1153.44397,-1235.74353,-263.31000,869.61584,-929.04755,-795.48889,907.77448,-1055.15503,-354.59174,1000.61731,-1026.80896,-665.01117,1009.02124,-1158.04529,,,,-415.41318,562.10748,-886.54193,-644.39276,521.35168,-1198.76379,-415.98810,86.75985,-1095.63953,,,,NA,P4,9
23,0.22,-469.56787,1539.49011,-1171.72559,-487.97012,1774.19019,-1110.87451,,,,,,,-597.12506,1631.07300,-960.92889,-626.94348,1496.83496,-1178.55237,-505.67896,1421.90747,-1026.46619,,,,-194.59589,1147.21887,-1049.72461,-771.91241,1153.33630,-1226.01587,-265.56540,869.20703,-924.14703,-798.16827,909.92883,-1042.70105,-358.72293,999.29614,-1019.34509,-669.12421,1008.57269,-1146.86865,,,,-420.73541,562.09814,-878.56641,-646.14160,520.31091,-1196.05078,-432.83020,76.85311,-1066.62537,,,,NA,P4,9
24,0.23,-473.31076,1538.62109,-1163.52332,-491.31396,1773.30042,-1102.92114,,,,,,,-600.17090,1630.84424,-952.73297,-630.76776,1496.05347,-1169.79773,-509.64398,1421.80969,-1018.40704,,,,-197.97197,1146.08972,-1042.72253,-776.26929,1152.82361,-1216.22766,-267.97891,866.92395,-917.05579,-802.39661,911.75995,-1029.53406,-362.89545,998.92975,-1011.39679,-673.04474,1007.00641,-1142.60364,,,,-425.86667,561.03687,-870.30139,-647.46338,519.30890,-1192.79028,-446.63361,69.13929,-1036.00745,,,,NA,P4,9
25,0.24,-476.83862,1537.45044,-1154.80029,-494.43832,1772.70667,-1094.62146,,,,,,,-603.15704,1630.16809,-943.77765,-634.37219,1495.24915,-1161.40710,-514.38464,1421.68738,-1011.14319,,,,-201.31590,1145.84290,-1037.61084,-780.39130,1152.34424,-1206.03137,-269.95358,865.15289,-909.63574,-805.48297,913.55884,-1016.18030,-366.37512,998.10693,-1002.63544,-678.02844,1005.77380,-1133.67029,,,,-429.79028,560.85791,-862.99585,-648.77234,518.72870,-1189.66589,-462.87735,60.64603,-1005.96008,,,,NA,P4,9
26,0.25,-480.19476,1537.18054,-1147.15222,-497.51093,1771.74634,-1086.88513,,,,,,,-605.89618,1629.62134,-935.43768,-637.85364,1494.68738,-1152.47986,-517.40015,1420.86353,-1002.51099,,,,-204.31633,1144.04004,-1029.59521,-784.44324,1151.52197,-1195.38843,-272.15295,863.60663,-904.21667,-808.09387,914.87445,-1002.78571,-370.45331,997.14508,-995.90076,-682.17810,1004.87146,-1120.23608,,,,-434.09592,559.52972,-856.40808,-650.62994,517.83496,-1186.03284,-476.79074,53.44753,-973.10333,,,,NA,P4,9
27,0.26,-483.65903,1535.74121,-1138.21521,-500.41422,1770.73926,-1078.99451,,,,,,,-608.60852,1628.94397,-927.04175,-641.32678,1493.78479,-1143.37866,-518.66022,1419.08740,-993.56116,,,,-207.07640,1143.24829,-1023.55157,-788.29156,1150.78601,-1185.42346,-274.07870,862.10522,-898.92419,-810.86328,916.36896,-989.36060,-374.45560,995.57281,-988.23523,-685.59399,1004.12299,-1112.28149,,,,-438.54977,557.61133,-850.20776,-652.46838,517.30060,-1182.26855,-491.65808,46.68180,-943.14026,,,,NA,P4,9
28,0.27,-486.79184,1534.77332,-1129.97705,-503.30197,1769.52161,-1070.46765,,,,,,,-611.06165,1628.46423,-918.14148,-644.67371,1492.55579,-1134.32947,-522.59680,1418.87012,-984.97168,,,,-210.45042,1141.44434,-1015.30066,-791.25171,1149.45728,-1174.13989,-275.56900,860.82770,-892.26947,-813.81708,916.81952,-976.92969,-378.02924,994.57880,-978.80841,-688.60815,1001.92023,-1102.07532,,,,-441.23267,555.28253,-842.76941,-654.05475,516.45599,-1178.51672,-503.56030,41.45648,-911.08362,,,,NA,P4,9
29,0.28,-489.93030,1533.35620,-1121.27075,-505.97971,1768.31042,-1062.66528,,,,,,,-613.59387,1627.60925,-909.41785,-647.78046,1491.77795,-1125.56262,-525.17059,1416.85437,-976.07709,,,,-213.19653,1140.12610,-1008.68506,-794.71222,1148.18079,-1163.09570,-277.49829,858.09564,-885.36249,-816.40393,917.83484,-963.62177,-382.65900,993.24493,-969.59851,-692.49847,999.66919,-1096.61621,,,,-445.05939,552.32074,-836.33563,-655.82483,515.21277,-1173.57178,-514.75909,37.63345,-878.96606,,,,NA,P4,9
30,0.29,-492.87900,1531.88635,-1112.53967,-508.54276,1766.80615,-1053.73999,,,,,,,-615.90808,1626.59180,-900.61237,-650.90619,1490.56665,-1115.99988,-527.42474,1415.89832,-966.28717,,,,-215.45070,1138.35339,-1001.52338,-798.19519,1147.02856,-1152.63611,-279.50562,856.75177,-878.92755,-818.98700,918.80560,-951.52216,-384.94171,991.65436,-960.54248,-697.61731,997.26801,-1088.70544,,,,-449.22195,548.96149,-830.95294,-657.43005,514.56573,-1169.70227,-524.36212,34.65055,-847.22620,,,,NA,P4,9
31,0.3,-495.82693,1530.23779,-1103.74036,-510.95389,1765.43091,-1046.25586,,,,,,,-618.13867,1625.50232,-891.59460,-654.04761,1489.21570,-1106.94470,-530.90240,1415.18799,-958.60742,,,,-218.28560,1136.72253,-995.06226,-801.30280,1146.16443,-1141.91467,-281.30658,854.16003,-871.84503,-820.75769,918.64368,-938.63177,-388.77457,989.92737,-951.63489,-700.97748,996.51379,-1078.40540,,,,-452.33151,544.45905,-825.67902,-658.88574,513.88300,-1165.08716,-534.45538,32.33258,-816.22449,,,,NA,P4,9
32,0.31,-498.53311,1528.74487,-1095.08618,-513.38049,1763.37097,-1037.82898,,,,,,,-620.26404,1624.40149,-882.92432,-656.88373,1487.88159,-1097.12988,-533.66772,1413.28528,-948.51074,,,,-220.82286,1135.25317,-987.74963,-804.41766,1144.44910,-1130.95947,-283.14993,851.85492,-866.29706,-822.92645,919.50665,-926.02460,-392.99127,988.07794,-941.14093,-704.47955,993.95776,-1069.68201,,,,-457.03345,540.02740,-820.71600,-660.31006,512.64648,-1159.46021,-541.49072,31.56243,-785.97137,,,,NA,P4,9
33,0.32,-501.37140,1526.08484,-1085.00818,-515.58630,1761.49622,-1029.76941,,,,,,,-622.19568,1623.23694,-873.72791,-659.75317,1486.22058,-1087.85522,-535.43018,1411.31860,-939.23920,,,,-223.21657,1132.52747,-980.70825,-807.28717,1143.17493,-1120.02747,-285.01138,850.04010,-858.78979,-824.21320,918.25433,-912.12543,-396.72958,985.46619,-932.34082,-708.04291,992.56476,-1056.70178,,,,-461.19061,535.24872,-815.67059,-661.81073,511.71512,-1153.62390,-550.14636,32.52349,-757.69824,,,,NA,P4,9
34,0.33,-503.84094,1524.26892,-1076.25830,-517.70306,1759.39087,-1021.29980,,,,,,,-624.05505,1621.87903,-864.43854,-662.39758,1484.62561,-1077.82495,-537.93842,1410.14685,-930.20172,,,,-225.48114,1130.45532,-973.31329,-810.29926,1141.00305,-1108.68140,-285.97354,846.82587,-851.76434,-826.60925,918.95203,-900.20905,-401.13229,983.60858,-921.81757,-711.03052,991.99060,-1044.33057,,,,-463.91162,531.26935,-809.55493,-663.43933,511.02466,-1148.48254,-558.55109,33.72201,-730.37708,,,,NA,P4,9
35,0.34,-506.15274,1522.36328,-1067.48975,-519.71051,1757.17969,-1013.15271,,,,,,,-625.86267,1620.43506,-855.42773,-664.96912,1483.01550,-1068.04858,-541.02222,1407.73071,-920.47394,,,,-227.56947,1127.69849,-964.15540,-812.92664,1139.58765,-1098.02844,-287.17972,844.32275,-843.28094,-828.05145,918.15173,-887.50220,-404.94803,980.21826,-911.79309,-715.27258,988.82635,-1036.33093,,,,-466.87085,526.67725,-802.80365,-665.10272,509.69968,-1142.26160,-565.68530,35.65902,-705.29401,,,,NA,P4,9
36,0.35,-508.50977,1519.88196,-1058.39331,-521.62848,1755.03125,-1004.52557,,,,,,,-627.58734,1618.83850,-845.95618,-667.49609,1480.99597,-1058.07007,-542.27875,1405.76746,-910.54700,,,,-230.17261,1125.49487,-956.37640,-815.65729,1137.48413,-1087.30359,-288.75354,841.83893,-836.09631,-829.92053,918.06927,-875.12256,-408.26904,977.34125,-901.36407,-719.31860,986.96759,-1027.52783,,,,-470.13159,523.66199,-794.06390,-667.06445,509.12646,-1136.37280,-571.30933,37.97812,-682.17993,,,,NA,P4,9
37,0.36,-510.65631,1517.42908,-1048.55579,-523.37036,1752.41931,-996.10266,,,,,,,-629.05438,1617.55945,-836.81494,-669.81573,1478.91675,-1047.77124,-546.25977,1404.45435,-901.87463,,,,-232.59465,1122.52686,-948.73322,-819.26135,1135.95422,-1076.12341,-289.51764,838.36462,-827.91016,-831.87988,916.28760,-862.46283,-412.10590,975.51794,-891.42383,-723.24146,983.79047,-1021.41638,,,,-472.84454,520.69379,-785.40820,-669.05127,508.74924,-1130.42712,-578.52063,37.19818,-661.79175,,,,NA,P4,9
38,0.37,-512.66315,1515.13428,-1039.40735,-525.00012,1750.41711,-987.51923,,,,,,,-630.49969,1616.24817,-827.41327,-672.10339,1476.81665,-1037.84705,-545.81256,1402.36926,-891.44592,,,,-234.39987,1119.89526,-941.11719,-820.69946,1133.21814,-1064.14001,-290.98270,834.82227,-820.80475,-832.67767,915.81812,-850.43982,-415.68713,972.60260,-880.02716,-726.48547,982.35321,-1009.33508,,,,-475.99393,518.46613,-773.90125,-671.48291,507.20743,-1122.61353,-584.20642,37.10496,-644.01416,,,,NA,P4,9
39,0.38,-514.76886,1512.52222,-1029.49365,-526.43585,1748.47363,-979.13800,,,,,,,,,,-674.17456,1475.00403,-1027.98853,-549.39209,1400.41650,-881.44031,,,,-236.47145,1117.54321,-931.85577,-823.01428,1131.29358,-1052.78992,-292.69293,832.87701,-812.77209,-834.21381,915.35266,-838.47833,-418.26141,970.30347,-870.08496,-730.20673,979.47797,-1001.56415,,,,-478.69574,517.16382,-761.86273,-674.31744,506.80035,-1116.28125,-588.00214,35.46502,-629.59692,,,,NA,P4,9
40,0.39,-516.58673,1510.67432,-1020.04449,-527.81641,1746.30640,-970.55444,,,,,,,-632.90912,1614.21118,-808.94794,-676.26251,1473.23218,-1018.07611,-549.77307,1397.92603,-870.73041,,,,-238.59627,1114.28503,-923.25690,-825.17798,1129.46594,-1041.55493,-293.68729,829.77570,-805.35510,-835.06104,912.86792,-825.73627,-422.30920,968.39978,-860.53229,-732.92957,978.68860,-986.53571,,,,-482.69357,517.54572,-748.39600,-677.11987,505.55475,-1107.42383,-592.01367,33.65371,-618.99298,,,,NA,P4,9
41,0.4,-518.29773,1509.03748,-1010.34747,-529.12665,1744.74048,-961.97406,,,,,,,-633.98364,1613.39185,-798.76831,-678.30725,1471.40466,-1007.27191,-551.87610,1397.26184,-860.21771,,,,-240.34531,1111.47290,-914.08771,-827.31445,1127.28735,-1029.46204,-294.59332,826.73584,-796.16370,-836.98883,912.57056,-814.12585,-424.13641,965.85315,-849.71704,-736.73340,979.66547,-969.81091,,,,-485.81284,516.67932,-736.63239,-680.50244,505.20935,-1098.55945,-594.65472,32.07955,-610.84656,,,,NA,P4,9
42,0.41,-520.12012,1507.19592,-1000.04169,-530.26105,1742.99561,-952.65985,,,,,,,-634.92676,1612.64856,-788.51074,-680.16431,1469.98047,-996.85840,-553.30786,1395.72571,-850.60272,,,,-242.38063,1110.29480,-906.61365,-829.28033,1125.95679,-1018.01117,-295.81049,823.91583,-789.07452,-837.87146,910.03101,-801.85419,-426.35294,964.17120,-838.62347,-738.42993,977.35968,-962.32587,,,,-489.60687,516.56567,-722.66180,-684.05939,504.50427,-1088.24731,-594.35980,31.56136,-604.50812,,,,NA,P4,9
43,0.42,-521.68964,1506.16956,-989.95160,-531.32257,1741.57202,-943.43909,,,,,,,-635.61713,1612.45618,-778.25879,-682.06006,1468.61804,-986.19476,-554.35522,1394.27344,-840.47955,,,,-245.36383,1107.98450,-897.77753,-830.99634,1123.89417,-1005.91888,-296.95169,821.78729,-780.82007,-838.84955,908.89618,-790.89233,-428.23013,963.20319,-828.16187,-741.62683,975.97876,-953.10211,,,,-493.31689,517.58893,-709.01697,-687.90387,504.41293,-1078.74719,-595.70679,28.69660,-600.66455,,,,NA,P4,9
44,0.43,-523.22125,1505.05579,-979.84119,-636.22113,1612.26563,-768.00427,,,,,,,,,,-683.58948,1467.81165,-974.88049,-555.52820,1393.87878,-830.02386,,,,-246.48154,1106.30847,-888.99268,-832.59076,1123.34070,-994.13043,-298.24539,819.69269,-772.21362,-839.91229,906.59644,-779.44421,-430.39673,963.27350,-816.01459,-743.41461,975.33197,-938.13586,,,,-496.11087,517.34778,-695.72156,-692.33081,505.22562,-1067.99109,-596.93036,27.43592,-597.55603,,,,NA,P4,9
45,0.44,-524.48285,1504.54272,-970.23608,-533.34631,1739.79468,-924.80054,,,,,,,-636.63818,1612.20618,-757.37268,-684.88458,1467.20813,-963.92181,-556.57123,1393.63159,-819.22015,,,,-249.00504,1104.61145,-878.97241,-833.64105,1122.33423,-981.65613,-299.61649,817.86243,-763.14099,-840.63098,905.70050,-768.15222,-432.94913,962.46619,-803.34399,-746.91602,977.25549,-918.82056,,,,-497.19672,517.54205,-682.43988,-696.98639,505.34854,-1056.32556,-597.36188,28.77783,-596.32501,,,,NA,P4,9
46,0.45,-525.49158,1504.01501,-959.70746,-534.12518,1739.39368,-915.01959,,,,,,,,,,-685.76367,1466.34900,-952.58295,-555.69336,1394.30249,-808.25873,,,,-250.42589,1103.97351,-870.12726,-834.79419,1121.99585,-969.60858,-300.67200,816.65558,-755.71796,-842.27606,902.87366,-757.19867,-434.97949,962.84204,-790.31378,-749.01532,977.35535,-907.10693,,,,-499.79413,516.15350,-670.31250,-701.68018,506.69717,-1044.95996,-598.78308,30.63794,-594.09644,,,,NA,P4,9
47,0.46,-526.36340,1503.61621,-950.17749,-637.13177,1612.31921,-737.15442,,,,,,,,,,-687.02057,1466.90967,-941.80157,-556.43756,1393.70020,-797.03510,,,,-252.59053,1103.60718,-860.25116,-835.50928,1122.64539,-958.06146,-301.60709,816.34363,-746.43079,-843.01660,902.11743,-746.53741,-437.69772,963.62427,-778.08392,-752.11377,978.62738,-891.13214,,,,-500.33932,515.98517,-659.06488,-706.71283,507.22241,-1031.84070,-604.02374,31.91905,-591.88245,,,,NA,P4,9
