Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P4,26
1,0,78.72571,1219.97864,2370.36084,,,,,,,,,,,,,-53.36828,1570.63672,2326.01416,,,,,,,,,,-186.22267,1850.33130,2267.18188,,,,,,,-332.62985,1057.79297,2168.27832,,,,-244.30934,1107.33960,2384.96851,-343.84106,580.28149,2280.38086,58.00484,626.22443,2224.02393,-348.26178,108.46657,2478.73901,69.66276,116.75854,2239.10962,NA,P4,26
2,0.01,83.04354,1219.20886,2368.50854,,,,,,,,,,,,,-49.71932,1570.13464,2321.34033,,,,,,,,,,-181.98070,1849.25122,2262.11743,,,,,,,-328.76602,1056.51135,2164.15088,,,,-241.15800,1107.08496,2380.38721,-341.22275,579.72333,2277.59497,62.62521,626.54749,2221.69995,-348.23709,108.55573,2478.77734,77.15247,116.26755,2229.90308,NA,P4,26
3,0.02,86.02801,1218.79590,2367.12354,,,,,,,,,,,,,-45.82194,1568.88110,2316.94922,,,,,,,,,,-177.46165,1848.55066,2256.07129,,,,,,,-324.83325,1055.59424,2158.62915,,,,-237.66840,1105.51196,2374.80469,-338.94882,579.09497,2275.07129,67.13560,624.76239,2219.60693,-348.10898,108.65905,2478.49194,85.28853,115.67336,2221.08984,NA,P4,26
4,0.03,89.48787,1218.26489,2364.83423,,,,,,,,,,,,,-42.41452,1568.36047,2312.98315,,,,,,,,,,-172.93521,1847.31482,2250.99756,,,,,,,-320.64285,1054.10498,2153.18066,,,,-234.72595,1105.53516,2371.12939,-335.85245,578.00983,2270.19092,71.18756,624.51849,2217.03955,-348.06958,108.79675,2478.55566,92.85629,115.56367,2213.74414,NA,P4,26
5,0.04,92.81224,1217.88550,2363.65112,,,,,,,,,,,,,-38.29356,1566.85376,2308.31934,,,,,,,,,,-168.15738,1846.58130,2245.69775,,,,,,,-316.13113,1052.62415,2149.45898,,,,-230.75182,1104.76135,2366.02222,-333.80478,577.75195,2267.96558,75.99545,623.30383,2212.52515,-347.97983,109.09269,2478.71240,99.99713,114.91521,2205.85278,NA,P4,26
6,0.05,97.19124,1217.08704,2360.63818,,,,,,,,,,,,,-34.02731,1566.28992,2303.05762,,,,,,,,,,-163.02907,1845.35413,2239.75684,,,,,,,-311.56976,1051.21887,2144.04468,,,,-226.82872,1103.53821,2360.63721,-330.23682,576.74805,2264.90234,80.15971,622.83722,2209.11499,-347.90918,109.40973,2478.78394,106.41039,114.64347,2199.57568,NA,P4,26
7,0.06,100.98827,1216.77271,2357.78687,,,,,,,,,,,,,-29.95487,1565.23572,2298.68530,-285.95044,1744.83215,2159.43579,,,,,,,-158.52621,1844.28784,2234.82715,,,,,,,-307.06506,1050.57910,2138.60938,,,,-222.53326,1102.63672,2355.88306,-327.73260,576.35400,2260.85791,84.98512,622.40515,2204.55933,-347.78427,109.89484,2478.95752,112.72994,113.61074,2193.07764,NA,P4,26
8,0.07,105.51508,1216.53845,2355.62451,,,,,,,,,,-303.31863,1569.45862,2185.12085,-25.93193,1564.69604,2293.74194,-281.42184,1744.20056,2154.57715,-180.49709,1606.73352,2283.65576,,,,-153.60628,1843.46960,2229.79712,,,,,,,-302.24472,1048.40112,2134.11963,,,,-218.75732,1102.30713,2351.48242,-323.54520,574.59442,2258.95947,90.52424,621.48016,2202.21875,-347.65082,110.38825,2479.15845,117.56349,113.98230,2188.40356,NA,P4,26
9,0.08,109.51446,1215.85864,2352.66479,,,,,,,,,,-298.51288,1568.41516,2178.82080,-21.28447,1563.19971,2288.74414,-276.67496,1742.76233,2149.53174,-175.73994,1606.17371,2277.99561,,,,-148.83482,1842.21375,2224.53467,,,,,,,-297.33258,1047.52588,2129.40625,,,,-213.40427,1101.76318,2346.97095,-320.04761,574.10089,2255.97852,95.31794,619.93622,2196.62988,-347.33456,111.27691,2478.87500,122.36683,112.79690,2184.04053,NA,P4,26
10,0.09,113.89342,1215.39417,2349.84839,,,,,,,,,,-293.47385,1567.39197,2173.30029,-16.71388,1562.72803,2283.58057,-271.78284,1742.07520,2144.17432,-171.09869,1604.65271,2272.82886,,,,-143.73325,1840.76331,2219.00317,-416.64670,1458.63977,1611.17639,,,,-292.30075,1046.01526,2122.94727,,,,-208.87689,1099.95923,2341.61597,-316.75177,573.65155,2252.39087,101.34631,620.20776,2194.16040,-346.98318,112.41709,2478.27148,126.04706,111.08918,2180.29614,NA,P4,26
11,0.1,118.80402,1215.31323,2347.04077,,,,,,,,,,-287.74207,1566.41345,2167.33716,-12.20563,1561.71973,2278.60571,-266.86404,1740.60925,2139.19189,-166.54102,1603.43909,2266.89551,,,,-138.41887,1839.61682,2213.83374,-413.31128,1459.76624,1603.60474,,,,-287.22195,1044.65698,2119.83813,,,,-203.59958,1099.35120,2336.08008,-312.68607,572.59375,2247.69873,106.34115,618.77502,2186.93481,-346.60678,112.76826,2477.81836,127.74590,111.94408,2179.54932,NA,P4,26
12,0.11,123.23831,1214.98267,2343.46143,,,,,,,,,,-281.96280,1565.07300,2159.62720,-7.06090,1560.46509,2273.06177,-262.01639,1740.02576,2134.07617,-161.96005,1602.34827,2261.10449,,,,-133.14606,1838.28442,2208.52979,-410.23486,1461.17456,1594.95056,,,,-282.02118,1043.08765,2113.45044,,,,-198.03937,1098.74292,2332.08057,-308.24387,571.95465,2243.59155,111.78506,618.28241,2181.19067,-346.36279,113.26184,2477.77979,129.99283,109.70175,2177.91382,NA,P4,26
13,0.12,128.27626,1214.34277,2340.63867,,,,,,,,,,-277.09146,1564.75830,2155.09863,-2.67593,1559.96558,2267.89233,-257.02023,1738.43945,2129.36450,-157.05833,1600.92456,2255.77441,,,,-128.03815,1836.64392,2203.61133,-407.29877,1463.56055,1589.81152,,,,-276.47797,1041.82019,2108.84961,,,,-192.40855,1097.11145,2325.73926,-303.34976,570.31061,2241.06738,117.71881,617.37097,2177.89111,-345.52783,114.25191,2477.28125,130.86713,108.93626,2177.61694,NA,P4,26
14,0.13,133.37430,1213.80066,2336.70142,,,,,,,,,,-271.60419,1563.49365,2149.55420,2.23865,1558.54077,2262.76270,-251.90834,1737.49731,2124.32397,-151.79123,1599.63843,2250.33862,,,,-122.80428,1835.27319,2199.11499,-405.24951,1467.23218,1583.97400,,,,-270.75247,1039.87256,2103.68750,,,,-186.29501,1096.74146,2321.71753,-298.87390,569.36462,2236.52368,123.21370,616.09729,2169.90845,-345.38168,117.08064,2476.91675,132.28195,107.54877,2177.10742,NA,P4,26
15,0.14,138.77592,1213.43921,2332.69019,,,,,,,,,,-266.54135,1562.78198,2143.49951,7.18207,1557.79724,2257.84888,-247.12936,1736.46802,2119.88306,-147.16072,1598.63892,2245.27026,,,,-117.25166,1833.72717,2193.53735,-402.44586,1470.00452,1577.42822,,,,-264.72888,1039.03687,2098.96582,,,,-180.19879,1094.94226,2315.74634,-294.26263,569.11053,2231.17139,128.92963,615.65289,2164.29297,-344.61124,117.64772,2475.80835,133.10799,107.31646,2176.67944,NA,P4,26
16,0.15,144.04915,1213.37805,2329.80518,,,,,,,,,,-260.10162,1561.50024,2137.27417,12.26757,1556.81335,2253.05273,-241.76294,1735.42542,2114.70142,-141.96053,1597.22583,2238.99438,,,,-111.97280,1832.44543,2189.17163,-399.60825,1473.48047,1571.00281,,,,-258.65063,1037.57385,2092.74536,,,,-173.25101,1094.35388,2311.01099,-289.14014,567.98645,2225.13257,135.18512,614.94928,2160.57373,-344.44077,121.20007,2475.52002,134.06921,106.78055,2175.54395,NA,P4,26
17,0.16,149.56496,1212.71667,2325.21680,,,,,,,,,,-254.65363,1561.33105,2130.94116,17.70213,1555.94434,2247.23315,-236.60257,1735.05518,2110.16553,-136.45050,1596.73718,2233.60132,,,,-106.45467,1831.65320,2183.85107,-397.10709,1474.28137,1561.19788,,,,-252.40102,1036.52527,2088.01782,,,,-167.06009,1093.26392,2304.66333,-283.50424,567.33350,2222.36401,140.72702,614.54712,2153.56006,-343.66238,122.97737,2473.98706,135.74223,105.61970,2173.67114,NA,P4,26
18,0.17,155.48824,1212.62317,2321.80103,,,,,,,,,,-248.64481,1560.96448,2125.56226,22.63344,1555.70129,2242.53467,-231.34717,1734.33337,2105.10156,-130.79811,1596.09985,2228.25562,-436.99753,1459.76111,1863.40100,-100.82050,1831.12927,2178.47412,-393.78116,1476.46936,1551.59167,,,,-246.09764,1036.01343,2081.99097,,,,-159.64072,1092.96509,2298.88721,-277.97626,566.79474,2214.03296,146.13400,613.69440,2146.82983,-343.06757,126.65666,2472.48438,136.81500,105.59926,2172.51440,NA,P4,26
19,0.18,160.93172,1212.49634,2316.82935,232.93166,929.97296,2224.40063,,,,,,,-243.16248,1560.92859,2120.48608,28.16272,1554.95483,2237.59058,-225.99747,1733.87988,2100.35303,-125.46993,1595.62390,2222.03760,-432.17450,1461.61792,1857.14197,-95.28017,1830.58826,2173.63452,-390.01291,1480.85913,1547.63892,,,,-239.16217,1035.29297,2075.99878,,,,-153.96530,1092.63159,2293.20996,-272.16992,566.75177,2207.77417,151.44737,614.37573,2143.37061,-342.31015,130.70265,2471.37354,137.01593,106.36260,2172.72852,NA,P4,26
20,0.19,166.76656,1212.88147,2313.48047,239.23401,930.94818,2217.41479,,,,,,,-236.82272,1560.91943,2113.94458,33.59019,1554.75281,2232.52612,-220.34402,1733.99731,2094.68750,-120.06908,1595.69031,2217.12427,-426.34790,1463.68481,1851.08240,-89.75368,1830.27246,2168.39014,-388.17981,1483.65698,1541.09180,,,,-232.49707,1035.32605,2070.81543,,,,-146.95932,1092.86841,2288.20044,-266.79614,566.45880,2199.19092,156.25078,613.79974,2137.40405,-340.97687,134.68752,2468.81030,137.94818,106.65150,2171.39380,NA,P4,26
21,0.2,172.56866,1213.36816,2308.70996,245.99481,930.71448,2215.27173,,,,,,,-230.25075,1560.67273,2107.88916,38.77953,1555.01892,2227.52759,-214.71213,1734.07751,2089.65698,-114.44671,1595.57117,2211.93066,-420.92435,1465.99304,1845.30676,-84.04843,1830.36658,2163.30566,-385.04578,1487.82007,1535.49060,,,,-225.24245,1035.37744,2063.90332,,,,-140.60866,1092.45361,2281.18311,-260.73953,566.18542,2189.32349,160.85570,613.06396,2131.34937,-340.84845,139.87418,2467.76025,138.93179,105.99475,2170.53906,NA,P4,26
22,0.21,178.05031,1213.90662,2303.81299,252.99683,929.44495,2214.29126,,,,,,,-224.80974,1561.14111,2102.69849,44.31839,1555.68103,2222.86963,-209.28616,1734.53784,2084.80908,-108.90484,1595.89465,2205.77686,-416.24802,1469.34241,1841.04407,-78.03233,1830.66223,2158.14868,-382.70358,1491.55249,1529.71973,,,,-217.80850,1035.80981,2057.10522,,,,-133.93295,1093.36511,2275.91846,-254.52243,565.23901,2179.68970,165.44786,613.64478,2126.42969,-339.26990,145.74268,2465.02563,139.49983,105.57659,2169.96167,NA,P4,26
23,0.22,184.10699,1215.09192,2299.75317,259.16504,930.90051,2211.37354,,,,,,,-218.86313,1562.59668,2097.75928,49.84576,1556.28418,2217.64014,-203.59799,1734.88818,2079.74292,-103.29405,1596.38672,2201.00977,-410.53027,1471.82605,1835.20898,-72.62342,1831.33569,2152.79541,-380.24902,1495.55835,1524.00098,,,,-210.91847,1036.62366,2050.39380,,,,-128.32971,1093.78357,2269.44678,-248.63715,565.66150,2166.60913,170.55511,612.75757,2123.69482,-337.06503,152.04695,2462.02832,139.85136,106.04048,2169.27661,NA,P4,26
24,0.23,190.08034,1215.84631,2293.96362,265.56512,933.16779,2203.95459,,,,,,,-212.99669,1563.20361,2091.75073,55.34922,1557.32227,2211.98169,-198.17239,1735.93970,2074.95923,-97.18986,1596.97778,2194.90918,-404.74020,1474.72681,1828.96887,,,,-377.93884,1499.37085,1518.82178,,,,-203.68114,1037.21631,2044.81665,,,,-121.66401,1093.93799,2263.23462,-242.14764,565.60382,2155.95410,174.56964,612.41174,2120.08032,-334.25766,158.39914,2457.59790,140.39793,105.90107,2168.21729,NA,P4,26
25,0.24,195.67409,1218.06628,2289.64380,272.50345,933.74750,2201.34961,,,,,,,-206.89999,1563.96240,2086.88818,61.18833,1558.55798,2207.31201,-192.83162,1737.17480,2070.27881,-91.80468,1597.86865,2189.83228,-400.06967,1477.79565,1825.21191,,,,-374.88821,1502.87305,1512.55237,,,,-196.89046,1038.08374,2038.07581,,,,-115.49050,1094.59204,2257.50122,-234.71262,564.47504,2144.54370,178.75154,610.82361,2118.65234,-330.74155,165.89009,2452.14282,140.40866,106.05935,2168.19507,NA,P4,26
26,0.25,201.58781,1219.53296,2285.04395,,,,,,,,,,-201.08493,1564.94287,2081.53760,67.08891,1559.75427,2201.25171,-187.29671,1738.12195,2065.51611,-85.98787,1598.56091,2184.46631,-394.26169,1481.44299,1819.42334,,,,-372.85184,1507.47034,1508.11816,,,,-189.96085,1038.83765,2032.48096,,,,-110.20296,1095.02173,2250.72974,-226.51111,563.30133,2128.46313,182.56303,611.22009,2114.86133,-326.36069,174.16151,2446.98242,140.39458,106.06767,2168.08862,NA,P4,26
27,0.26,207.27707,1220.92444,2278.95142,284.97537,937.36902,2191.77588,,,,,,,-194.14943,1565.62939,2074.72754,72.50063,1561.12219,2195.87134,-182.16864,1739.48352,2060.99121,-80.71680,1599.20435,2179.14258,-388.56870,1484.12158,1813.34192,,,,-370.49377,1510.47766,1501.97766,,,,-183.81198,1040.06470,2025.99512,,,,-105.03561,1095.63318,2244.37012,-218.38498,562.27582,2113.55957,185.21414,610.66766,2113.13940,-321.14178,183.77245,2441.27148,140.39066,106.09663,2168.04224,NA,P4,26
28,0.27,213.84853,1222.94824,2274.41821,291.70248,939.11865,2188.22217,,,,,,,-188.43625,1566.59045,2070.08716,78.44739,1562.82410,2190.52515,-176.95232,1740.72620,2056.78271,-74.92314,1600.17468,2173.82837,-383.53757,1487.97510,1809.97498,,,,-368.06979,1515.09448,1497.08179,,,,-176.80347,1040.88928,2019.46802,,,,-99.62119,1096.27222,2238.89575,-209.16066,561.25903,2098.49854,188.61479,610.09619,2109.85693,-315.41595,193.69600,2434.21826,140.39885,106.12323,2168.08447,NA,P4,26
29,0.28,219.45193,1224.82764,2269.11792,298.26273,941.40082,2180.82886,,,,,,,-182.84891,1567.33118,2065.04517,84.10837,1564.15637,2184.58130,-171.72205,1741.41187,2051.84473,-69.20026,1600.99255,2168.27588,-378.38818,1491.26318,1803.86584,,,,-365.68066,1519.01001,1491.15173,,,,-170.79651,1041.53613,2011.61707,,,,-94.87453,1097.19104,2233.34741,-200.44766,559.56354,2081.73071,191.85629,609.37054,2108.75269,-308.91751,204.50911,2426.11572,140.40892,106.15331,2168.13818,NA,P4,26
30,0.29,225.74356,1226.28845,2263.06982,304.94104,942.03333,2178.52783,,,,,,,-177.18896,1568.05579,2060.24072,89.79072,1565.60132,2178.12476,-166.27951,1742.27319,2047.52014,-63.93878,1601.59290,2162.86694,-372.74448,1494.10339,1798.99695,,,,-363.29510,1523.17065,1485.15308,,,,-164.61690,1042.35022,2005.50000,,,,-90.12318,1097.18787,2226.90576,-191.03601,558.56665,2063.86255,194.15579,609.44177,2106.52100,-300.93753,216.50241,2418.23120,140.28622,106.40781,2168.05273,NA,P4,26
31,0.3,232.70566,1228.08105,2258.12939,311.14063,945.15637,2168.50195,,,,,,,-171.59570,1569.50464,2055.28149,95.31841,1566.68640,2172.19751,-161.06332,1742.81091,2042.24292,-58.46756,1602.34192,2158.12012,-368.12042,1497.67871,1793.89844,,,,-360.69025,1531.82336,1483.38342,,,,,,,,,,-86.28503,1097.50391,2221.65234,-181.08388,557.16058,2047.51270,197.18777,608.57544,2102.61523,-292.19778,228.12404,2408.96973,140.26543,106.36279,2167.93115,NA,P4,26
32,0.31,238.57036,1229.35645,2252.27905,318.26221,946.50519,2166.67261,,,,,,,-166.12968,1570.12048,2049.31689,101.12960,1567.29102,2166.74536,-155.56378,1743.37476,2037.40747,-53.07293,1602.97400,2152.64526,-363.12552,1500.47009,1788.45520,,,,-358.31726,1536.68420,1478.52319,,,,-153.37117,1044.16992,1993.10205,,,,-81.97931,1097.57874,2215.52710,-172.13390,557.55463,2028.20081,199.08008,608.06073,2099.52222,-282.50623,240.59944,2398.49121,140.24837,106.34497,2167.81982,NA,P4,26
33,0.32,244.80864,1230.96985,2246.77808,324.25949,948.55310,2157.67358,,,,,,,-160.24911,1571.43591,2044.54065,106.04268,1568.53284,2161.03540,-151.04303,1744.00586,2032.97876,-47.57824,1603.49817,2146.99292,-358.36707,1503.72522,1784.07898,,,,-356.16843,1541.50269,1473.75427,,,,-147.80212,1045.40088,1987.21375,,,,-77.66892,1097.93982,2209.23364,-162.42296,557.91925,2013.55298,201.70801,607.12036,2097.12891,-272.18341,251.95802,2386.34644,140.30284,106.36862,2167.44751,NA,P4,26
34,0.33,251.12128,1232.18933,2241.88306,331.20776,949.78131,2152.58447,,,,,,,-155.09088,1572.33252,2037.55371,111.50319,1569.43787,2154.32642,-146.53519,1744.59302,2028.45850,-42.21604,1604.26257,2141.54639,-354.63385,1506.89063,1779.42029,,,,-353.47610,1544.37219,1467.15137,,,,-142.29810,1046.60229,1980.64136,,,,-73.99899,1098.45654,2203.45996,-153.11748,559.93188,1994.98657,204.10901,607.55212,2094.00244,-258.14282,262.55118,2373.26978,140.44009,107.54895,2168.76904,NA,P4,26
35,0.34,257.47852,1232.74976,2234.85767,337.88855,951.42810,2143.73145,,,,,,,-149.28354,1573.14575,2032.29175,116.65533,1569.95471,2148.50635,-141.45816,1745.62000,2023.72107,-37.22189,1605.06079,2136.08813,-349.45120,1509.51636,1774.31409,,,,-351.42020,1549.23999,1462.60730,,,,-137.02776,1048.09021,1974.49316,,,,-69.57730,1098.88684,2197.26392,-143.88371,562.24365,1978.74890,204.73862,606.38257,2090.93677,-244.81638,272.09155,2360.11401,140.42557,107.55022,2168.73950,NA,P4,26
36,0.35,264.16586,1233.57666,2227.59033,344.39862,953.21631,2138.04712,,,,,,,-144.35910,1574.35291,2028.02148,122.01810,1570.59778,2142.68579,-136.81384,1746.17346,2018.29053,-32.03089,1605.71387,2130.32422,-345.43607,1512.84875,1769.57446,,,,-348.47910,1556.81873,1461.06494,,,,-132.05562,1049.54333,1968.79773,,,,-65.75942,1099.45044,2191.55688,-135.65144,565.58093,1960.88000,206.78424,605.51721,2089.45947,-231.86952,280.30801,2346.93018,140.42342,107.70676,2168.54272,NA,P4,26
37,0.36,270.18015,1234.90723,2222.04199,351.34021,953.93817,2131.24414,,,,,,,-140.10698,1575.10938,2022.08594,127.06581,1571.07947,2137.61157,-131.95876,1746.91418,2012.69495,-26.93752,1606.57153,2124.85791,-341.93115,1515.99097,1765.09961,,,,-345.81860,1560.86755,1456.25696,,,,-127.03060,1051.09900,1962.62329,,,,-61.83566,1099.65869,2185.25073,-126.58662,567.54132,1945.44421,208.45813,605.76282,2086.62842,-222.97118,287.32660,2335.66333,140.41547,107.71741,2168.50317,NA,P4,26
38,0.37,276.32596,1236.11816,2215.94043,357.24911,955.72412,2122.50830,,,,,,,-135.03099,1576.24158,2017.22412,131.72707,1572.06909,2132.36255,-127.69352,1747.37915,2008.49341,-21.61462,1607.29431,2118.88550,-337.41504,1518.52551,1760.31396,,,,-344.24042,1562.14038,1450.06726,,,,-122.46371,1052.96472,1955.28015,,,,-57.96439,1100.73584,2179.71265,-118.52122,570.85260,1929.57092,209.42502,604.97192,2084.29297,-211.35555,291.10712,2322.07153,140.47395,107.87332,2168.27832,NA,P4,26
39,0.38,282.39636,1236.73486,2208.77686,364.10162,956.77942,2114.77979,,,,,,,-129.68195,1577.12805,2012.42517,136.20238,1572.78247,2126.95190,-122.68165,1748.41174,2002.90430,-16.71896,1608.11218,2113.11377,-332.94116,1521.71204,1755.36707,,,,-341.82144,1569.38354,1447.71790,,,,-118.04918,1055.03882,1948.20728,194.21680,1087.90344,2080.32837,-54.12627,1101.59009,2173.72681,-109.98440,574.39252,1914.72681,211.91415,605.19684,2083.75415,-200.76981,292.49249,2307.90576,140.37576,107.95002,2168.23950,NA,P4,26
