Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P4,1
1,0,,,,,,,,,,,,,,,,,,,,,,,,,229.65480,1139.60535,-1521.90820,,,,209.46935,873.40912,-1366.90796,-298.60089,895.54681,-1278.30164,,,,,,,,,,95.99109,509.32935,-1451.79004,-242.82269,522.56012,-1377.76416,,,,,,,NA,P4,1
2,0.01,,,,,,,,,,,,,,,,,,,,,,,,,230.47690,1139.60583,-1520.35901,,,,209.44228,872.62604,-1366.69434,-300.37891,894.55737,-1279.48779,,,,,,,,,,96.00607,509.35159,-1451.64258,-244.43512,522.75409,-1375.15894,,,,,,,NA,P4,1
3,0.02,,,,,,,,,,,,,,,,,,,,,,,,,230.63297,1139.86206,-1519.31909,,,,209.44508,872.55481,-1366.66321,-303.07681,894.39197,-1281.30078,,,,,,,,,,96.00140,509.26605,-1451.68005,-245.15800,523.40747,-1372.41418,,,,,,,NA,P4,1
4,0.03,,,,,,,,,,,,,,,,,,,,,,,,,230.78769,1140.16760,-1518.05054,,,,208.64203,872.88562,-1364.45032,-304.64340,893.50269,-1283.00281,,,,,,,,,,96.05415,508.34607,-1452.38916,-247.37733,524.53760,-1369.67725,,,,,,,NA,P4,1
5,0.04,,,,,,,,,,,,,,,,,,,,,,,,,230.89897,1140.51538,-1516.54822,,,,208.31923,872.60889,-1363.17834,-307.00989,892.84155,-1284.11194,,,,,,,,,,96.04540,508.29489,-1452.47131,-248.72433,524.69672,-1366.50586,,,,,,,NA,P4,1
6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,231.00870,1140.87231,-1515.00208,,,,208.36595,872.63959,-1362.64709,-308.63351,891.45160,-1286.60388,,,,,,,,,,95.93021,507.84232,-1453.57568,-250.76358,525.39606,-1362.80835,,,,,,,NA,P4,1
7,0.06,,,,,,,,,,,,,,,,,,,,,,,,,231.07538,1141.27039,-1513.22827,,,,208.36295,872.50677,-1362.68323,-311.06467,889.59247,-1287.54431,,,,,,,,,,95.22425,507.84045,-1452.41541,-252.33594,526.07104,-1360.14612,,,,,,,NA,P4,1
8,0.07,,,,,,,,,,,,,,,,,,,,,,,,,231.14781,1141.73633,-1511.14661,,,,208.25787,871.48590,-1361.59351,-313.26251,890.10858,-1290.11914,,,,-228.04517,1016.86078,-1390.21460,,,,95.06098,507.28851,-1453.98828,-255.69569,527.92273,-1356.81799,,,,,,,NA,P4,1
9,0.08,,,,,,,,,,,,,,,,,,,,,,,,,230.70151,1141.15015,-1506.77820,,,,208.42447,874.18237,-1352.92041,-316.29654,889.27557,-1292.08875,,,,-229.21133,1016.91302,-1392.59460,,,,94.04653,508.52386,-1453.03088,-256.87946,528.26361,-1353.78052,,,,,,,NA,P4,1
10,0.09,,,,,,,,,,,,,,,,,,,,,,,,,230.48375,1141.16687,-1503.17297,,,,207.88466,873.90106,-1351.69873,-319.13266,888.79047,-1293.91187,,,,-229.36972,1016.81775,-1393.65161,,,,93.97201,508.22598,-1453.74207,-261.21777,530.31628,-1350.86511,,,,,,,NA,P4,1
11,0.1,,,,,,,,,,,,,,,,,,,,,,,,,230.45168,1141.76733,-1500.38086,,,,207.40933,869.61920,-1359.32788,-322.04269,888.57001,-1295.65112,,,,-229.52148,1016.89594,-1394.69360,,,,92.09364,509.83868,-1449.47400,-262.91876,530.80707,-1348.60010,,,,,,,NA,P4,1
12,0.11,,,,,,,,,,,,,,,,,,,,,,,,,230.40968,1142.44775,-1497.21277,,,,207.34937,869.07825,-1360.01392,-325.31158,888.20789,-1297.89368,,,,-230.79323,1019.59943,-1392.07898,,,,91.18352,510.04413,-1448.34619,-267.11362,533.12421,-1345.74341,,,,,,,NA,P4,1
13,0.12,,,,,,,,,,,,,,,,,,,,,,,,,230.33669,1143.15417,-1493.89783,,,,205.58464,869.24609,-1355.92322,-327.88550,887.35620,-1299.65161,,,,-231.57071,1021.00079,-1390.90637,,,,91.06905,509.69589,-1449.44556,-270.57068,534.83441,-1343.20032,,,,,,,NA,P4,1
14,0.13,,,,,,,,,,,,,,,,,,,,,,,,,230.23073,1143.89697,-1490.38745,,,,205.47655,872.80798,-1344.78748,-332.01825,886.84454,-1302.65491,,,,-232.64944,1021.66956,-1389.84656,,,,90.59649,509.22098,-1449.69458,-273.70554,536.18488,-1341.19556,,,,,,,NA,P4,1
15,0.14,,,,,,,,,,,,,,,,,,,,,,,,,230.05351,1144.65894,-1486.72644,,,,203.72733,872.70190,-1342.68347,-334.47800,886.16681,-1304.44751,,,,-233.20660,1020.95166,-1393.48071,,,,90.42816,508.74118,-1451.31360,-278.04584,538.13885,-1338.68311,,,,,,,NA,P4,1
16,0.15,,,,,,,,,,,,,,,,,,,,,,,,,229.86282,1145.47461,-1482.80835,,,,202.49242,869.92200,-1349.33032,-337.64267,885.86920,-1308.05652,,,,-233.66937,1020.35608,-1396.49866,,,,88.85577,509.90964,-1450.29736,-281.22943,539.65912,-1336.50330,,,,,,,NA,P4,1
