"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left.Elbow_X","Left.Elbow_Y","Left.Elbow_Z","Right.Elbow_X","Right.Elbow_Y","Right.Elbow_Z","Left.Wrist_X","Left.Wrist_Y","Left.Wrist_Z","Right.Wrist_X","Right.Wrist_Y","Right.Wrist_Z","Left.ASIS_X","Left.ASIS_Y","Left.ASIS_Z","Right.ASIS_X","Right.ASIS_Y","Right.ASIS_Z","S2_X","S2_Y","S2_Z","Left.Knee_X","Left.Knee_Y","Left.Knee_Z","Right.Knee_X","Right.Knee_Y","Right.Knee_Z","Left.Ankle_X","Left.Ankle_Y","Left.Ankle_Z","Right.Ankle_X","Right.Ankle_Y","Right.Ankle_Z"
1,0,-668.95111,1407.92676,-897.28015,NA,NA,NA,-446.01871,1429.66821,-930.17407,-579.28162,1370.39526,-779.73029,-348.01413,1269.02856,-1003.39185,-726.41827,1233.77576,-1026.29663,-557.44763,1140.58142,-896.29846,-519.6394,1265.64868,-1125.32715,-245.46318,958.39429,-1048.83313,-795.83344,964.70862,-1097.36267,-179.46492,773.31586,-939.55438,-865.01978,737.03156,-1031.98865,-452.25879,867.43262,-857.51849,-644.06244,856.82782,-924.30579,-461.28,883.59192,-1195.22449,-327.60068,461.21313,-855.91345,-658.80615,419.49777,-1061.74377,-286.47437,159.88654,-1054.02466,NA,NA,NA
2,0.01,-672.55328,1408.35327,-889.78052,-539.06042,1490.45886,-1051.44324,-450.06021,1430.30627,-923.1651,-583.96368,1370.86304,-774.41858,-351.75348,1269.52991,-996.36401,-730.26392,1233.89185,-1020.06769,NA,NA,NA,-523.34631,1265.69141,-1118.48657,-249.35568,959.1723,-1040.56812,-799.24036,964.56323,-1090.43042,-183.4472,773.70612,-932.17902,-868.19873,736.87061,-1019.76392,-457.25345,868.02698,-851.29132,-648.25977,857.79321,-918.01129,-462.73251,883.36487,-1187.23694,-336.04501,462.76428,-844.91016,-660.10284,420.50687,-1060.43713,-294.0509,151.70648,-1030.7312,NA,NA,NA
3,0.02,-676.77716,1409.18872,-883.72461,-542.85712,1490.52026,-1044.77991,-453.80063,1430.20691,-914.49133,-587.60645,1371.22986,-766.6861,-355.46466,1269.99683,-990.15381,-733.85779,1234.03784,-1013.4433,-566.35931,1140.57056,-882.34784,-526.95691,1265.69324,-1111.51367,-253.11736,959.65167,-1033.47974,-802.61755,964.14185,-1082.67578,-187.36903,773.72815,-925.47668,-870.56171,737.13763,-1008.59113,-462.52316,868.23492,-844.69788,-653.70172,858.4646,-911.80957,-464.10245,884.08374,-1181.23657,-344.27393,464.11395,-834.81696,-661.92517,419.70578,-1055.90845,-302.02634,142.56958,-1003.57056,NA,NA,NA
4,0.03,-680.22083,1409.60034,-877.1178,-546.52319,1490.38281,-1037.26611,-457.95868,1431.12244,-909.797,-591.82208,1372.26392,-759.54041,-358.64087,1269.88831,-982.69739,-737.14783,1233.66614,-1006.78107,NA,NA,NA,-530.33337,1265.7323,-1103.90723,-255.27419,959.3374,-1026.76135,-805.68854,963.56543,-1074.69678,-191.3403,773.98181,-918.70355,-873.95227,736.26746,-996.80835,-466.90463,868.76404,-836.27802,-657.63477,859.25928,-906.40015,-465.4252,884.00073,-1173.453,-351.70715,466.18039,-823.599,-663.63776,419.18069,-1052.14563,-310.65005,134.44795,-978.34882,NA,NA,NA
5,0.04,-684.09131,1409.55542,-869.62451,-549.95868,1490.59302,-1031.50208,-461.5264,1431.77515,-904.3653,-596.19366,1373.23083,-753.27667,-362.44168,1269.99109,-973.54797,-740.91498,1233.61536,-1000.11481,NA,NA,NA,-533.76697,1265.66589,-1097.16223,-260.16351,959.1441,-1018.81488,-809.16083,962.41125,-1066.70764,-195.00546,773.03229,-911.60474,-875.09161,735.08484,-985.41107,-470.4368,868.65381,-827.755,-661.69562,858.34747,-899.71918,-466.66202,884.36792,-1165.53699,-360.50128,467.17355,-813.57233,-665.27692,418.88739,-1048.65466,-319.57956,127.51826,-953.6427,NA,NA,NA
6,0.05,-687.67346,1410.32629,-863.18158,-553.37061,1490.29236,-1024.25415,-464.28928,1431.33069,-895.86548,-599.48322,1373.85046,-745.81708,-366.345,1270.01196,-967.43958,-745.00079,1233.23181,-993.12927,NA,NA,NA,-537.05475,1265.245,-1089.19617,-263.6839,960.0238,-1013.38141,-811.85944,962.13593,-1058.82751,-198.43816,773.32349,-905.40955,-874.73486,734.26227,-974.37909,-476.15619,868.68988,-824.17413,-665.65216,858.5379,-893.72852,-468.10004,884.36694,-1157.89636,-367.68466,467.76437,-804.46912,-665.94769,420.5351,-1050.68433,-328.84213,119.48365,-927.36755,NA,NA,NA
7,0.06,-690.90686,1410.21118,-856.15106,-556.5639,1489.93262,-1017.3894,-467.79282,1431.31262,-887.7121,-602.8963,1374.30957,-738.57416,-369.51959,1269.76392,-959.0553,-748.13818,1233.15039,-985.96729,NA,NA,NA,-540.20752,1264.95898,-1081.36438,-267.32858,959.23981,-1005.20471,-815.4231,961.91058,-1051.0426,-202.33362,772.54108,-898.16357,-877.61304,734.11035,-963.88605,-480.27325,867.75177,-819.27625,-669.07043,857.6543,-887.76001,-469.30453,885.11444,-1150.54138,-375.91113,469.00961,-795.18176,-666.67218,419.9176,-1046.12451,-338.05313,113.61797,-901.37091,NA,NA,NA
8,0.07,-694.33154,1410.35828,-848.99463,-559.7608,1489.24585,-1010.57703,-471.50345,1431.19373,-879.94312,-607.22626,1375.17432,-731.41852,-373.17014,1269.49341,-950.67383,-750.82813,1231.79712,-978.64874,NA,NA,NA,-543.29242,1264.77844,-1074.26038,-271.06424,958.92371,-997.04974,-817.61414,960.39966,-1042.64612,-206.36018,772.05939,-891.35516,-878.31586,733.41809,-953.65906,-482.33685,868.33704,-806.71033,-672.95544,857.42517,-881.44415,-470.81784,884.88928,-1142.24158,-383.1308,468.50043,-785.64789,-667.34906,419.63754,-1043.36292,-346.05896,107.17766,-876.37347,NA,NA,NA
9,0.08,-697.75647,1410.82275,-842.25092,-562.81415,1488.61414,-1003.83575,-474.94009,1431.17932,-874.56024,-610.39929,1375.92981,-723.98138,-375.96967,1268.74243,-941.82819,-754.05859,1231.50928,-970.96014,NA,NA,NA,-546.35602,1264.34021,-1066.55164,-274.55008,958.078,-988.87744,-820.21002,959.64301,-1034.61414,-209.70889,771.04449,-884.08362,-879.41827,732.52209,-942.82056,-485.60706,867.71271,-800.27521,-675.91632,857.20203,-875.22583,-472.24039,885.71753,-1135.1593,-390.8251,469.79456,-777.9201,-668.29474,419.73157,-1040.48181,-357.29352,102.0892,-849.26923,NA,NA,NA
10,0.09,-700.89532,1410.66504,-834.81042,-565.7627,1487.79089,-996.8175,-477.96371,1429.66528,-860.85388,-612.85181,1375.58337,-716.72913,-379.3634,1267.48987,-930.61273,-757.58997,1230.70642,-963.49872,NA,NA,NA,-549.36139,1263.52991,-1058.09253,-277.93649,958.11731,-982.16608,-823.13318,958.40765,-1026.05615,-213.01131,770.4538,-877.71698,-881.00427,731.54724,-932.64575,-490.23944,866.50269,-792.83997,-678.71753,856.26044,-868.85175,-473.91998,886.01324,-1128.27148,-397.63022,469.22067,-769.30719,-668.98444,417.22418,-1034.1853,-368.17398,94.85001,-821.16779,NA,NA,NA
