"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left.Elbow_X","Left.Elbow_Y","Left.Elbow_Z","Right.Elbow_X","Right.Elbow_Y","Right.Elbow_Z","Left.Wrist_X","Left.Wrist_Y","Left.Wrist_Z","Right.Wrist_X","Right.Wrist_Y","Right.Wrist_Z","Left.ASIS_X","Left.ASIS_Y","Left.ASIS_Z","Right.ASIS_X","Right.ASIS_Y","Right.ASIS_Z","S2_X","S2_Y","S2_Z","Left.Knee_X","Left.Knee_Y","Left.Knee_Z","Right.Knee_X","Right.Knee_Y","Right.Knee_Z","Left.Ankle_X","Left.Ankle_Y","Left.Ankle_Z","Right.Ankle_X","Right.Ankle_Y","Right.Ankle_Z"
1,0,-496.75037,484.14844,2306.70239,NA,NA,NA,NA,NA,NA,NA,NA,NA,-861.32574,527.05334,2220.55664,-335.71896,1032.3844,2298.43896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-532.17139,139.93263,2394.85303,-392.10696,983.29871,2053.88379,-528.75049,1037.25305,1703.69409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.01,-498.08603,484.40988,2305.84277,NA,NA,NA,NA,NA,NA,NA,NA,NA,-863.20813,527.90289,2219.74292,-337.23654,1032.34399,2296.21826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-531.99573,140.16776,2394.33984,-393.98798,982.40039,2052.521,-530.22723,1036.46741,1700.86426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.02,-499.81201,484.289,2303.41895,NA,NA,NA,NA,NA,NA,NA,NA,NA,-865.96082,528.77826,2218.5874,-337.2514,1032.71631,2292.68311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-532.00897,140.1916,2394.25488,-395.69995,981.43805,2049.38232,-531.46936,1036.49023,1699.07727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.03,-500.3349,484.11887,2303.30493,NA,NA,NA,NA,NA,NA,NA,NA,NA,-867.99957,529.49353,2218.15112,-338.92459,1032.51428,2290.08447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-531.91138,140.25751,2394.03784,-397.65564,980.45038,2046.32886,-533.80133,1036.28552,1697.86328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.04,-501.06836,484.11945,2303.24756,NA,NA,NA,NA,NA,NA,NA,NA,NA,-870.85156,529.9248,2217.25781,-339.28873,1032.65344,2286.78467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-531.91748,140.41852,2393.81055,-399.60336,980.01465,2043.9408,-535.32031,1036.34546,1695.58484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.05,-501.67514,484.27396,2302.6145,NA,NA,NA,NA,NA,NA,NA,NA,NA,-872.75269,530.65247,2216.9978,-340.80215,1032.41821,2283.51563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-531.98395,140.43427,2393.73804,-401.28513,979.60321,2041.224,-536.72144,1035.68091,1692.9093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.06,-503.89844,484.70511,2298.21631,NA,NA,NA,NA,NA,NA,NA,NA,NA,-875.33563,531.06329,2215.75928,-342.17838,1033.35132,2280.69653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-531.91577,140.53448,2393.65039,-403.38071,979.04816,2038.11279,-538.83209,1035.45642,1690.26111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.07,-504.37253,484.39691,2298.25879,NA,NA,NA,NA,NA,NA,NA,NA,NA,-877.54846,531.46381,2215.32422,-343.12415,1033.07666,2277.37158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-531.81702,140.70789,2393.38452,-405.36411,978.13568,2036.00989,-540.61932,1034.85266,1687.52429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.08,-505.44553,484.17355,2296.8645,NA,NA,NA,NA,NA,NA,NA,NA,NA,-879.83099,531.90381,2213.73218,-345.40048,1033.70178,2274.35962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-531.75946,140.91631,2392.95288,-407.3851,977.63354,2032.58167,-542.43738,1034.745,1685.27209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,0.09,-507.23798,484.88956,2293.31763,NA,NA,NA,NA,NA,NA,NA,NA,NA,-882.44202,532.26172,2213.12866,-346.54828,1034.36157,2272.20093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-531.8443,141.04626,2392.84424,-409.51791,977.07727,2030.81677,-544.79883,1034.63647,1683.11755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.1,-508.80423,483.62579,2292.08203,NA,NA,NA,NA,NA,NA,NA,NA,NA,-884.29968,532.89874,2211.68311,-348.19156,1034.2998,2267.88013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-531.86877,141.23773,2392.85205,-411.72977,976.711,2028.18909,-546.43982,1034.32141,1680.47815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.11,-510.36975,483.63306,2290.19897,NA,NA,NA,NA,NA,NA,NA,NA,NA,-887.05823,533.15161,2210.25635,-349.79651,1033.73718,2264.04541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-532.69391,142.52278,2392.81616,-413.93594,976.24335,2024.69971,-549.05701,1034.01025,1677.8075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.12,-511.60779,483.72055,2288.46167,NA,NA,NA,NA,NA,NA,NA,NA,NA,-889.13269,533.78436,2209.45776,-351.9494,1034.7323,2262.73071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-532.92957,142.74887,2392.84937,-416.25568,975.8476,2020.98865,-550.81805,1033.13293,1674.31238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,0.13,-512.77393,483.63123,2287.17212,NA,NA,NA,NA,NA,NA,NA,NA,NA,-891.94476,534.1582,2207.38647,-353.71744,1034.65015,2258.54224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-532.99799,142.83653,2392.81079,-418.68091,975.4812,2018.22534,-553.65674,1032.67932,1671.65112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0.14,-514.82239,483.3418,2285.53076,NA,NA,NA,NA,NA,NA,NA,NA,NA,-893.76886,534.24414,2205.98267,-355.75366,1034.12573,2253.87329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-533.48566,143.49619,2392.52295,-421.13501,975.14856,2015.47009,-555.37378,1032.67102,1668.76563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.15,-516.22113,482.16864,2283.82007,NA,NA,NA,NA,NA,NA,NA,NA,NA,-896.88287,534.39203,2204.73169,-357.81323,1034.48022,2250.73633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-533.48425,143.74303,2392.18066,-423.28815,974.7218,2012.51794,-557.92749,1032.00366,1665.75818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,0.16,-518.15729,482.853,2280.47607,NA,NA,NA,NA,NA,NA,NA,NA,NA,-898.9353,534.70691,2203.13599,-360.26529,1035.0105,2248.72144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-533.45868,144.03522,2391.97485,-426.2095,974.45203,2008.25867,-560.341,1031.42249,1662.65991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.17,-519.78528,482.49466,2279.43726,NA,NA,NA,NA,NA,NA,NA,NA,NA,-901.64783,534.48523,2201.61182,-362.14319,1034.73206,2244.25293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-533.3963,144.33356,2391.59448,-428.7269,974.01282,2004.06934,-562.86041,1031.03479,1659.41846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.18,-522.71124,482.68991,2275.89453,NA,NA,NA,NA,NA,NA,NA,NA,NA,-904.11975,534.2868,2199.81372,-364.10614,1033.72253,2239.33545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-533.50916,144.51886,2391.52881,-431.48218,973.79114,2000.43286,-565.20502,1030.48657,1655.96326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.19,-523.62231,482.49313,2275.30884,NA,NA,NA,NA,NA,NA,NA,NA,NA,-906.73499,533.65082,2197.51025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-533.60205,144.68159,2391.52466,-434.19443,973.51379,1998.12561,-568.2005,1030.10046,1653.33545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.2,-525.13074,481.5015,2273.2854,-369.64044,1033.71716,2231.42041,NA,NA,NA,NA,NA,NA,-909.08905,533.10339,2195.71582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-533.6601,145.00713,2391.10327,-436.89096,972.79297,1993.39185,-570.58417,1029.47461,1649.79028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.21,-527.76678,481.76212,2271.35767,-372.71014,1034.14941,2227.75684,NA,NA,NA,NA,NA,NA,-911.76874,532.67462,2193.49536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-533.72192,145.09933,2391.12598,-440.31116,972.57886,1989.54297,-573.6759,1028.78528,1646.45117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.22,-529.95709,481.0397,2268.92969,-375.19678,1033.99597,2223.24316,NA,NA,NA,NA,NA,NA,-914.32684,532.45135,2191.39307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-533.77521,145.16635,2391.13281,-443.01633,972.02917,1985.71851,-575.8338,1028.17261,1642.37598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
