"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left.Elbow_X","Left.Elbow_Y","Left.Elbow_Z","Right.Elbow_X","Right.Elbow_Y","Right.Elbow_Z","Left.Wrist_X","Left.Wrist_Y","Left.Wrist_Z","Right.Wrist_X","Right.Wrist_Y","Right.Wrist_Z","Left.ASIS_X","Left.ASIS_Y","Left.ASIS_Z","Right.ASIS_X","Right.ASIS_Y","Right.ASIS_Z","S2_X","S2_Y","S2_Z","Left.Knee_X","Left.Knee_Y","Left.Knee_Z","Right.Knee_X","Right.Knee_Y","Right.Knee_Z","Left.Ankle_X","Left.Ankle_Y","Left.Ankle_Z","Right.Ankle_X","Right.Ankle_Y","Right.Ankle_Z"
1,0,NA,NA,NA,-142.33427,1240.74243,-1593.3728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.17528,721.57098,-1532.1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-161.36125,415.01859,-1579.06177,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.01,NA,NA,NA,-144.75154,1240.32239,-1590.55994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.37283,721.91876,-1530.43909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-162.45651,414.97339,-1576.11414,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.02,NA,NA,NA,-146.26796,1239.92126,-1587.85315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.05123,722.22614,-1526.77869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163.42506,414.92368,-1572.47278,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.03,NA,NA,NA,-148.81848,1240.47729,-1587.09753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.30742,722.38647,-1524.68127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164.10419,415.08817,-1569.66455,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.04,NA,NA,NA,-151.01115,1240.21582,-1584.68738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.96706,722.98865,-1522.81799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-166.39607,414.99957,-1565.25317,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.05,NA,NA,NA,-153.0578,1240.63538,-1583.65906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.20342,723.37769,-1519.4491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-167.23613,415.16507,-1560.95959,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.06,NA,NA,NA,-155.58922,1240.26929,-1580.59998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.49422,722.83582,-1516.14905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-168.2458,414.87216,-1556.578,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.07,NA,NA,NA,-157.84412,1240.23474,-1578.67383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.56706,722.22583,-1511.21301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-169.30688,415.46207,-1553.15601,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.08,NA,NA,NA,-160.60381,1240.80347,-1577.86926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.09884,722.90546,-1509.15051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-170.95622,415.18076,-1547.20618,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,0.09,NA,NA,NA,-163.30559,1241.39258,-1576.96143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.48439,723.31647,-1505.48669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-171.58353,414.34265,-1542.29956,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.1,NA,NA,NA,-165.65363,1241.37817,-1574.96838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.89118,723.56934,-1503.55713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-173.07008,413.6066,-1536.61694,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.11,NA,NA,NA,-168.36333,1240.96082,-1572.14478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.53378,921.9303,-1607.34985,NA,NA,NA,-50.42775,724.49719,-1501.30969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-173.70911,413.66461,-1531.05859,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.12,NA,NA,NA,-170.26367,1239.89063,-1567.96582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.4905,922.32806,-1605.38623,NA,NA,NA,-52.79918,724.27747,-1497.12781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-174.44427,413.36435,-1525.34216,NA,NA,NA,-164.1837,65.02863,-1631.80139,NA,NA,NA
14,0.13,NA,NA,NA,-172.661,1239.77893,-1565.92566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.28754,920.78857,-1600.32849,NA,NA,NA,-55.78759,723.87549,-1492.87976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-175.51149,412.98453,-1519.08093,NA,NA,NA,-164.23343,64.82587,-1629.02002,NA,NA,NA
15,0.14,NA,NA,NA,-175.27733,1239.43872,-1563.26062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.00397,920.77527,-1597.85083,NA,NA,NA,-58.02269,724.20978,-1490.56995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-177.50293,412.7327,-1511.12732,NA,NA,NA,-163.29726,66.2971,-1628.10266,NA,NA,NA
16,0.15,NA,NA,NA,-177.77312,1240.35132,-1563.72632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.6843,920.68353,-1595.55334,NA,NA,NA,-61.80186,724.3996,-1485.64844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-177.96649,413.01035,-1505.26697,NA,NA,NA,-162.47287,68.27594,-1627.21802,NA,NA,NA
17,0.16,NA,NA,NA,-180.78427,1240.44189,-1562.22217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.29867,921.34546,-1593.7168,NA,NA,NA,-62.71741,724.52301,-1483.78674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-178.21205,412.70236,-1498.91931,NA,NA,NA,-160.45776,70.88371,-1624.9436,NA,NA,NA
