"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left.Elbow_X","Left.Elbow_Y","Left.Elbow_Z","Right.Elbow_X","Right.Elbow_Y","Right.Elbow_Z","Left.Wrist_X","Left.Wrist_Y","Left.Wrist_Z","Right.Wrist_X","Right.Wrist_Y","Right.Wrist_Z","Left.ASIS_X","Left.ASIS_Y","Left.ASIS_Z","Right.ASIS_X","Right.ASIS_Y","Right.ASIS_Z","S2_X","S2_Y","S2_Z","Left.Knee_X","Left.Knee_Y","Left.Knee_Z","Right.Knee_X","Right.Knee_Y","Right.Knee_Z","Left.Ankle_X","Left.Ankle_Y","Left.Ankle_Z","Right.Ankle_X","Right.Ankle_Y","Right.Ankle_Z"
1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.60215,723.30621,-1522.26563,NA,NA,NA,-165.28607,862.83325,-1423.90161,NA,NA,NA,NA,NA,NA,-88.40111,417.63541,-1580.47656,NA,NA,NA,-114.42683,49.01585,-1612.37378,NA,NA,NA
2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.63577,723.91321,-1521.70776,NA,NA,NA,-165.35802,864.01056,-1422.76575,NA,NA,NA,NA,NA,NA,-88.29987,417.64615,-1580.23206,NA,NA,NA,-114.50703,48.91932,-1612.66614,NA,NA,NA
3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.83381,724.39972,-1520.64685,NA,NA,NA,-164.064,863.75299,-1426.53088,NA,NA,NA,NA,NA,NA,-88.47337,417.03406,-1579.36279,NA,NA,NA,-114.50703,48.91932,-1612.66614,NA,NA,NA
4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.04984,724.72162,-1518.69373,NA,NA,NA,-164.00146,864.03821,-1426.16821,NA,NA,NA,NA,NA,NA,-87.78419,417.19479,-1579.94092,NA,NA,NA,-114.50703,48.91932,-1612.66614,NA,NA,NA
5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.03997,725.44818,-1518.47717,NA,NA,NA,-163.39142,864.99701,-1426.97827,NA,NA,NA,NA,NA,NA,-86.97331,417.05215,-1579.83557,NA,NA,NA,-114.50703,48.91932,-1612.66614,NA,NA,NA
6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2075,725.91962,-1517.37866,NA,NA,NA,-163.2276,865.72583,-1426.02148,NA,NA,NA,NA,NA,NA,-86.72593,417.20901,-1579.09546,NA,NA,NA,-114.42683,49.01585,-1612.37378,NA,NA,NA
7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.16874,726.90149,-1515.98413,NA,NA,NA,-162.97765,867.13965,-1425.69202,NA,NA,NA,NA,NA,NA,-85.95211,417.5361,-1579.18982,NA,NA,NA,-114.50703,48.91932,-1612.66614,NA,NA,NA
8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.00916,728.04584,-1517.18262,NA,NA,NA,-162.87982,867.53009,-1425.11328,NA,NA,NA,NA,NA,NA,-85.77015,417.61774,-1578.72229,NA,NA,NA,-114.50703,48.91932,-1612.66614,NA,NA,NA
9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.31125,728.4762,-1514.8844,NA,NA,NA,-162.76988,867.88098,-1424.45068,NA,NA,NA,NA,NA,NA,-85.71417,417.75876,-1578.31421,NA,NA,NA,-114.2636,48.96608,-1612.3053,NA,NA,NA
10,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.70979,730.48749,-1517.20642,NA,NA,NA,-161.78688,868.13721,-1426.57874,NA,NA,NA,NA,NA,NA,-85.3998,418.75351,-1579.56104,NA,NA,NA,-114.2636,48.96608,-1612.3053,NA,NA,NA
