"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left.Elbow_X","Left.Elbow_Y","Left.Elbow_Z","Right.Elbow_X","Right.Elbow_Y","Right.Elbow_Z","Left.Wrist_X","Left.Wrist_Y","Left.Wrist_Z","Right.Wrist_X","Right.Wrist_Y","Right.Wrist_Z","Left.ASIS_X","Left.ASIS_Y","Left.ASIS_Z","Right.ASIS_X","Right.ASIS_Y","Right.ASIS_Z","S2_X","S2_Y","S2_Z","Left.Knee_X","Left.Knee_Y","Left.Knee_Z","Right.Knee_X","Right.Knee_Y","Right.Knee_Z","Left.Ankle_X","Left.Ankle_Y","Left.Ankle_Z","Right.Ankle_X","Right.Ankle_Y","Right.Ankle_Z"
1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-610.16516,787.04602,-1367.56384,NA,NA,NA,-315.09726,905.26392,-1441.55103,-408.90082,991.40588,-1196.8894,-112.75332,412.27362,-1329.09204,NA,NA,NA,-107.48141,53.11217,-1379.99817,-493.42755,110.09389,-1125.66846
2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-610.95081,790.18976,-1355.23962,NA,NA,NA,-317.00467,904.84662,-1437.38049,-412.58951,991.43738,-1192.19287,-116.48942,410.24106,-1325.9408,NA,NA,NA,-107.25903,52.81049,-1379.98132,-507.53412,106.12713,-1118.15198
3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-611.14398,785.20502,-1366.4895,NA,NA,NA,-318.89792,904.63849,-1434.0332,-417.56351,989.74005,-1189.87988,-121.06135,409.58148,-1321.51892,NA,NA,NA,-106.85858,52.82836,-1380.58777,-524.34961,102.7038,-1106.38635
4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-613.70715,784.60852,-1366.52612,NA,NA,NA,-320.80383,904.112,-1429.8396,-421.38324,988.16864,-1184.74927,-124.82088,409.31985,-1319.53674,NA,NA,NA,-106.3205,52.9006,-1380.19873,-538.6496,101.80392,-1092.37158
5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-615.9035,784.31421,-1364.87109,-294.77411,1003.18854,-1167.90833,-323.05295,902.88898,-1425.52881,-425.48499,986.93073,-1181.21179,-128.94934,407.54709,-1315.44092,NA,NA,NA,-105.69902,52.94159,-1380.65259,-553.35248,101.69112,-1080.49084
6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-617.78815,783.88379,-1366.04651,-300.65335,1001.83209,-1159.2373,-325.70056,901.37714,-1420.7052,-430.56036,984.86829,-1179.38892,-133.67502,406.73691,-1312.00354,NA,NA,NA,-105.38101,53.04173,-1380.84778,-569.51471,98.89827,-1075.35266
7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-622.00732,784.24768,-1361.8811,-305.5209,1001.53674,-1154.3761,-328.62338,900.25525,-1416.31165,-435.09625,984.34106,-1172.85632,-137.97577,403.59805,-1306.03308,NA,NA,NA,-105.38101,53.04173,-1380.84778,-583.23114,100.24776,-1062.5957
8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-624.49261,781.83331,-1365.02112,-309.6416,998.54413,-1146.81824,-332.07391,899.4021,-1412.61682,-440.6304,982.547,-1169.24329,-141.07227,403.12704,-1304.28015,NA,NA,NA,-105.34392,52.95647,-1380.91687,-597.10944,102.07429,-1054.05847
9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-629.96857,783.53577,-1360.698,-314.77362,995.68011,-1142.51477,-335.81467,898.39783,-1408.40967,-444.73608,980.20898,-1165.55029,-145.19171,401.22717,-1299.78308,NA,NA,NA,-105.7006,52.27917,-1380.94043,-612.67999,100.72058,-1046.97278
10,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-635.29242,783.5011,-1357.40332,-319.0979,994.30194,-1137.80798,-339.89868,897.96088,-1404.95679,-449.88165,978.19647,-1162.62207,-148.44804,399.94144,-1295.58118,NA,NA,NA,-106.27016,51.80902,-1380.41187,-625.28088,102.55324,-1036.82617
