"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left.Elbow_X","Left.Elbow_Y","Left.Elbow_Z","Right.Elbow_X","Right.Elbow_Y","Right.Elbow_Z","Left.Wrist_X","Left.Wrist_Y","Left.Wrist_Z","Right.Wrist_X","Right.Wrist_Y","Right.Wrist_Z","Left.ASIS_X","Left.ASIS_Y","Left.ASIS_Z","Right.ASIS_X","Right.ASIS_Y","Right.ASIS_Z","S2_X","S2_Y","S2_Z","Left.Knee_X","Left.Knee_Y","Left.Knee_Z","Right.Knee_X","Right.Knee_Y","Right.Knee_Z","Left.Ankle_X","Left.Ankle_Y","Left.Ankle_Z","Right.Ankle_X","Right.Ankle_Y","Right.Ankle_Z"
1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-277.87805,827.68805,-1314.79761,-7.28313,998.92914,-1326.90466,NA,NA,NA,NA,NA,NA,138.97351,424.80481,-1435.17627,NA,NA,NA,116.94497,67.71186,-1438.14612,NA,NA,NA
2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-279.50159,827.58081,-1316.16248,-10.07224,999.35645,-1326.74072,NA,NA,NA,NA,NA,NA,138.44328,425.00528,-1435.24536,NA,NA,NA,116.37138,67.09916,-1438.13806,NA,NA,NA
3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-281.93732,828.44659,-1317.09399,-13.26615,999.18835,-1323.45825,NA,NA,NA,NA,NA,NA,136.94884,424.79248,-1433.15295,NA,NA,NA,116.18564,67.06283,-1437.99219,NA,NA,NA
4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-284.59131,829.13129,-1319.31384,-15.07603,997.51257,-1324.54126,NA,NA,NA,NA,NA,NA,135.39702,423.5484,-1430.54395,NA,NA,NA,116.00823,67.03001,-1437.79456,NA,NA,NA
5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-288.88928,832.61493,-1309.72327,-19.21739,998.97516,-1319.60779,NA,NA,NA,NA,NA,NA,134.35573,424.14807,-1430.28748,NA,NA,NA,115.92226,66.92323,-1437.74207,NA,NA,NA
6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-289.78351,830.05328,-1322.3916,-22.3222,997.92377,-1320.88452,NA,NA,NA,NA,NA,NA,132.4437,424.49243,-1428.78906,NA,NA,NA,115.75754,66.8643,-1437.67578,NA,NA,NA
7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-292.35019,830.18317,-1325.7937,-26.06174,998.69366,-1317.38953,NA,NA,NA,NA,NA,NA,131.28587,424.69293,-1428.51074,NA,NA,NA,115.71481,66.88824,-1437.72839,NA,NA,NA
8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-297.54211,834.18683,-1312.84546,-28.48947,998.06079,-1320.91394,NA,NA,NA,NA,NA,NA,129.58582,425.38583,-1427.05652,NA,NA,NA,115.63865,67.01299,-1437.28296,NA,NA,NA
9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-300.34885,834.79431,-1314.66272,-32.09277,998.93695,-1316.40808,NA,NA,NA,NA,NA,NA,128.00674,425.04391,-1425.31628,NA,NA,NA,114.96947,67.09011,-1436.09045,NA,NA,NA
10,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-301.71475,831.73462,-1325.58936,-35.37808,998.08075,-1316.5957,NA,NA,NA,NA,NA,NA,126.46239,425.15366,-1423.00354,NA,NA,NA,114.8243,67.11173,-1436.03394,NA,NA,NA
11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-304.47711,832.60187,-1323.43689,-38.6712,997.03308,-1316.17761,NA,NA,NA,NA,NA,NA,124.98161,425.37372,-1422.80579,NA,NA,NA,114.09882,67.10714,-1435.04822,NA,NA,NA
12,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-307.14755,830.76843,-1331.51245,-41.50419,996.67865,-1315.50781,NA,NA,NA,NA,NA,NA,122.06615,425.30563,-1419.62476,NA,NA,NA,114.00174,67.19242,-1434.79382,NA,NA,NA
13,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-311.56311,835.6543,-1317.5979,-44.84027,995.5119,-1312.89294,NA,NA,NA,NA,NA,NA,120.52168,424.85187,-1417.79919,NA,NA,NA,113.37765,66.68185,-1433.97485,NA,NA,NA
14,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-313.40549,835.55524,-1318.37976,-47.63488,996.16473,-1310.80164,NA,NA,NA,NA,NA,NA,118.74752,424.78925,-1416.19128,NA,NA,NA,112.87695,67.07623,-1433.65198,NA,NA,NA
15,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-317.21713,836.09021,-1319.51343,-50.81776,995.80023,-1311.52148,NA,NA,NA,NA,NA,NA,116.88762,424.53076,-1414.57422,NA,NA,NA,112.3346,67.15534,-1432.80127,NA,NA,NA
16,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-318.48596,832.35632,-1331.71838,-53.70938,995.84509,-1308.85352,NA,NA,NA,NA,NA,NA,114.70619,424.42651,-1412.6145,NA,NA,NA,111.88501,67.09533,-1432.21985,NA,NA,NA
17,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-322.4173,833.37183,-1330.8197,-56.8523,994.95026,-1307.34875,NA,NA,NA,NA,NA,NA,112.45242,424.99298,-1411.53101,NA,NA,NA,111.54095,67.32081,-1431.95813,NA,NA,NA
18,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-325.36374,832.30487,-1335.04321,-59.38741,992.94836,-1308.28442,NA,NA,NA,NA,NA,NA,111.38393,424.68646,-1411.10083,NA,NA,NA,111.17458,67.60853,-1431.57178,NA,NA,NA
19,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-328.84021,834.07703,-1331.61133,-62.90913,993.91864,-1303.36157,NA,NA,NA,NA,NA,NA,109.02033,424.13351,-1408.19885,NA,NA,NA,111.17458,67.60853,-1431.57178,NA,NA,NA
20,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-332.69299,836.68341,-1324.31628,-65.29372,992.67865,-1304.98242,NA,NA,NA,NA,NA,NA,106.21362,422.86597,-1404.60254,NA,NA,NA,109.84323,66.74007,-1430.25635,NA,NA,NA
21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-336.65482,836.60571,-1325.19031,-68.80604,994.31226,-1301.46265,NA,NA,NA,NA,NA,NA,105.10012,423.67224,-1405.0127,NA,NA,NA,109.84323,66.74007,-1430.25635,NA,NA,NA
22,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-339.87457,832.60657,-1338.66553,-72.45113,991.74072,-1302.25159,NA,NA,NA,NA,NA,NA,102.83932,423.5658,-1402.58801,NA,NA,NA,109.1367,67.28713,-1430.8136,NA,NA,NA
23,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-344.46243,833.841,-1336.17664,-75.97611,992.13245,-1299.51917,NA,NA,NA,NA,NA,NA,101.37565,424.27969,-1401.92468,NA,NA,NA,108.99,67.36661,-1430.74146,NA,NA,NA
24,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-348.15076,836.22577,-1329.98755,-81.06701,992.11621,-1294.70471,NA,NA,NA,NA,NA,NA,98.83273,424.18732,-1400.78162,NA,NA,NA,108.81377,67.86016,-1429.74561,NA,NA,NA
25,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-351.86588,836.17169,-1331.48901,-84.07689,992.20056,-1294.21143,NA,NA,NA,NA,NA,NA,96.00811,423.71274,-1398.70044,NA,NA,NA,107.10172,66.27223,-1427.49548,NA,NA,NA
26,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-355.78867,833.21729,-1340.0509,-87.491,991.49792,-1296.53015,NA,NA,NA,NA,NA,NA,92.94789,422.58722,-1395.55481,NA,NA,NA,106.28437,66.41375,-1427.23645,NA,NA,NA
27,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-359.39041,832.13025,-1343.78381,-92.41021,992.03729,-1290.60974,NA,NA,NA,NA,NA,NA,92.66226,422.98956,-1394.84631,NA,NA,NA,105.51559,65.52323,-1426.49976,NA,NA,NA
28,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-363.60446,835.28381,-1332.74597,-96.76441,989.50226,-1291.74487,NA,NA,NA,NA,NA,NA,88.89054,422.82788,-1391.47571,NA,NA,NA,104.93142,65.62826,-1426.40149,NA,NA,NA
29,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-367.68271,830.76001,-1344.0979,-100.81448,989.3183,-1288.67676,NA,NA,NA,NA,NA,NA,86.5788,422.71902,-1390.09497,NA,NA,NA,104.60713,66.20434,-1425.33386,NA,NA,NA
30,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-371.49725,834.16461,-1332.05432,-105.47007,989.78595,-1286.8042,NA,NA,NA,NA,NA,NA,84.90062,422.95135,-1389.29309,NA,NA,NA,103.92421,65.7858,-1424.04443,NA,NA,NA
31,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-375.72696,833.59332,-1332.06091,-110.96736,988.08606,-1282.86267,NA,NA,NA,NA,NA,NA,81.45795,422.74976,-1386.78186,NA,NA,NA,102.97554,65.11452,-1422.672,NA,NA,NA
32,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-379.07971,833.12506,-1332.17456,-116.43046,987.59314,-1279.83496,NA,NA,NA,NA,NA,NA,79.64042,420.98169,-1383.02759,NA,NA,NA,102.5645,65.39965,-1422.33459,NA,NA,NA
33,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-384.30743,830.23706,-1341.39514,-120.61591,986.94977,-1277.73486,NA,NA,NA,NA,NA,NA,76.6049,421.26477,-1380.30078,NA,NA,NA,101.76416,66.21242,-1421.39526,NA,NA,NA
34,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-388.22723,832.87964,-1332.71167,-125.79865,984.80786,-1276.37134,NA,NA,NA,NA,NA,NA,75.10957,421.82892,-1380.58362,NA,NA,NA,101.44412,66.52831,-1420.92114,NA,NA,NA
35,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-392.10779,828.51788,-1343.73865,-130.41084,983.42218,-1276.55286,NA,NA,NA,NA,NA,NA,72.59595,421.34665,-1378.60632,NA,NA,NA,100.22955,67.17859,-1420.96606,NA,NA,NA
36,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-396.92661,831.65808,-1331.95984,-136.90985,983.38647,-1272.29773,NA,NA,NA,NA,NA,NA,69.28007,421.73914,-1376.3938,NA,NA,NA,99.79083,66.52032,-1420.21545,NA,NA,NA
37,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-401.56604,830.59943,-1331.01416,-142.30914,981.33148,-1267.77173,NA,NA,NA,NA,NA,NA,67.73488,420.00372,-1373.06299,NA,NA,NA,99.02614,66.44136,-1418.39746,NA,NA,NA
38,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-405.75726,826.26105,-1342.41516,-148.14197,981.73047,-1265.63281,NA,NA,NA,NA,NA,NA,63.75437,419.57446,-1369.2019,NA,NA,NA,97.91344,67.09219,-1417.12366,NA,NA,NA
39,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.22594,1010.08539,-1345.83789,-410.81036,829.99475,-1331.56274,-154.80586,980.40118,-1260.57483,NA,NA,NA,NA,NA,NA,61.57318,419.47687,-1368.1228,NA,NA,NA,97.54937,67.86172,-1417.18506,NA,NA,NA
40,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.60948,1009.68951,-1340.71851,-416.02869,829.15698,-1330.46826,-160.66191,978.58905,-1261.05652,NA,NA,NA,NA,NA,NA,59.41658,419.53592,-1366.75623,NA,NA,NA,96.36176,66.6497,-1413.56885,NA,NA,NA
41,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.44371,1008.41504,-1333.58582,-421.87238,824.54004,-1340.20349,-166.93675,978.36298,-1255.44702,NA,NA,NA,NA,NA,NA,55.98399,418.27652,-1362.84106,NA,NA,NA,95.49793,66.3604,-1412.81677,NA,NA,NA
42,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.72994,1008.07281,-1331.45886,-426.05753,823.79199,-1340.07898,-172.84497,975.92596,-1254.36743,NA,NA,NA,NA,NA,NA,53.61206,418.06265,-1360.07239,NA,NA,NA,94.78981,65.77155,-1411.60962,NA,NA,NA
43,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.78423,1007.72961,-1323.11206,-432.62912,822.92548,-1340.06995,-180.40352,976.95837,-1249.66516,NA,NA,NA,NA,NA,NA,50.19015,417.22836,-1356.71777,NA,NA,NA,92.70545,65.64447,-1409.50391,NA,NA,NA
44,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.74127,1006.01935,-1320.95642,-437.60715,822.08191,-1339.07849,-186.27675,974.94873,-1245.7334,NA,NA,NA,NA,NA,NA,47.07899,416.93628,-1353.59753,NA,NA,NA,91.98262,65.94035,-1408.0769,NA,NA,NA
45,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.76785,1005.51233,-1313.16052,-443.30377,825.18939,-1326.31824,-194.12843,974.92444,-1239.95313,NA,NA,NA,NA,NA,NA,44.33439,415.94116,-1350.8656,NA,NA,NA,91.34384,65.48373,-1407.29065,NA,NA,NA
46,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.84782,1004.10339,-1309.98279,-449.28268,824.27692,-1325.15784,-201.63428,973.62469,-1236.76526,NA,NA,NA,NA,NA,NA,41.25076,416.07629,-1348.87134,NA,NA,NA,91.02494,65.93705,-1406.51123,NA,NA,NA
47,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.98903,1002.81543,-1303.59668,-455.27463,824.20557,-1324.95776,-208.03516,972.88263,-1232.15369,NA,NA,NA,NA,NA,NA,37.47649,414.50949,-1345.11011,NA,NA,NA,89.89947,65.19141,-1404.3457,NA,NA,NA
48,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.88588,1000.87024,-1299.62024,-462.04453,822.43097,-1321.79956,-215.1808,970.60999,-1230.33813,NA,NA,NA,NA,NA,NA,33.0776,413.14734,-1340.84363,NA,NA,NA,88.95863,63.10979,-1402.09766,NA,NA,NA
49,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12873,999.75946,-1289.46875,-469.18518,817.4118,-1333.30847,-223.48238,969.75464,-1225.95813,NA,NA,NA,NA,NA,NA,29.6956,413.34415,-1338.07971,NA,NA,NA,87.97344,62.58566,-1400.71899,NA,NA,NA
50,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.07326,998.86481,-1286.79199,-476.0267,821.87726,-1319.37012,-230.83182,969.41101,-1220.35474,NA,NA,NA,NA,NA,NA,24.74158,411.92316,-1333.29211,NA,NA,NA,85.71872,63.32502,-1398.80261,NA,NA,NA
51,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.05747,996.56299,-1279.16467,-483.52344,821.24872,-1316.71716,-238.38313,968.03406,-1218.69153,NA,NA,NA,NA,NA,NA,20.07189,411.6543,-1330.34375,NA,NA,NA,84.87239,63.1363,-1397.57654,NA,NA,NA
