"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left.Elbow_X","Left.Elbow_Y","Left.Elbow_Z","Right.Elbow_X","Right.Elbow_Y","Right.Elbow_Z","Left.Wrist_X","Left.Wrist_Y","Left.Wrist_Z","Right.Wrist_X","Right.Wrist_Y","Right.Wrist_Z","Left.ASIS_X","Left.ASIS_Y","Left.ASIS_Z","Right.ASIS_X","Right.ASIS_Y","Right.ASIS_Z","S2_X","S2_Y","S2_Z","Left.Knee_X","Left.Knee_Y","Left.Knee_Z","Right.Knee_X","Right.Knee_Y","Right.Knee_Z","Left.Ankle_X","Left.Ankle_Y","Left.Ankle_Z","Right.Ankle_X","Right.Ankle_Y","Right.Ankle_Z"
1,0,NA,NA,NA,62.22992,1733.8429,2055.33716,-68.42422,1634.85852,1999.90088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.77983,1476.09863,2202.59985,-224.86252,1160.85254,2070.13818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.96379,991.72235,2233.07959,-17.93309,503.81738,1954.66296,NA,NA,NA,8.22682,147.118,1944.28955,NA,NA,NA
2,0.01,NA,NA,NA,62.76427,1734.74768,2049.75903,-68.229,1636.07263,1996.29053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.99324,1476.81006,2197.21313,-223.86902,1160.81042,2064.38013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.37557,992.73755,2226.61353,-19.26566,503.87943,1948.27661,NA,NA,NA,7.61779,147.35931,1943.69397,NA,NA,NA
3,0.02,NA,NA,NA,63.59734,1736.02588,2044.62646,-68.31896,1637.16382,1991.43408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8751,1477.8009,2191.3147,-222.69,1161.12097,2055.27637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.23379,993.43317,2220.14063,-21.36818,504.33487,1939.56702,NA,NA,NA,6.89975,147.73096,1942.87415,NA,NA,NA
4,0.03,NA,NA,NA,63.78343,1737.15198,2039.78711,-67.25027,1638.38,1986.83704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.11111,1477.5083,2184.27295,-221.52531,1161.87415,2046.51111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.65135,994.40326,2213.95605,-23.37409,505.19006,1931.32898,NA,NA,NA,5.80136,148.401,1941.54858,NA,NA,NA
5,0.04,NA,NA,NA,65.16092,1737.71313,2034.63916,-67.52755,1639.86743,1982.09009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.84806,1479.28247,2180.08203,-220.80092,1162.06445,2041.30176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.03049,994.58997,2207.02124,-26.3896,505.20471,1923.90869,NA,NA,NA,4.79182,148.58028,1939.80359,NA,NA,NA
6,0.05,NA,NA,NA,65.70526,1738.54395,2029.34863,-66.7234,1640.50305,1977.81665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.06718,1479.09741,2172.72119,-219.95456,1162.75696,2032.53784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.83757,995.92358,2202.24146,-29.9377,506.3696,1914.6792,NA,NA,NA,4.02626,149.26309,1937.17407,NA,NA,NA
7,0.06,NA,NA,NA,66.82108,1739.01025,2024.91125,-66.03242,1641.93579,1973.51111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.74582,1479.95166,2167.61182,-218.95607,1162.87402,2025.13965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.48695,995.75934,2195.75488,-32.76814,505.99493,1910.59546,NA,NA,NA,2.30261,149.01726,1935.57471,NA,NA,NA
8,0.07,NA,NA,NA,68.00785,1739.98022,2020.328,-65.75867,1642.07751,1968.69287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.96953,1480.42188,2161.56958,-218.16617,1162.92615,2018.23535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.85261,996.51117,2189.68799,-35.66764,505.05042,1905.60095,NA,NA,NA,0.78001,148.40176,1933.66724,NA,NA,NA
9,0.08,NA,NA,NA,69.02406,1740.22461,2015.24561,-64.47977,1643.59119,1964.74744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6804,1481.5094,2156.32666,-217.17497,1163.41553,2010.4137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.30532,997.09058,2184.89819,-38.75817,503.98807,1903.55859,NA,NA,NA,-0.57583,148.27705,1931.59802,NA,NA,NA
10,0.09,NA,NA,NA,70.76102,1740.505,2010.31311,-63.80487,1644.91016,1960.52051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.89766,1481.02197,2149.04858,-216.33371,1163.31555,2004.77441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.40487,997.29102,2179.10229,-41.74068,503.60858,1900.39282,NA,NA,NA,-2.3538,148.0123,1930.12036,NA,NA,NA
