"Frame#","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z","NA_C60","Participant","TrialNum","VisibleMarkers"
1,0,"","","","","","","","","","","","","","","","","","","","","","","","","-131.29124","958.80292","-1573.17371","","","","-182.86662","764.35992","-1505.49500","-666.64166","774.50989","-1597.81653","-297.45764","799.70923","-1547.18127","","","","","","","","","","-581.80756","433.22272","-1511.80713","","","","-564.70135","106.43832","-1608.33191",NA,"P3",13,6
2,0.01,"","","","","","","","","","","","","","","","","","","","","","","","","-132.34227","958.82990","-1569.88306","","","","-184.63231","764.42218","-1500.00720","-669.03088","775.57263","-1590.82947","-298.43546","799.01862","-1544.58362","","","","","","","","","","-586.54071","432.93719","-1513.76831","","","","-571.36957","105.03088","-1600.39343",NA,"P3",13,6
3,0.02,"","","","","","","","","","","","","","","","","","","","","","","","","-133.87846","959.01727","-1566.58069","","","","-185.69263","764.29889","-1497.39819","-670.84027","773.66034","-1594.25659","-299.61472","799.93207","-1541.34753","","","","","","","","","","-588.85492","433.52612","-1513.44336","","","","-577.44794","102.68214","-1591.78259",NA,"P3",13,6
4,0.03,"","","","","","","","","","","","","","","","","","","","","","","","","-135.48166","959.20319","-1563.47852","","","","-186.53993","763.74713","-1497.35071","-672.65802","771.34564","-1601.83398","-301.06763","801.03894","-1535.83252","","","","","","","","","","-591.19147","435.26825","-1506.16711","","","","-583.24963","102.78627","-1580.13562",NA,"P3",13,6
5,0.04,"","","","","","","","","","","","","","","","","","","","","","","","","-136.86159","959.63574","-1560.87524","","","","-188.50269","764.59906","-1492.60449","-675.91888","772.67499","-1596.28357","-302.86322","800.54773","-1530.88135","","","","","","","","","","-594.16870","435.33359","-1505.48340","","","","-590.02850","98.62525","-1574.57275",NA,"P3",13,6
6,0.05,"","","","","","","","","","","","","","","","","","","","","","","","","-137.55711","959.47162","-1557.56580","","","","-189.98161","764.18195","-1489.88892","-677.53094","771.53711","-1595.72827","-304.45526","798.98669","-1527.86804","","","","","","","","","","-597.73096","433.07492","-1509.07349","","","","-594.95453","98.93855","-1562.59375",NA,"P3",13,6
7,0.06,"","","","","","","","","","","","","","","","","","","","","","","","","-140.10249","958.40967","-1551.86157","","","","-191.60693","763.91895","-1486.30713","-679.12573","770.14966","-1594.63098","-305.82339","797.55798","-1528.90552","","","","","","","","","","-599.74591","433.00073","-1505.68091","","","","-601.96960","97.38644","-1554.48254",NA,"P3",13,6
8,0.07,"","","","","","","","","","","","","","","","","","","","","","","","","-141.34605","958.45752","-1548.59595","","","","-193.27638","763.48383","-1482.98010","-682.10449","768.18353","-1594.56604","-309.19547","797.14209","-1524.58887","","","","","","","","","","-601.61719","432.54727","-1503.52063","","","","-608.71411","96.02827","-1542.59436",NA,"P3",13,6
9,0.08,"","","","","","","","","","","","","","","","","","","","","","","","","-142.65407","958.20111","-1544.93030","","","","-196.00575","764.28149","-1476.44873","-685.13226","768.37329","-1593.12292","-311.27350","795.50452","-1526.45117","","","","","","","","","","-605.18805","433.32257","-1498.91882","","","","-614.52625","96.46351","-1526.86511",NA,"P3",13,6
10,0.09,"","","","","","","","","","","","","","","","","","","","","","","","","-145.30972","958.53668","-1541.80176","","","","-196.75533","763.89185","-1475.84082","-686.09558","766.26270","-1596.16516","-313.24579","795.21265","-1521.61841","","","","","","","","","","-608.03076","431.48578","-1504.49109","","","","-621.15485","92.38645","-1520.85168",NA,"P3",13,6
11,0.1,"","","","","","","","","","","","","","","","","","","","","","","","","-146.75945","957.16180","-1536.10010","","","","-198.35922","762.98370","-1471.15527","-688.11230","765.44440","-1592.81201","-314.90765","795.51221","-1517.32239","","","","","","","","","","-609.80890","429.14984","-1503.70227","","","","-626.30334","93.95547","-1508.58142",NA,"P3",13,6
12,0.11,"","","","","","","","","","","","","","","","","","","","","","","","","-148.19604","956.15564","-1529.59998","","","","-201.09795","763.45142","-1463.06555","-690.80292","765.81952","-1584.23376","-316.09000","792.68530","-1516.57593","","","","","","","","","","-612.07349","430.78763","-1496.17065","","","","-632.00500","93.11410","-1496.97961",NA,"P3",13,6
13,0.12,"","","","","","","","","","","","","","","","","","","","","","","","","-151.00764","957.00208","-1528.19751","","","","-201.75708","762.26294","-1461.81262","-691.82129","764.05707","-1588.30884","-318.98618","793.90881","-1506.75684","","","","","","","","","","-614.07220","428.51584","-1496.81592","","","","-637.76044","90.23988","-1494.18970",NA,"P3",13,6
14,0.13,"","","","","","","","","","","","","","","","","","","","","","","","","-152.88261","956.18066","-1523.52014","","","","-204.79028","763.05347","-1452.18115","-694.14789","760.36542","-1593.18823","-320.59137","794.05664","-1503.37634","","","","","","","","","","-617.30597","426.30725","-1498.57507","","","","-642.16589","90.05883","-1482.84094",NA,"P3",13,6
15,0.14,"","","","","","","","","","","","","","","","","","","","","","","","","-156.16055","955.68524","-1518.50037","","","","-206.06215","761.23376","-1448.86621","-696.99957","761.89923","-1585.09412","-324.04196","793.58911","-1499.46924","","","","","","","","","","-620.24420","424.01337","-1497.43860","","","","-644.96313","88.36008","-1477.75488",NA,"P3",13,6
16,0.15,"","","","","","","","","","","","","","","","","","","","","","","","","-158.16812","955.60083","-1514.79797","","","","-208.81992","762.97943","-1441.39172","-698.57214","759.67944","-1583.76294","-326.69040","792.85370","-1498.67151","","","","","","","","","","-621.49921","423.58530","-1495.09387","","","","-650.32117","86.58337","-1471.47583",NA,"P3",13,6
17,0.16,"","","","","","","","","","","","","","","","","","","","","","","","","-161.70618","955.79395","-1510.91504","","","","-211.44897","762.24268","-1437.56555","-700.23077","759.71643","-1580.81177","-328.96384","789.94861","-1497.65674","","","","","","","","","","-622.82123","422.02216","-1493.74988","","","","-654.72107","88.14175","-1462.98291",NA,"P3",13,6
18,0.17,"","","","","","","","","","","","","","","","-587.44104","1292.91443","-1593.88428","","","","","","","-163.97656","954.15155","-1504.05615","","","","-214.62274","760.87964","-1433.93250","-702.59113","760.19397","-1574.10388","-332.20776","790.01813","-1488.23047","","","","","","","","","","-625.25659","421.35022","-1485.13879","","","","-657.09009","86.90665","-1459.27466",NA,"P3",13,7
19,0.18,"","","","","","","","","","","","","","","","-590.84637","1293.60742","-1592.86914","","","","","","","-167.21251","953.93677","-1499.10620","","","","-217.73506","759.75134","-1431.71729","-704.98804","755.26874","-1577.75598","-333.87823","791.12872","-1482.41724","","","","","","","","","","-626.59351","420.76108","-1483.14929","","","","-660.13428","87.53027","-1449.67188",NA,"P3",13,7
20,0.19,"","","","","","","","","","","","","","","","-594.39886","1291.23376","-1584.63892","","","","","","","-169.65175","953.57666","-1494.72412","","","","-220.45892","759.15564","-1426.29248","-708.19495","756.40442","-1572.05530","-337.14676","790.62549","-1477.60229","","","","","","","","","","-628.66730","418.20035","-1484.90479","","","","-662.05627","87.08739","-1445.73425",NA,"P3",13,7
