"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z"
1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.3368,1168.90637,2509.14795,NA,NA,NA,NA,NA,NA,-350.21185,1004.6767,2469.02271,-428.97855,525.12433,2163.29468,-140.00667,587.20404,2429.78735,-449.05655,168.34238,2135.63843,NA,NA,NA
2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59.90242,1169.07422,2506.34888,NA,NA,NA,NA,NA,NA,-349.88333,1003.68713,2466.5498,-423.62448,525.59778,2160.12134,-140.05272,587.15039,2429.83618,-439.62311,169.21451,2125.72754,NA,NA,NA
3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.40286,1169.15686,2503.6936,NA,NA,NA,NA,NA,NA,-349.65735,1003.75037,2463.00562,-417.93567,525.35229,2156.82397,-140.20944,587.02155,2430.10181,-429.98538,169.6404,2117.67822,NA,NA,NA
4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.17776,1169.2677,2500.93237,NA,NA,NA,NA,NA,NA,-349.67398,1003.88312,2460.63818,-412.46237,525.1347,2154.68628,-140.60994,586.76263,2430.73682,-420.65903,170.30807,2109.20215,NA,NA,NA
5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.18968,1168.82886,2497.23169,NA,NA,NA,NA,NA,NA,-348.83707,1003.42468,2457.26123,-407.00879,525.24054,2151.4812,-140.85779,587.63062,2431.56958,-411.23032,171.04691,2100.5564,NA,NA,NA
6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.48923,1168.31934,2493.92627,NA,NA,NA,NA,NA,NA,-348.90787,1002.91736,2453.44385,-401.55777,524.4231,2148.57666,-140.34253,586.71265,2431.85181,-401.49197,171.93932,2092.97534,NA,NA,NA
7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.88404,1168.03601,2490.88306,NA,NA,NA,NA,NA,NA,-348.87012,1002.77142,2450.68237,-395.983,524.16211,2145.12109,-140.37653,586.67804,2431.87622,-392.14264,173.34512,2083.00537,NA,NA,NA
8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.17887,1167.67126,2487.11719,NA,NA,NA,NA,NA,NA,-347.69839,1002.04077,2446.48022,-390.88309,523.50525,2142.50562,-139.82523,585.43347,2431.01489,-382.92432,174.22984,2075.24121,NA,NA,NA
9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.783,1166.94775,2483.6377,NA,NA,NA,NA,NA,NA,-348.18457,1001.59192,2443.17334,-386.2298,523.74933,2140.86963,-139.66914,585.55469,2430.68311,-373.26212,176.0793,2065.80566,NA,NA,NA
10,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.37755,1166.26074,2479.64551,NA,NA,NA,NA,NA,NA,-346.9631,1000.31818,2438.4812,-380.98181,521.98853,2140.69507,-140.14244,584.93683,2428.82983,-363.59879,176.99823,2058.42969,NA,NA,NA
