"Frame","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z"
1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.06116,1042.84058,-1561.25452,NA,NA,NA,NA,NA,NA,-529.07257,845.83545,-1577.4054,-192.92979,1012.28461,-1500.99243,NA,NA,NA,NA,NA,NA,-36.32708,408.53897,-1601.76794,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.45779,1042.58081,-1555.96179,NA,NA,NA,NA,NA,NA,-530.44647,846.31836,-1579.66052,-195.05194,1010.78156,-1495.19543,NA,NA,NA,NA,NA,NA,-36.32708,408.53897,-1601.76794,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.47992,1042.54187,-1555.23865,NA,NA,NA,NA,NA,NA,-532.02533,845.67236,-1580.39685,-195.12505,1010.40881,-1495.63513,NA,NA,NA,NA,NA,NA,-36.32708,408.53897,-1601.76794,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.92308,1042.38245,-1553.32642,NA,NA,NA,NA,NA,NA,-533.96954,845.04077,-1580.88855,-195.6805,1010.27808,-1493.31726,NA,NA,NA,NA,NA,NA,-36.34336,409.47092,-1602.81567,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.94728,1041.974,-1547.95911,NA,NA,NA,NA,NA,NA,-535.44348,844.50793,-1582.05432,-195.67232,1010.08527,-1493.23889,NA,NA,NA,NA,NA,NA,-36.70479,409.38782,-1602.79028,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.01297,1041.94519,-1547.32947,NA,NA,NA,NA,NA,NA,-536.64746,844.47321,-1584.23181,-196.55608,1009.37079,-1493.0282,NA,NA,NA,NA,NA,NA,-38.52442,409.20013,-1601.62817,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.27697,1042.13367,-1544.77637,NA,NA,NA,NA,NA,NA,-537.92633,843.59991,-1585.18152,-198.41719,1009.82733,-1489.203,NA,NA,NA,NA,NA,NA,-39.59254,408.89725,-1600.37598,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.40969,1041.50354,-1538.9436,NA,NA,NA,NA,NA,NA,-538.81927,843.01953,-1586.98438,-200.87691,1009.80426,-1482.77039,NA,NA,NA,NA,NA,NA,-40.19596,408.28946,-1599.94653,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.37621,1041.33801,-1537.94446,NA,NA,NA,NA,NA,NA,-539.93945,842.04437,-1587.82837,-201.23244,1007.61273,-1482.00366,NA,NA,NA,NA,NA,NA,-41.41743,408.22333,-1599.16174,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.91129,1040.90259,-1531.70032,NA,NA,NA,NA,NA,NA,-540.68774,841.38397,-1589.46997,-201.29547,1007.26263,-1482.375,NA,NA,NA,NA,NA,NA,-42.27698,407.81992,-1598.34766,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.62908,1040.44434,-1529.8241,NA,NA,NA,NA,NA,NA,-541.19733,840.79926,-1590.88184,-203.56146,1008.57379,-1476.57117,NA,NA,NA,NA,NA,NA,-43.77553,407.13303,-1596.37512,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.79912,1040.71045,-1527.24744,NA,NA,NA,NA,NA,NA,-542.32397,838.88031,-1589.91467,-205.46301,1008.6673,-1472.74463,-333.48944,995.47571,-1494.76685,NA,NA,NA,-44.26849,407.56421,-1596.11194,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.42411,1040.87158,-1522.33521,NA,NA,NA,NA,NA,NA,-543.44855,836.90826,-1588.7771,-206.62654,1005.97626,-1471.51941,-334.55161,993.73535,-1494.88379,NA,NA,NA,-46.89577,406.81464,-1593.58508,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.48299,1040.65417,-1519.5907,NA,NA,NA,-218.43944,913.79486,-1728.16016,-546.07666,833.04645,-1600.28894,-207.52422,1004.88367,-1471.16199,-335.60501,992.65149,-1495.57031,NA,NA,NA,-46.53337,407.78085,-1592.38391,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.51049,1040.57043,-1514.37048,NA,NA,NA,-219.21277,913.59033,-1724.98083,-545.18182,835.40436,-1589.9751,-210.07117,1005.63904,-1464.14502,-339.10263,993.85138,-1486.51709,NA,NA,NA,-48.87775,406.64664,-1590.98132,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.71021,1040.75598,-1512.31445,NA,NA,NA,-220.14305,913.47821,-1722.16663,-545.75623,834.70721,-1590.82422,-212.11076,1004.37042,-1461.33923,-340.08896,990.98871,-1484.34692,NA,NA,NA,-49.32635,407.24326,-1590.27124,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.69257,1041.10693,-1507.60999,NA,NA,NA,-221.08594,913.06909,-1718.69226,-546.62964,833.48279,-1590.60291,-213.2782,1002.18988,-1461.40735,-341.65662,990.96149,-1482.8103,NA,NA,NA,-51.84168,406.75995,-1586.94849,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.72668,1040.71887,-1502.4823,NA,NA,NA,-222.03365,912.51318,-1715.01807,-547.3338,831.47998,-1589.06848,-216.68515,1003.52808,-1451.48975,-344.43307,991.8175,-1476.51917,NA,NA,NA,-53.17785,405.95178,-1584.49939,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.13404,1040.4563,-1496.07056,NA,NA,NA,-223.05988,912.42053,-1711.84326,-547.4375,829.78351,-1586.91443,-217.73694,1002.23547,-1452.11621,-345.56,989.81586,-1476.24854,NA,NA,NA,-54.69582,404.77863,-1581.20593,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.93814,1040.09326,-1495.64111,NA,NA,NA,-224.14243,912.01685,-1708.1062,-548.97906,829.42645,-1588.40845,-219.90837,999.62555,-1448.83765,-347.29575,987.87042,-1472.92676,NA,NA,NA,-55.3251,404.65405,-1579.45947,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.19389,1039.50549,-1489.1947,NA,NA,NA,-225.28065,911.24176,-1703.72876,-549.979,827.94684,-1587.20581,-222.47772,1000.19305,-1442.09436,-350.33417,987.92944,-1468.07471,NA,NA,NA,-58.18847,404.33801,-1576.29175,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4004,1038.97437,-1482.6908,NA,NA,NA,-226.59259,910.84052,-1700.01794,-551.87714,825.44922,-1583.43213,-224.04578,999.58032,-1441.92334,-351.94205,985.91589,-1465.66479,NA,NA,NA,-58.91792,404.47037,-1574.10364,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21734,1038.68274,-1479.41028,NA,NA,NA,-227.93831,910.18085,-1695.6333,-552.91412,824.46729,-1582.50464,-228.06677,998.21497,-1433.03625,-354.40848,984.55066,-1463.69885,NA,NA,NA,-60.06985,402.91702,-1570.79492,NA,NA,NA,NA,NA,NA,-494.44849,103.1702,-1403.23242
24,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08762,1037.49805,-1476.03259,NA,NA,NA,-229.31032,909.32983,-1691.15979,-554.27032,822.86456,-1580.54346,-229.61032,997.03302,-1431.2843,-357.37704,982.94183,-1459.68677,NA,NA,NA,-61.47758,402.67496,-1567.53406,NA,NA,NA,NA,NA,NA,-504.55414,104.88869,-1393.07593
25,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36736,1036.39075,-1469.2356,NA,NA,NA,-230.82748,908.68048,-1686.63257,-555.6748,821.25726,-1578.4126,-233.85822,996.01001,-1424.54163,-360.23672,981.34271,-1455.06409,NA,NA,NA,-63.55045,403.0108,-1565.14258,NA,NA,NA,NA,NA,NA,-513.82202,101.54023,-1390.15576
26,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.53945,1035.63708,-1465.9137,NA,NA,NA,-232.44093,907.82172,-1681.87329,-558.33484,820.05133,-1575.7666,-235.36505,994.94867,-1423.37207,-363.51727,981.72137,-1450.44641,NA,NA,NA,-65.10297,402.53021,-1562.16492,NA,NA,NA,NA,NA,NA,-524.02448,104.03344,-1379.5741
27,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.52787,1035.37891,-1457.60852,NA,NA,NA,-234.16367,906.95752,-1677.3595,-560.19177,818.45667,-1573.84167,-240.26328,993.72803,-1415.89966,-366.33789,977.97998,-1448.03833,NA,NA,NA,-66.19889,401.1954,-1558.29797,NA,NA,NA,NA,NA,NA,-533.60303,105.39144,-1366.99792
28,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.97701,1033.68225,-1451.61865,NA,NA,NA,-236.0674,905.83246,-1672.21228,-562.32703,816.80664,-1571.14258,-243.15082,992.237,-1411.34119,-369.48108,977.99213,-1442.60754,NA,NA,NA,-67.823,401.28241,-1555.82678,NA,NA,NA,NA,NA,NA,-543.81555,108.01862,-1353.27209
29,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.71351,1032.51611,-1444.19702,NA,NA,NA,-238.0571,904.54681,-1666.69824,-565.177,815.94189,-1569.2168,-246.4362,989.92249,-1409.18323,-373.70871,976.14154,-1435.547,NA,NA,NA,-69.62433,401.68433,-1553.33154,NA,NA,NA,NA,NA,NA,-553.04688,108.03846,-1347.36829
30,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.85382,1031.17212,-1437.91345,NA,NA,NA,-240.2728,903.40491,-1661.34753,-567.63251,813.28394,-1564.79211,-251.44052,990.27161,-1398.47095,-375.65509,974.26251,-1436.02625,NA,NA,NA,-71.61277,401.13852,-1549.70398,NA,NA,NA,NA,NA,NA,-563.14307,106.95788,-1341.1626
31,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.65494,1028.83545,-1432.74744,NA,NA,NA,-242.70691,902.30304,-1656.14246,-571.25635,812.37421,-1562.42932,-254.57764,988.0611,-1395.4447,-380.97806,972.79486,-1426.26831,NA,NA,NA,-72.06793,400.30923,-1545.89294,NA,NA,NA,NA,NA,NA,-572.87866,109.58937,-1328.58167
32,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.28977,1028.198,-1425.63074,NA,NA,NA,-245.31384,901.11224,-1650.40149,-573.53851,810.97314,-1560.01904,-257.95016,985.54016,-1393.84387,-385.13171,972.57367,-1421.53625,NA,NA,NA,-74.95779,399.88831,-1542.11816,NA,NA,NA,NA,NA,NA,-580.98468,109.91051,-1320.75854
33,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.92834,1025.60132,-1417.66931,NA,NA,NA,-248.04594,899.8844,-1644.56128,-577.341,809.0957,-1555.94421,-263.50403,985.26111,-1381.43542,-389.01303,969.40961,-1416.32227,NA,NA,NA,-77.26131,399.21475,-1538.47437,NA,NA,NA,NA,NA,NA,-590.53656,112.34821,-1310.75867
34,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.18389,1024.97522,-1410.26086,NA,NA,NA,-250.99162,898.58044,-1638.41223,-581.08093,809.06403,-1554.33081,-267.94305,984.0282,-1376.64111,-392.65225,968.74292,-1413.70801,NA,NA,NA,-79.23627,397.44086,-1533.53369,NA,NA,NA,NA,NA,NA,-599.54291,113.60009,-1305.229
35,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.19323,1022.96704,-1404.06006,NA,NA,NA,-254.20981,897.62994,-1632.53027,-585.14331,806.41626,-1548.84094,-272.71274,981.48138,-1371.06641,-397.81158,966.43823,-1406.96008,NA,NA,NA,-81.52598,397.96927,-1529.72534,NA,NA,NA,NA,NA,NA,-607.85101,114.10526,-1294.46667
36,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.27797,1021.30542,-1396.15881,NA,NA,NA,-257.73355,896.52435,-1626.39087,-589.62659,804.99323,-1544.72327,-277.60019,980.47375,-1364.62439,-403.07645,965.745,-1398.44971,NA,NA,NA,-84.25737,395.19876,-1523.4165,NA,NA,NA,NA,NA,NA,-615.38269,116.92344,-1286.46106
37,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.27048,1019.9101,-1387.34009,NA,NA,NA,-261.50775,895.24127,-1619.77991,-593.49573,802.8963,-1539.80688,-282.27008,978.22028,-1358.80188,-407.99802,964.48627,-1391.82861,NA,NA,NA,-87.27203,394.94608,-1518.81604,NA,NA,NA,NA,NA,NA,-623.74445,117.90556,-1282.33459
38,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.49424,1018.43213,-1380.87256,NA,NA,NA,-265.55563,894.25824,-1613.49194,-597.72601,802.54706,-1537.27246,-287.04074,975.55444,-1353.33142,-412.31674,960.53632,-1389.01709,NA,NA,NA,-89.28705,393.14624,-1512.48132,NA,NA,NA,NA,NA,NA,-630.61615,118.61115,-1273.6178
39,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.06684,1017.2644,-1371.23389,NA,NA,NA,-269.99741,893.69061,-1607.79089,-602.59656,800.85675,-1532.21851,-292.19812,973.5874,-1347.88538,-416.91159,960.51337,-1384.66663,NA,NA,NA,-91.04865,393.11108,-1508.69568,NA,NA,NA,NA,NA,NA,-638.03943,120.32852,-1265.02759
