"SourceFile","Frame","Time","C7_to_A","C7_to_B","S2_to_A","S2_to_B","TrialNum","Mean_to_A_frame","Mean_to_B_frame"
"P2_Trial28.csv",1,0,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",2,0.01,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",3,0.02,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",4,0.03,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",5,0.04,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",6,0.05,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",7,0.06,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",8,0.07,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",9,0.08,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",10,0.09,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",11,0.1,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",12,0.11,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",13,0.12,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",14,0.13,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",15,0.14,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",16,0.15,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",17,0.16,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",18,0.17,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",19,0.18,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",20,0.19,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",21,0.2,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",22,0.21,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",23,0.22,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",24,0.23,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",25,0.24,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",26,0.25,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",27,0.26,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",28,0.27,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",29,0.28,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",30,0.29,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",31,0.3,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",32,0.31,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",33,0.32,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",34,0.33,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",35,0.34,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",36,0.35,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",37,0.36,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",38,0.37,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",39,0.38,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",40,0.39,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",41,0.4,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",42,0.41,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",43,0.42,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",44,0.43,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",45,0.44,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",46,0.45,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",47,0.46,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",48,0.47,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",49,0.48,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",50,0.49,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",51,0.5,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",52,0.51,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",53,0.52,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",54,0.53,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",55,0.54,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",56,0.55,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",57,0.56,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",58,0.57,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",59,0.58,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",60,0.59,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",61,0.6,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",62,0.61,NA,NA,1368.58581762307,2781.33614912283,28,1368.58581762307,2781.33614912283
"P2_Trial28.csv",63,0.62,NA,NA,1364.32685367379,2776.29316518225,28,1364.32685367379,2776.29316518225
"P2_Trial28.csv",64,0.63,NA,NA,1360.24230485775,2771.42441037246,28,1360.24230485775,2771.42441037246
"P2_Trial28.csv",65,0.64,NA,NA,1355.75690237823,2766.14797445218,28,1355.75690237823,2766.14797445218
"P2_Trial28.csv",66,0.65,NA,NA,1351.24982690255,2760.8439484821,28,1351.24982690255,2760.8439484821
"P2_Trial28.csv",67,0.66,NA,NA,1346.72626339473,2755.52839499862,28,1346.72626339473,2755.52839499862
"P2_Trial28.csv",68,0.67,NA,NA,1342.60064756451,2750.56382052645,28,1342.60064756451,2750.56382052645
"P2_Trial28.csv",69,0.68,NA,NA,1337.32205579019,2744.49137197647,28,1337.32205579019,2744.49137197647
"P2_Trial28.csv",70,0.69,NA,NA,1332.84110355018,2739.22058853537,28,1332.84110355018,2739.22058853537
"P2_Trial28.csv",71,0.7,NA,NA,1328.1534888205,2733.73020732645,28,1328.1534888205,2733.73020732645
"P2_Trial28.csv",72,0.71,NA,NA,1323.0421206612,2727.83654935567,28,1323.0421206612,2727.83654935567
"P2_Trial28.csv",73,0.72,NA,NA,1318.21041669571,2722.17854582289,28,1318.21041669571,2722.17854582289
"P2_Trial28.csv",74,0.73,NA,NA,1312.96073001915,2716.20408671522,28,1312.96073001915,2716.20408671522
"P2_Trial28.csv",75,0.74,NA,NA,1306.40275514863,2708.94113196953,28,1306.40275514863,2708.94113196953
"P2_Trial28.csv",76,0.75,NA,NA,1301.19575723389,2702.99342715441,28,1301.19575723389,2702.99342715441
"P2_Trial28.csv",77,0.76,NA,NA,1294.71347416876,2695.81959045141,28,1294.71347416876,2695.81959045141
"P2_Trial28.csv",78,0.77,NA,NA,1288.58381455146,2689.03911281201,28,1288.58381455146,2689.03911281201
"P2_Trial28.csv",79,0.78,NA,NA,1282.28115201224,2682.04774202925,28,1282.28115201224,2682.04774202925
"P2_Trial28.csv",80,0.79,NA,NA,1275.21961943482,2674.26787651593,28,1275.21961943482,2674.26787651593
"P2_Trial28.csv",81,0.8,NA,NA,1268.34861167709,2666.67246971909,28,1268.34861167709,2666.67246971909
"P2_Trial28.csv",82,0.81,NA,NA,1261.58650295598,2659.17710762732,28,1261.58650295598,2659.17710762732
"P2_Trial28.csv",83,0.82,NA,NA,1254.31972578983,2651.12707734186,28,1254.31972578983,2651.12707734186
"P2_Trial28.csv",84,0.83,NA,NA,1248.06789056173,2644.11244370661,28,1248.06789056173,2644.11244370661
"P2_Trial28.csv",85,0.84,NA,NA,1241.10721352521,2636.33349178491,28,1241.10721352521,2636.33349178491
"P2_Trial28.csv",86,0.85,NA,NA,1233.80495491804,2628.24301327371,28,1233.80495491804,2628.24301327371
"P2_Trial28.csv",87,0.86,NA,NA,1225.79881453552,2619.41029541366,28,1225.79881453552,2619.41029541366
"P2_Trial28.csv",88,0.87,NA,NA,1216.72105518434,2609.54080661907,28,1216.72105518434,2609.54080661907
"P2_Trial28.csv",89,0.88,NA,NA,1208.92344787434,2600.94790452593,28,1208.92344787434,2600.94790452593
"P2_Trial28.csv",90,0.89,NA,NA,NA,NA,28,NA,NA
"P2_Trial28.csv",91,0.9,NA,NA,1193.18526729666,2583.49016830601,28,1193.18526729666,2583.49016830601
"P2_Trial28.csv",92,0.91,NA,NA,1184.86153063686,2574.2431774985,28,1184.86153063686,2574.2431774985
"P2_Trial28.csv",93,0.92,NA,NA,1176.48212939394,2565.0022296029,28,1176.48212939394,2565.0022296029
"P2_Trial28.csv",94,0.93,1424.49090748127,2629.05708203749,NA,NA,28,1424.49090748127,2629.05708203749
"P2_Trial28.csv",95,0.94,1415.67397630437,2617.61458699594,1158.36113220719,2545.19426293775,28,1287.01755425578,2581.40442496684
"P2_Trial28.csv",96,0.95,1406.62989063997,2605.88992400775,1149.2822196789,2535.24911318392,28,1277.95605515943,2570.56951859583
"P2_Trial28.csv",97,0.96,1396.81419583183,2593.08358276944,NA,NA,28,1396.81419583183,2593.08358276944
"P2_Trial28.csv",98,0.97,1387.86712051973,2581.27489539148,1129.93121076672,2514.12002496608,28,1258.89916564322,2547.69746017878
"P2_Trial28.csv",99,0.98,1377.63076714726,2567.80365451462,1119.72498844141,2503.0171759869,28,1248.67787779434,2535.41041525076
"P2_Trial28.csv",100,0.99,1368.44448474301,2555.43323407095,1109.08940358602,2491.40251553327,28,1238.76694416452,2523.41787480211
