Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P5,26
1,0,,,,,,,,,,,,,,,,-164.44266,1580.76270,1993.25403,,,,,,,,,,125.00848,1239.37024,1981.00195,,,,124.32329,1007.48407,1857.14258,-206.45552,1033.89136,2101.44360,,,,,,,-269.63272,537.63385,1899.90918,73.79797,572.90503,1845.88562,-262.41330,133.38496,2061.57788,71.17536,171.03305,1979.66223,NA,P5,26
2,0.01,,,,,,,,,,,,,,,,-161.97505,1580.08740,1990.49084,,,,,,,,,,127.42154,1238.98230,1980.15283,,,,127.08921,1006.53119,1857.71704,-205.29823,1033.74658,2100.22656,,,,,,,-267.80502,537.34717,1898.74719,77.45795,573.10864,1844.33032,-262.28253,133.40459,2061.10547,76.63425,170.48093,1975.70703,NA,P5,26
3,0.02,,,,,,,,,,,,,,,,-159.59998,1579.61328,1988.29626,,,,,,,,,,129.60085,1238.65869,1980.84460,,,,129.86736,1006.20386,1856.50317,-203.87358,1033.60254,2099.00146,,,,,,,-265.81274,536.95947,1898.74072,80.65259,573.79834,1840.50391,-262.29663,133.39366,2061.06445,81.75736,169.48715,1971.12378,NA,P5,26
4,0.03,,,,,,,,,,,,,,,,-156.76256,1579.87158,1986.16296,,,,,,,,,,132.16006,1238.18201,1979.39026,,,,133.03662,1005.47852,1857.16272,-202.43660,1033.19324,2097.58643,,,,,,,-263.69696,535.86621,1899.19287,84.39105,573.78210,1839.38025,-262.28647,133.43762,2061.07690,88.08207,170.21744,1967.61438,NA,P5,26
5,0.04,,,,,,,,,,,,,,,,-154.12270,1579.03235,1983.48096,,,,,,,,,,134.73685,1237.86572,1977.99146,,,,135.93030,1004.79626,1855.97534,-201.13361,1033.21558,2096.00562,,,,,,,-262.04340,535.49982,1899.87170,88.17757,574.13666,1838.56445,-262.28214,133.46727,2061.07690,93.24627,169.02966,1963.34424,NA,P5,26
6,0.05,,,,,,,,,,,,,,,,-151.38046,1578.38196,1980.69592,,,,,,,,,,137.54309,1237.06104,1977.32178,,,,139.40436,1003.90631,1855.90430,-199.31166,1032.16638,2093.02271,,,,,,,-260.40039,535.84888,1899.29102,91.86775,574.27289,1836.59485,-261.99857,133.08813,2060.64722,99.45127,168.28165,1957.84412,NA,P5,26
7,0.06,,,,,,,,,,,,,,,,-148.10519,1578.83411,1978.94824,,,,,,,,,,140.40642,1236.19556,1975.88953,,,,142.39810,1003.26935,1854.60950,-198.02130,1032.60120,2091.37354,,,,,,,-257.87067,534.91400,1900.21350,95.73252,574.13971,1834.92761,-261.94730,133.23277,2060.74634,106.07511,167.21904,1953.03455,NA,P5,26
8,0.07,,,,,,,,,,,,,,,,-144.52489,1578.20288,1974.86060,,,,,,,,,,143.46031,1235.52429,1974.57825,,,,145.95634,1002.26129,1853.86194,-196.10782,1031.86731,2088.89331,,,,,,,-255.99039,533.90973,1900.52954,99.31505,574.10498,1832.23328,-261.90274,133.33870,2060.84204,112.85459,166.66602,1949.06177,NA,P5,26
9,0.08,,,,,,,,,,,,,,,,-141.41502,1577.50085,1971.92969,,,,,,,,,,146.64302,1235.11096,1972.73401,,,,149.51912,1000.70874,1852.00366,-193.96870,1031.27856,2087.14478,46.04961,999.82251,1858.58386,-212.34517,961.34729,1804.08984,-253.77107,534.06360,1898.95605,103.32400,573.86835,1832.46497,-261.58084,133.19577,2060.49292,118.91327,165.41878,1942.85510,NA,P5,26
