Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P5,18
1,0,-211.80309,1614.95276,-975.24457,23.77588,69.65819,-1224.62231,,,,,,,,,,,,,,,,,,,,,,-407.15201,1186.61340,-1192.59167,186.40692,1054.36719,-992.04559,-348.80063,1037.97449,-1008.80426,15.45480,922.89728,-1024.70654,-252.76538,948.53461,-1028.87439,,,,69.36142,481.20328,-1101.61279,-307.61850,475.57440,-1081.59229,,,,-313.56818,77.10426,-1163.01221,NA,P5,18
2,0.01,-212.08937,1614.51453,-975.02972,24.21847,69.54527,-1223.49231,,,,,,,,,,,,,,,,,,,,,,-407.19952,1186.34900,-1192.87976,186.40692,1054.36719,-992.04559,-348.56870,1037.51599,-1009.14264,15.47257,923.09601,-1023.99115,-252.77107,948.50323,-1028.88025,,,,69.76849,481.26166,-1100.46790,-307.61850,475.57440,-1081.59229,,,,-313.56619,77.09162,-1163.00989,NA,P5,18
3,0.02,-212.34879,1613.83606,-974.23950,24.21847,69.54527,-1223.49231,,,,,,,,,,,,,,,,,,,,,,-407.15640,1186.26489,-1192.90625,186.09546,1054.23633,-990.95087,-348.34329,1036.95850,-1009.18823,15.45378,923.07227,-1023.98230,-253.23473,948.32532,-1029.13965,,,,70.25328,481.34830,-1100.00793,-307.61850,475.57440,-1081.59229,,,,-313.56326,77.10564,-1163.01172,NA,P5,18
4,0.03,-212.57768,1613.71521,-974.30927,24.21847,69.54527,-1223.49231,,,,,,,,,,,,,,,,,,,,,,-407.11853,1185.90637,-1192.77502,185.85228,1054.34326,-990.55255,-348.41043,1037.00513,-1009.64825,14.89733,923.39264,-1023.93530,-253.81612,948.52734,-1028.58423,,,,70.30343,481.64581,-1099.70422,-307.45639,475.94617,-1080.99023,,,,-313.56985,77.12858,-1163.01624,NA,P5,18
5,0.04,-212.80626,1613.09351,-973.50891,24.21847,69.54527,-1223.49231,,,,,,,,,,,,,,,,,,,,,,-407.12244,1185.68469,-1192.83386,186.01538,1054.57947,-990.21954,-348.40186,1036.73413,-1009.73151,14.43683,922.94464,-1023.56354,-254.27977,948.50299,-1028.82153,,,,70.63058,481.43518,-1099.09509,-307.51355,476.03934,-1080.38293,,,,-313.56509,77.13590,-1163.01685,NA,P5,18
6,0.05,-213.03339,1612.41760,-972.75806,24.21847,69.54527,-1223.49231,,,,,,,-116.73200,1318.55713,-1038.00317,,,,,,,,,,,,,-407.13370,1185.50342,-1193.06262,184.63420,1054.39294,-989.78534,-348.30591,1036.82166,-1009.91748,14.34284,923.35962,-1022.59833,-254.16235,948.16736,-1028.14685,,,,70.38115,481.35907,-1098.54541,-307.51355,476.03934,-1080.38293,,,,-313.56006,77.14555,-1163.01770,NA,P5,18
7,0.06,-213.38527,1611.68005,-972.59668,24.21847,69.54527,-1223.49231,,,,,,,-117.47653,1318.86829,-1037.67456,,,,,,,,,,,,,-407.14798,1185.30103,-1193.00598,184.28256,1054.60535,-988.99445,-348.42242,1036.68359,-1009.92267,14.25252,923.64935,-1022.03174,-254.19609,948.11383,-1028.18579,,,,69.29717,481.17627,-1097.01086,-307.39554,476.25702,-1080.13831,,,,-314.04953,77.88822,-1163.09253,NA,P5,18
8,0.07,-213.64175,1611.43762,-972.34662,24.21847,69.54527,-1223.49231,,,,,,,-118.23219,1319.23145,-1037.86035,,,,,,,,,,,,,-407.16275,1185.12378,-1193.12817,184.05568,1054.56348,-988.71497,-348.42242,1036.68359,-1009.92267,13.56478,923.56134,-1021.50085,-254.44067,948.76257,-1028.10059,,,,69.54070,480.66254,-1096.02319,-307.39554,476.25702,-1080.13831,,,,-314.07278,77.90140,-1163.09753,NA,P5,18
9,0.08,-214.05101,1610.59045,-971.75427,24.21847,69.54527,-1223.49231,,,,,,,-118.57700,1318.95667,-1037.78491,,,,,,,,,,,,,-407.10678,1185.00354,-1193.15356,183.11545,1054.12097,-987.38049,-348.60065,1036.35535,-1009.79755,13.66124,923.70331,-1020.46558,-255.09023,948.34729,-1026.64636,,,,69.90525,480.59091,-1095.47168,-307.24246,476.49466,-1079.98486,,,,-313.84561,78.23340,-1162.94287,NA,P5,18
