Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P5,23
1,0,,,,-193.78813,1237.02881,1872.84351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-323.23923,537.40753,1820.48962,,,,-180.60860,244.80769,2082.01172,NA,P5,23
2,0.01,,,,-198.38791,1237.91040,1870.20593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-332.17371,539.16113,1813.77649,,,,-188.61781,246.12190,2073.93555,NA,P5,23
3,0.02,,,,-202.45226,1238.42090,1869.10425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-340.90332,541.58478,1806.17078,,,,-197.25153,247.00656,2066.78394,NA,P5,23
4,0.03,,,,-206.88840,1238.89990,1866.13965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-349.72290,542.67426,1800.31311,,,,-205.80003,246.28961,2057.23779,NA,P5,23
5,0.04,,,,-210.93898,1239.01807,1865.33923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-359.17502,545.48706,1793.52087,,,,-214.70425,246.18675,2050.27393,NA,P5,23
6,0.05,,,,-214.87723,1239.32068,1863.87231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-368.34991,548.39856,1785.91602,,,,-225.13977,246.32368,2042.17810,NA,P5,23
7,0.06,,,,-218.68138,1239.95337,1861.53174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-375.93387,550.14197,1780.24414,,,,-235.19284,244.81509,2032.95386,NA,P5,23
8,0.07,,,,-222.29262,1240.07471,1859.34741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-383.89941,552.16229,1772.65710,,,,-245.21899,243.57227,2025.69678,NA,P5,23
9,0.08,,,,-225.42171,1239.84875,1857.96313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-393.81271,554.03131,1769.93738,,,,-255.80042,241.73297,2018.10156,NA,P5,23
