Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P5,38
1,0,,,,,,,-51.07666,1712.57837,1733.81860,,,,,,,,,,,,,42.35939,1588.23413,1969.50500,,,,,,,,,,,,,,,,-24.50953,1039.86536,2050.26831,226.01169,1010.51782,1868.95093,,,,251.00758,551.92102,1956.87341,-17.89643,143.34807,1869.07275,133.10614,186.62038,2114.50977,NA,P5,38
2,0.01,,,,,,,-51.50382,1711.47888,1731.64319,,,,,,,,,,,,,43.41026,1588.67969,1968.05713,,,,,,,,,,,,,,,,-22.75099,1040.47913,2048.68506,228.45219,1011.09497,1867.42700,,,,254.39165,552.36920,1956.08594,-17.43435,143.40482,1869.29675,134.02200,187.27757,2113.47070,NA,P5,38
3,0.02,,,,,,,-51.55654,1710.53064,1730.00244,,,,,,,,,,,,,44.33965,1588.82935,1966.58203,,,,,,,,,,,,,,,,-21.00976,1040.87195,2046.64136,230.19377,1012.28973,1864.32581,,,,257.12289,553.54639,1954.29126,-16.63908,143.50240,1869.57129,136.43478,187.83916,2113.73999,NA,P5,38
4,0.03,,,,,,,-51.27809,1709.29712,1728.53992,,,,,,,,,,,,,44.84861,1589.81274,1965.52979,,,,,,,,,,,,,,,,-19.75338,1041.12817,2045.52649,232.07277,1013.35388,1861.61890,-37.89369,546.43793,1804.43091,261.84061,553.93011,1950.45618,-16.01770,143.88168,1869.81458,137.08536,188.05821,2113.42944,NA,P5,38
5,0.04,,,,,,,-51.08216,1708.66003,1726.92896,,,,,,,,,,,,,45.92838,1590.73706,1963.91907,,,,,,,,,,,,,,,,-17.52598,1041.43054,2042.39001,233.85648,1014.18011,1859.15881,-37.24585,544.93469,1800.96326,263.32370,553.45166,1949.67676,-15.32573,143.86140,1870.10266,138.23724,188.66957,2112.24023,NA,P5,38
6,0.05,,,,,,,-51.18324,1707.95972,1724.87488,,,,,,,,,,,,,46.67993,1591.54871,1962.95520,,,,,,,,,,,,,,,,-16.26104,1043.01514,2042.66077,235.22546,1015.31696,1856.60291,-36.80497,544.54291,1798.00549,265.84631,555.29688,1947.27246,-15.05659,144.20284,1870.49341,138.57370,188.76801,2112.04590,NA,P5,38
7,0.06,,,,,,,-51.56869,1706.29675,1722.24670,,,,,,,,,,,,,47.42857,1592.32336,1961.67310,,,,,,,,,,,,,,,,-14.13055,1043.68127,2039.84375,236.89397,1016.11731,1854.44385,-36.96933,545.35394,1794.20557,268.41135,556.30719,1945.93994,-14.68369,144.84706,1870.30786,140.21797,189.93694,2113.72314,NA,P5,38
8,0.07,,,,,,,-52.06920,1705.31421,1720.47144,,,,,,,,,,,,,48.06243,1593.53357,1960.86108,,,,,,,,,,,,,-32.45913,986.29437,1762.47876,-13.29540,1045.06665,2038.96533,238.25446,1017.07690,1852.01794,-36.87101,546.18591,1790.80762,270.29697,556.98450,1943.98608,-14.48894,145.63304,1869.94434,141.24355,189.54185,2113.64111,NA,P5,38
9,0.08,,,,,,,-52.32780,1704.83752,1719.73682,,,,,,,,,,,,,49.16306,1594.89404,1959.13098,,,,,,,,,,,,,-31.57599,987.71741,1760.64246,-11.54811,1045.95557,2036.09534,239.35828,1018.02887,1849.85986,-37.24207,546.53534,1787.74609,271.84949,557.70660,1943.58484,-14.55951,145.91528,1869.60632,141.69499,189.42870,2113.63062,NA,P5,38
