Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P5,10
1,0,,,,-304.40253,81.95293,-1193.81494,,,,,,,,,,,,,-159.63104,1310.60876,-1027.98962,-272.18726,1598.25732,-952.87274,,,,-441.79114,1174.69641,-1189.96606,71.86401,1118.19104,-992.61755,-382.61624,1017.59393,-1012.92163,-18.31350,925.65802,-1018.28320,-293.41995,940.97479,-1021.41534,,,,36.25719,479.87448,-1077.24146,-333.48703,473.35507,-1050.58276,-58.02992,68.02886,-1203.01050,,,,NA,P5,10
2,0.01,,,,-303.54547,83.43093,-1192.95984,,,,,,,,,,,,,-159.56317,1309.72693,-1026.92725,-272.86948,1597.58752,-952.75494,,,,-441.32663,1174.22510,-1190.08008,72.58227,1117.67090,-991.95618,-383.11438,1016.97339,-1011.74475,-17.93907,925.04401,-1018.38098,-293.85941,938.82715,-1023.33618,,,,36.76044,479.76163,-1076.92688,-328.71298,473.16415,-1049.31885,-57.67847,67.71453,-1202.75500,,,,NA,P5,10
3,0.02,132.61639,1208.95691,-1187.61206,-302.47464,85.86829,-1192.11951,,,,,,,,,,,,,-159.98198,1308.88806,-1026.55872,-273.78699,1596.75684,-952.63464,,,,-440.92093,1173.76379,-1190.57678,73.83596,1117.18262,-991.19104,-383.35001,1016.51373,-1011.77057,-17.38288,924.23840,-1017.86145,-293.54663,937.16095,-1024.77625,,,,37.45692,479.82892,-1076.30286,-322.32861,473.41992,-1046.09558,-57.67847,67.71453,-1202.75500,,,,NA,P5,10
4,0.03,133.72189,1208.28589,-1185.57971,-302.05099,89.13485,-1190.20728,,,,,,,,,,-174.19922,1508.38867,-1232.82690,-160.01094,1307.46802,-1026.01331,-274.63058,1595.97437,-952.19818,,,,-439.80515,1172.82422,-1190.93237,73.72252,1116.91309,-990.49713,-383.65396,1016.12238,-1012.10162,-17.00821,922.11182,-1017.12878,-293.71548,936.14246,-1024.83875,,,,37.39545,479.33380,-1075.83020,-315.88242,472.96442,-1042.25647,-58.13010,66.56911,-1205.42993,,,,NA,P5,10
5,0.04,134.32161,1208.41248,-1185.44031,-300.97122,90.75072,-1188.50586,,,,,,,,,,-173.53580,1507.81580,-1232.17908,-159.34340,1306.89929,-1024.84143,-275.66000,1595.02478,-952.00769,,,,-439.24738,1172.07849,-1191.34106,73.24492,1115.49182,-989.12347,-383.82727,1015.84363,-1012.09753,-16.43837,921.50146,-1017.50854,-293.96600,935.39581,-1025.28943,,,,37.90778,479.42355,-1075.34033,-309.03986,472.21780,-1037.97766,-58.13010,66.56911,-1205.42993,,,,NA,P5,10
6,0.05,,,,-299.41763,92.97922,-1186.06116,,,,,,,,,,-172.79004,1507.09363,-1230.70361,-159.76689,1306.37146,-1024.12085,-276.76120,1594.32153,-951.36639,,,,-438.94809,1171.47070,-1192.23999,73.95407,1115.68250,-987.20795,-384.19818,1015.20258,-1012.38226,-16.13267,920.60327,-1016.97131,-294.65839,934.20227,-1026.74988,,,,37.94717,478.75162,-1074.74915,-301.33902,472.72693,-1032.41003,,,,,,,NA,P5,10
7,0.06,135.86890,1208.08813,-1182.12488,-297.44604,96.76700,-1184.11646,,,,,,,,,,-172.13184,1506.68213,-1229.79956,-161.27740,1304.96985,-1023.65558,-277.77609,1593.75464,-950.98016,,,,-438.23596,1170.51038,-1192.36218,73.31399,1114.30774,-985.99365,-385.08289,1014.47705,-1012.37634,-16.53827,918.85956,-1016.24713,-295.63031,932.43121,-1027.12036,,,,38.74043,478.15866,-1074.37024,-297.44516,474.41196,-1025.80652,,,,,,,NA,P5,10
8,0.07,136.19423,1207.06860,-1178.96973,-295.32098,98.88153,-1183.62231,,,,,,,,,,-171.60222,1506.13464,-1228.75232,-161.26576,1303.96716,-1022.37726,-279.04404,1592.83643,-950.33380,,,,-437.88385,1169.91687,-1192.70215,73.58217,1114.90527,-984.62323,-386.15408,1013.67297,-1012.48175,-16.94355,918.31964,-1015.21582,-296.36386,930.56396,-1028.23560,,,,39.77232,478.85403,-1074.08691,-297.12576,478.44266,-1017.44165,,,,,,,NA,P5,10
9,0.08,137.67998,1206.03320,-1174.23389,-293.33057,103.36957,-1181.14404,,,,,,,,,,-171.07013,1505.75903,-1227.66528,-162.13942,1303.61218,-1021.79309,-280.33047,1592.46179,-949.94080,,,,-437.21918,1169.45605,-1192.81506,73.23852,1113.68274,-982.71216,-387.39508,1013.46808,-1012.23340,-17.34684,917.92096,-1013.83606,-296.72647,930.21259,-1027.29163,,,,39.97769,478.68002,-1073.48340,-297.88776,480.00519,-1008.23010,-58.76625,65.45548,-1206.17651,,,,NA,P5,10
