Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P5,33
1,0,,,,-185.33568,1515.99304,-1229.54578,,,,,,,,,,,,,-178.93732,1314.51990,-1020.25153,-288.24908,1612.26196,-950.42908,,,,-473.75363,1197.12500,-1199.04199,,,,-437.03061,1075.07129,-1002.89111,-45.71257,914.16467,-1035.56848,-318.15060,942.72797,-1033.71143,,,,-4.28010,476.49295,-1107.51013,-370.51990,481.05362,-1099.00500,,,,-20.18090,71.17576,-1238.55908,NA,P5,33
2,0.01,,,,-186.18205,1516.24487,-1229.10339,,,,,,,,,,,,,-180.38942,1314.57129,-1018.95825,-290.25104,1612.07715,-949.77557,,,,-474.37048,1196.54395,-1199.76819,,,,-438.79141,1074.84277,-1004.01050,-47.42498,914.09753,-1034.82422,-320.13931,942.33118,-1034.99231,,,,-6.62583,476.04135,-1107.73950,-369.95160,481.36871,-1099.84363,,,,-20.18090,71.17576,-1238.55908,NA,P5,33
3,0.02,,,,-187.03079,1516.17798,-1228.32068,,,,,,,,,,,,,-182.51425,1314.70764,-1017.84662,-292.26123,1612.24268,-949.43689,,,,-474.85480,1196.25208,-1200.90210,,,,-439.91580,1074.22156,-1004.88623,-48.81021,914.05103,-1034.43079,-321.50507,941.97009,-1034.84644,,,,-9.79061,475.59250,-1108.03052,-369.12442,482.00876,-1099.14746,,,,-20.18090,71.17576,-1238.55908,NA,P5,33
4,0.03,,,,-187.92117,1516.13538,-1227.36060,,,,,,,,,,,,,-184.43481,1313.49634,-1017.90778,-294.46991,1612.19421,-949.12518,,,,-475.28815,1196.10022,-1202.02209,,,,-441.22696,1074.19690,-1005.61566,-50.95902,913.49780,-1032.89294,-322.28229,941.47107,-1036.11841,,,,-11.77706,475.38449,-1107.90405,-368.26489,482.36722,-1098.86548,,,,-20.18090,71.17576,-1238.55908,NA,P5,33
5,0.04,,,,-188.91286,1516.34021,-1226.52686,,,,,,,,,,,,,-187.28664,1313.79077,-1016.21954,-296.74438,1612.04675,-948.25562,,,,-475.85135,1195.83020,-1202.80042,,,,-443.33984,1073.50769,-1006.88660,-52.35232,913.58276,-1031.96997,-326.20721,941.71075,-1036.76514,,,,-13.46262,475.31281,-1107.78076,-367.36530,482.36646,-1098.44067,,,,-20.18090,71.17576,-1238.55908,NA,P5,33
6,0.05,,,,-190.06229,1515.76746,-1225.26062,,,,,,,,,,,,,-190.35966,1313.88904,-1015.99823,-299.16455,1612.01062,-947.73907,,,,-477.06976,1195.44507,-1203.77942,39.53192,1137.13281,-973.21722,-446.08655,1073.27856,-1008.13904,-54.67395,912.86896,-1030.52893,-328.49692,941.52313,-1037.09717,,,,-16.75142,474.25781,-1107.66077,-366.98410,482.25970,-1097.31470,,,,-20.18090,71.17576,-1238.55908,NA,P5,33
7,0.06,,,,-191.37062,1515.70837,-1224.45276,,,,,,,,,,,,,-191.39706,1312.76746,-1015.66101,-301.69128,1611.93054,-947.30225,,,,-478.57339,1194.95605,-1204.99768,36.37866,1135.38953,-971.96075,-447.40289,1072.78381,-1008.92065,-55.73108,912.90808,-1029.39063,-329.29074,941.24609,-1037.73340,,,,-19.40303,474.61850,-1106.80688,-365.67288,481.74734,-1097.08630,,,,-20.18090,71.17576,-1238.55908,NA,P5,33
8,0.07,,,,-192.74747,1515.23352,-1223.56543,,,,,,,,,,,,,-194.28688,1312.86694,-1013.80054,-304.34357,1612.04932,-947.09930,,,,-479.67267,1194.79517,-1205.99597,33.71920,1135.95679,-970.87006,-449.31119,1072.19373,-1009.86725,-60.14185,912.64813,-1028.45044,-332.76526,941.31238,-1037.95874,,,,-22.21358,474.05997,-1107.89380,-364.02545,480.82166,-1098.22314,,,,-20.18090,71.17576,-1238.55908,NA,P5,33
9,0.08,,,,-194.22382,1515.43018,-1223.07019,,,,,,,,,,,,,-197.33743,1313.13525,-1013.63715,-307.09384,1611.74695,-946.12982,,,,-480.81015,1194.25830,-1207.17957,30.70566,1134.90906,-969.40753,-452.30219,1071.43188,-1010.99701,-62.00308,912.76746,-1026.56458,-335.65933,941.10059,-1038.79248,,,,-24.48036,474.07535,-1108.35120,-363.45398,481.17569,-1098.77344,,,,-20.18090,71.17576,-1238.55908,NA,P5,33
