Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P5,25
1,0,-17.84923,1586.38721,-726.93866,184.80290,1644.11267,-829.25262,,,,,,,-22.32862,1502.56055,-1010.59485,,,,126.72984,1311.02380,-852.07574,,,,302.55136,1203.34558,-1063.94690,-178.20557,1133.40454,-798.85132,358.21890,969.11377,-987.75574,-116.44941,884.80072,-714.19989,257.32547,930.45123,-950.68146,62.04149,936.01953,-766.20648,-2.75333,963.90375,-1116.45667,175.07388,469.01181,-1032.57422,129.66231,501.74274,-768.50409,-51.39203,111.25217,-1232.25391,133.95760,81.48259,-813.27417,NA,P5,25
2,0.01,225.69142,1492.85754,-1034.99182,186.76495,1645.01538,-823.16754,,,,,,,-19.73885,1503.68726,-1006.30786,,,,130.19350,1311.65979,-847.94861,,,,306.08447,1205.32935,-1058.11133,-174.72278,1133.36267,-793.67572,361.71362,971.34283,-982.37134,-114.06320,885.64301,-708.79321,259.93875,932.18060,-948.59070,66.46541,937.03760,-761.18677,1.18553,965.51892,-1111.67688,176.70268,470.84827,-1029.12695,127.66914,500.96820,-765.27557,-47.98628,113.47993,-1230.70410,133.25798,80.84906,-813.06268,NA,P5,25
3,0.02,228.37923,1494.61938,-1029.99365,188.83023,1645.54712,-817.47662,,,,,,,-16.97729,1504.61353,-1000.82843,,,,133.61578,1312.51550,-843.52966,,,,308.70212,1207.69727,-1054.31287,-172.68526,1133.62830,-789.12836,364.60419,973.36975,-977.10461,-110.60201,886.77081,-703.71436,265.14020,934.54150,-942.52032,68.79351,937.03668,-757.34717,5.36367,966.98895,-1106.68152,178.00577,472.07217,-1024.83386,125.30624,500.22678,-762.28583,-44.52827,114.72272,-1230.29187,133.10248,80.97085,-813.59351,NA,P5,25
4,0.03,230.88678,1496.51001,-1025.65649,190.55630,1646.59521,-812.43317,,,,,,,-14.54821,1504.71802,-996.09216,-12.08388,1586.47339,-712.10876,136.08075,1313.69592,-839.52557,,,,312.99985,1209.15479,-1048.78284,-168.57968,1133.19165,-783.94800,367.92883,975.82703,-972.03680,-107.25571,887.59735,-699.14301,268.16855,934.56519,-936.44025,73.32241,938.00262,-751.86810,9.70334,967.87030,-1100.76050,180.26874,473.38150,-1021.71948,122.48901,498.79047,-760.20068,-40.62727,117.74065,-1228.18262,133.06889,80.67915,-813.04541,NA,P5,25
5,0.04,233.59737,1497.91492,-1020.35492,192.59792,1647.35767,-806.01538,,,,,,,-11.87964,1505.52856,-990.64038,272.50888,937.44910,-931.76062,140.15425,1314.33118,-835.00043,,,,315.15021,1210.98083,-1044.89282,-166.92508,1133.38525,-779.56995,371.47388,977.59906,-967.01154,-105.04861,887.51685,-695.05682,,,,75.36446,937.66602,-747.47900,13.70140,969.14417,-1096.36145,182.47302,475.01263,-1017.79242,118.53366,496.76996,-757.79010,-37.48937,120.21515,-1227.76074,133.06889,80.67915,-813.04541,NA,P5,25
6,0.05,236.35985,1498.89099,-1014.86658,194.52122,1647.73413,-800.48315,,,,,,,-9.42938,1506.60767,-986.34735,-8.22735,1586.22034,-701.62085,142.28636,1315.03333,-830.34741,61.06355,1752.67297,-854.76404,319.28445,1212.53064,-1040.34607,-163.97881,1133.33740,-776.66711,374.89648,979.65277,-961.99225,-100.65743,887.86755,-690.24164,,,,79.34796,937.32941,-742.06567,17.92274,970.11414,-1091.07861,185.43538,475.57925,-1014.09119,115.41309,495.58615,-755.72437,-35.18910,122.35731,-1226.43848,133.06889,80.67915,-813.04541,NA,P5,25
7,0.06,238.47223,1500.49146,-1011.17480,196.40958,1648.35156,-794.68884,,,,,,,-7.01035,1506.85815,-981.30463,,,,146.94145,1316.07031,-826.21204,62.99760,1753.18176,-849.26074,322.13608,1213.32288,-1034.97852,-161.24530,1133.77820,-772.59991,378.68887,981.69397,-956.74017,-98.22908,888.57111,-685.55518,,,,80.96577,936.90833,-738.06403,21.58869,970.91516,-1086.73975,188.59262,476.59656,-1010.41779,111.95337,493.81589,-753.31091,,,,133.06889,80.67915,-813.04541,NA,P5,25
8,0.07,240.94121,1501.50391,-1006.06598,198.27736,1648.62573,-789.55139,,,,,,,-4.60113,1507.43396,-976.63983,-4.67287,1585.97754,-693.28351,148.58591,1315.82800,-821.28534,64.90251,1753.24902,-844.38965,325.24710,1215.46790,-1031.70447,-157.21976,1133.17322,-767.38892,381.21796,984.30524,-951.42413,-93.66129,888.27612,-680.83429,,,,83.72507,936.09711,-733.85156,25.38030,971.26520,-1080.76978,192.66368,477.92352,-1007.02783,107.34098,491.88477,-751.18817,-26.52331,127.45493,-1223.87280,132.21382,80.16740,-813.36444,NA,P5,25
9,0.08,243.01137,1502.73816,-1002.37109,200.10628,1649.11011,-784.08960,,,,,,,-2.43039,1507.78503,-972.38495,-2.84951,1586.20740,-688.94495,151.12131,1316.72571,-817.52490,66.77251,1753.58923,-839.55286,328.68362,1217.14465,-1027.63782,-155.26411,1133.33984,-764.09747,386.16949,986.18494,-946.69952,-90.87185,888.42572,-676.78375,,,,85.80229,934.98395,-730.03534,28.47372,972.04120,-1076.31274,202.06813,480.12149,-1003.17804,104.00809,490.22125,-748.91333,-22.51449,129.50960,-1223.68335,131.73441,79.66485,-813.29431,NA,P5,25
