Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P5,36
1,0,272.75400,1270.87891,-922.50507,,,,,,,,,,,,,,,,,,,-57.48408,1509.66785,-1175.78589,,,,-306.27823,1192.69458,-1042.68774,262.57358,1043.89771,-1068.39136,-191.91624,1056.95593,-882.67664,152.11507,912.33344,-1054.86560,-83.50835,939.06311,-934.22162,-69.84440,961.77490,-1254.68286,161.23590,476.27573,-1124.32886,-11.03669,517.45215,-841.99988,,,,-136.98106,131.58716,-996.45313,NA,P5,36
2,0.01,275.00201,1271.60681,-918.56628,,,,,,,,,,,,,,,,,,,-56.28675,1510.19373,-1172.28638,,,,-304.57947,1192.65308,-1038.91553,264.16913,1044.29626,-1067.08813,-190.60481,1056.88135,-879.51001,153.74722,912.89496,-1054.53198,-83.50063,939.63477,-931.39484,-69.13922,962.53711,-1251.97791,159.74484,476.24966,-1121.92285,-4.16970,519.54144,-838.99219,,,,-128.89304,129.05737,-986.31146,NA,P5,36
3,0.02,276.01263,1272.12744,-914.08313,,,,,,,,,,,,,,,,45.32116,1310.88403,-984.77417,-55.35142,1510.15381,-1169.41357,,,,-303.56024,1192.84607,-1034.73779,265.45563,1044.30078,-1064.85010,-189.43304,1056.71753,-874.96960,154.66980,911.71869,-1052.69189,-81.07832,939.31500,-928.22687,-68.45056,962.85718,-1248.97388,157.36812,475.32928,-1118.72803,1.41790,521.34595,-837.06934,,,,-118.37448,128.28154,-975.90967,NA,P5,36
4,0.03,276.22821,1272.41028,-909.67944,,,,,,,,,,,,,,,,47.23553,1310.94690,-982.31183,-54.14661,1510.00952,-1165.09375,,,,-302.23486,1192.84180,-1031.11597,266.19916,1045.01843,-1062.08838,-188.06920,1056.06897,-872.34637,155.32097,911.29895,-1051.35498,-79.72462,939.10150,-925.02527,-67.52741,963.18323,-1245.17444,159.81174,476.41638,-1117.17175,7.33954,523.15417,-834.68695,,,,-107.54541,124.76254,-965.92004,NA,P5,36
5,0.04,276.85263,1273.60767,-905.43158,126.89548,1557.37769,-847.73993,,,,,,,,,,,,,48.66307,1310.33752,-979.41998,-53.03452,1510.45374,-1161.62744,,,,-300.49316,1192.56030,-1027.86328,268.10947,1045.55273,-1060.90930,-185.92259,1055.67712,-868.78198,156.97728,911.87744,-1049.98608,-78.02878,939.42511,-922.15863,-66.64999,963.53394,-1241.67102,156.27539,474.89871,-1114.82043,13.20795,524.76013,-832.48615,,,,-97.89726,122.27861,-955.91199,NA,P5,36
6,0.05,277.26907,1274.34485,-901.21210,127.67609,1557.10266,-844.21045,,,,,,,,,,,,,49.95978,1310.05371,-976.28491,-51.96243,1511.27271,-1158.75720,,,,-299.39246,1193.04700,-1023.21289,269.89658,1045.65210,-1058.42126,-184.18959,1055.03271,-865.15900,158.68729,911.83868,-1047.53247,-76.96951,939.37775,-918.86237,-65.92811,963.89972,-1238.64539,156.05740,475.01520,-1112.17859,18.46502,525.74603,-830.27209,,,,-86.88731,119.89114,-944.85974,NA,P5,36
7,0.06,278.53632,1274.06787,-896.87207,-51.46033,1611.09851,-869.78876,,,,,,,,,,,,,51.73410,1310.33728,-973.31244,-50.99049,1510.86523,-1155.22559,,,,-298.39893,1193.03369,-1018.76709,271.01260,1045.92407,-1054.98059,-182.91824,1054.67139,-861.51727,159.89117,911.45569,-1046.04297,-74.93127,937.96045,-915.48328,-64.79382,964.36932,-1234.82727,154.02045,475.76517,-1109.52881,22.60072,527.43951,-828.28448,,,,-76.13134,117.88084,-935.22192,NA,P5,36
8,0.07,278.90790,1274.65991,-891.53040,,,,,,,,,,,,,,,,53.73584,1309.62585,-970.12543,-49.80079,1511.00317,-1151.16785,,,,-295.89163,1191.85156,-1015.05396,271.61456,1046.53491,-1053.84143,-181.32526,1054.53650,-857.97424,161.79858,911.53992,-1043.96240,-72.21531,938.50500,-911.64667,-63.99512,964.94342,-1231.89441,155.20256,475.74393,-1107.22156,27.58858,527.91406,-825.57300,,,,-66.54695,115.95245,-924.47430,NA,P5,36
9,0.08,280.23203,1274.91101,-886.86981,131.68874,1556.60254,-832.33655,,,,,,,,,,,,,55.29105,1309.67969,-967.80444,-48.53279,1511.38538,-1146.84717,,,,-295.27731,1192.96924,-1010.50446,273.75714,1046.77832,-1051.69141,-179.34454,1054.28333,-853.41516,163.42249,911.89728,-1041.64478,-70.56488,938.11029,-908.98792,-62.92786,965.24933,-1227.92981,152.03186,475.21405,-1103.74756,31.31155,529.16034,-822.87988,,,,-55.00239,113.44701,-913.96429,NA,P5,36
