Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P5,21
1,0,43.09266,68.70489,-1176.56470,-228.52583,1629.01709,-940.75903,,,,,,,-136.62985,1511.16736,-1205.83960,,,,-109.60465,1323.35400,-987.41492,,,,174.81090,1191.58069,-1140.13025,-406.77972,1185.49951,-1138.87573,194.73451,962.39716,-1055.80444,-351.13763,1031.78247,-963.06531,25.77614,926.96411,-996.25519,-243.49059,947.43231,-983.78571,-108.22565,962.13354,-1277.47888,63.29221,481.32568,-1061.27612,-284.38779,490.52017,-998.24066,-280.16501,92.65100,-1118.93884,,,,NA,P5,21
2,0.01,43.43174,69.31870,-1176.32422,-231.33673,1628.97791,-940.02484,,,,,,,-137.45573,1511.37195,-1203.79797,,,,-112.55149,1323.56226,-986.69843,,,,173.38989,1193.41931,-1141.03320,-407.90927,1185.25012,-1139.44983,192.39606,963.34473,-1052.05835,-353.35019,1031.18762,-963.29706,24.41172,927.40100,-994.21887,-246.73997,946.52496,-986.05566,-108.29211,962.21313,-1276.25476,58.41697,480.95163,-1059.51306,-288.41064,492.90524,-996.21967,-284.30292,94.23402,-1117.85205,,,,NA,P5,21
3,0.02,43.66281,71.90391,-1173.98901,-234.28777,1628.45068,-938.28650,,,,,,,-138.51688,1511.57837,-1202.43335,,,,-113.69871,1323.36694,-984.75476,,,,172.95004,1192.78796,-1135.64197,-408.75494,1185.08997,-1140.39709,190.76428,964.77521,-1048.56213,-356.61197,1031.15344,-964.57422,22.93041,927.17267,-992.51093,-249.09770,947.32318,-983.37421,-108.51070,963.03729,-1275.60388,56.31613,481.20483,-1059.97974,-293.70654,494.18777,-992.37964,-285.66367,95.10062,-1116.01318,,,,NA,P5,21
4,0.03,43.66281,71.90391,-1173.98901,-237.33670,1628.37329,-937.18878,,,,,,,-139.67490,1511.65637,-1200.63879,,,,-116.87735,1323.59253,-982.76105,,,,,,,-409.91766,1185.05554,-1141.42029,189.09503,965.41199,-1045.49097,-359.71069,1030.82825,-964.81659,20.83394,926.97626,-990.47021,-250.91415,946.46613,-984.59698,-108.71411,962.74188,-1273.01880,52.35695,481.05017,-1058.77026,-297.28513,494.97113,-988.49054,-290.10440,96.90570,-1115.63757,,,,NA,P5,21
5,0.04,43.66281,71.90391,-1173.98901,-240.56500,1627.95508,-935.67529,,,,,,,-140.95853,1511.99951,-1198.89832,,,,-120.55724,1322.37854,-981.40155,,,,169.68117,1194.19604,-1131.70544,-411.09732,1184.72424,-1141.97534,187.44119,966.47168,-1042.65515,-361.77481,1030.39087,-965.64917,19.01633,926.93597,-988.77942,-254.76701,945.44897,-986.16418,-109.52206,963.56586,-1272.64648,49.17857,480.55905,-1058.36462,-302.62650,495.72449,-983.64276,-293.23419,96.66502,-1113.52734,,,,NA,P5,21
6,0.05,43.66281,71.90391,-1173.98901,-243.96773,1627.42041,-934.07489,,,,,,,-142.53038,1512.12585,-1197.14014,,,,-122.54356,1322.14551,-979.81653,,,,168.62384,1194.11902,-1127.87891,-412.48032,1184.45190,-1142.31909,185.64095,967.26984,-1039.22815,-366.12347,1030.11963,-966.50250,16.64922,926.87695,-986.32831,-256.82559,945.31207,-985.94543,-110.29005,963.46478,-1270.66089,45.04862,480.35001,-1057.91943,-304.57675,494.64941,-979.79272,-296.86127,98.25098,-1111.73267,,,,NA,P5,21
7,0.06,43.78670,70.64181,-1175.27917,-247.76923,1626.73682,-933.11993,,,,,,,-144.12836,1512.10388,-1194.58813,,,,-126.89031,1322.07190,-978.05682,,,,,,,-414.79230,1184.72583,-1143.60559,183.60429,968.94122,-1035.41028,-369.21713,1029.81189,-966.71539,13.86891,926.41235,-984.91150,-259.85349,944.81915,-984.44781,-111.20389,964.00256,-1269.42896,42.41664,480.90149,-1056.99207,-308.49377,494.45218,-974.58911,-300.95190,98.58212,-1109.88708,,,,NA,P5,21
8,0.07,43.66281,71.90391,-1173.98901,-251.58177,1626.39636,-931.85101,,,,,,,-146.17468,1511.62427,-1192.78491,,,,-129.71683,1321.55334,-976.08759,,,,163.92606,1195.65076,-1124.81360,-416.88126,1184.65723,-1144.63525,181.40326,969.69598,-1031.82397,-372.72278,1028.77820,-967.54529,11.06382,926.36182,-982.33148,-262.85245,944.99927,-985.04474,-112.29662,963.45563,-1266.65320,38.73980,480.17117,-1056.68787,-313.81915,496.01056,-971.15314,-306.73660,99.99756,-1107.12537,,,,NA,P5,21
9,0.08,43.66281,71.90391,-1173.98901,-255.55644,1625.74341,-930.65631,,,,,,,-148.41254,1511.42371,-1190.80884,,,,-133.90903,1321.25867,-974.38470,,,,162.69130,1196.00757,-1122.17908,-418.92358,1183.78943,-1145.17554,178.70164,970.67761,-1027.70703,-376.89795,1028.84131,-967.58679,9.06523,926.45160,-980.56268,-266.46088,944.34644,-985.49567,-113.47934,963.56122,-1264.70715,34.84209,480.08722,-1055.89282,-318.47778,496.80478,-967.46820,-312.74973,101.60202,-1104.99731,,,,NA,P5,21
