Frame#,Time,Headset_Front,Headset_Front_X,Headset_Front_X_X,Headset_Back,Headset_Back_X,Headset_Back_X_X,Headset_Left,Headset_Left_X,Headset_Left_X_X,Headset_Right,Headset_Right_X,Headset_Right_X_X,Left_Shoulder,Left_Shoulder_X,Left_Shoulder_X_X,Right_Shoulder,Right_Shoulder_X,Right_Shoulder_X_X,Sternum,Sternum_X,Sternum_X_X,C7,C7_X,C7_X_X,Left Elbow,Left Elbow_X,Left Elbow_X_X,Right Elbow,Right Elbow_X,Right Elbow_X_X,Left Wrist,Left Wrist_X,Left Wrist_X_X,Right Wrist,Right Wrist_X,Right Wrist_X_X,Left ASIS,Left ASIS_X,Left ASIS_X_X,Right ASIS,Right ASIS_X,Right ASIS_X_X,S2,S2_X,S2_X_X,Left Knee,Left Knee_X,Left Knee_X_X,Right Knee,Right Knee_X,Right Knee_X_X,Left Ankle,Left Ankle_X,Left Ankle_X_X,Right Ankle,Right Ankle_X,Right Ankle_X_X,Right Ankle_X_X_X,Participant,TrialNum
NA,NA,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,NA,P5,31
1,0,,,,125.26002,916.69519,-1131.38745,,,,,,,,,,,,,,,,,,,,,,-324.95370,1164.60925,-1124.04639,249.40042,951.75403,-1210.56616,-241.85574,962.13013,-998.02448,,,,-138.07719,940.32813,-1039.70715,,,,157.54520,488.99777,-1217.01172,-192.79953,454.12918,-1088.98511,,,,-287.78732,78.95719,-1227.00500,NA,P5,31
2,0.01,,,,128.78346,916.15234,-1132.57019,,,,,,,,,,,,,,,,,,,,,,-322.53119,1164.13477,-1124.49414,253.04706,951.63806,-1210.19421,-238.50574,961.08099,-997.90607,,,,-135.52701,940.36017,-1040.36829,,,,160.23695,488.95792,-1218.49573,-189.31496,453.46762,-1089.57751,,,,-287.23322,80.13445,-1225.79309,NA,P5,31
3,0.02,,,,131.59641,915.59363,-1132.37769,,,,,,,,,,,,,,,,,,,,,,-319.40704,1163.98511,-1124.73792,255.81476,951.48871,-1210.51782,-236.74484,961.15131,-998.94635,,,,-130.75441,939.40619,-1038.96570,,,,162.74971,488.29630,-1219.62268,-184.67503,452.46194,-1089.98779,,,,-286.03262,80.22944,-1225.90210,NA,P5,31
4,0.03,,,,135.49011,915.03424,-1133.44189,,,,,,,,,,,,,,,,,,,,,,-315.45480,1162.86572,-1124.46826,258.75610,951.57324,-1210.54041,-234.41719,959.70331,-999.35852,,,,-128.28345,935.06641,-1050.23096,,,,165.08028,488.26251,-1220.35046,-181.28175,453.09238,-1089.79590,,,,-285.60513,80.73170,-1225.05151,NA,P5,31
5,0.04,,,,138.39656,914.87988,-1133.57153,,,,,,,,,,,,,,,,,,,,,,-313.53909,1163.19312,-1124.39050,262.04974,951.96515,-1210.37329,-232.09814,959.05414,-998.88214,,,,-123.93671,937.86914,-1039.23975,,,,167.77997,488.33377,-1221.43518,-179.27420,452.79120,-1086.75391,,,,-285.16632,81.43839,-1224.55237,NA,P5,31
6,0.05,,,,141.42719,913.53674,-1135.90747,,,,,,,,,,,,,,,,,,,,,,-309.40707,1162.08594,-1124.05518,264.93637,951.65845,-1210.97266,-229.73103,957.65955,-999.71411,,,,-120.47744,937.01154,-1039.73999,,,,169.69832,486.94168,-1221.87817,-175.61401,453.77695,-1081.67175,,,,-284.32025,82.89854,-1223.61633,NA,P5,31
7,0.06,,,,144.69333,912.97717,-1136.44775,,,,,,,,,,,,,,,,,,,,,,-307.00012,1162.07947,-1124.16785,268.20718,952.11389,-1211.16089,-227.10422,957.22345,-999.31866,,,,-115.54013,937.12402,-1038.45007,,,,173.56274,487.19977,-1223.48975,-173.93851,454.23239,-1077.88635,,,,-283.86237,83.59717,-1222.88184,NA,P5,31
8,0.07,,,,147.76451,913.03461,-1137.27173,,,,,,,,,,,,,,,,,,,,,,-304.92938,1161.41919,-1124.02856,271.16467,951.65082,-1210.82410,-224.97540,956.39349,-999.68073,,,,-112.69176,935.58264,-1040.41003,,,,175.80940,485.65784,-1223.42908,-172.08133,454.96964,-1073.47168,,,,-282.83517,85.26997,-1222.50317,NA,P5,31
9,0.08,,,,150.39857,912.27228,-1138.29504,,,,,,,,,,,,,,,,,,,,,,-301.53165,1161.28857,-1123.82996,274.23953,952.27008,-1210.80334,-221.65149,956.25952,-998.69312,,,,-108.76655,933.99072,-1039.78174,,,,179.78702,486.00174,-1224.60742,-168.06516,453.42245,-1068.49670,,,,-282.16687,87.89315,-1222.07849,NA,P5,31
10,0.09,,,,153.59192,911.38330,-1138.98877,,,,,,,,,,,,,-80.60255,1614.14832,-1009.87506,,,,,,,-298.16785,1160.00977,-1123.39905,277.41730,952.76556,-1212.00293,-219.07043,955.54596,-998.20642,,,,-104.53775,933.83453,-1041.64233,,,,180.80992,484.08270,-1225.62659,-164.85593,453.60965,-1061.93970,,,,-281.19235,89.85194,-1220.39893,NA,P5,31
11,0.1,,,,156.24551,910.24194,-1139.77332,,,,,,,,,,,,,-78.27157,1613.62341,-1008.68127,,,,,,,-295.68372,1160.35413,-1124.04443,280.60794,952.15106,-1210.71399,-217.35477,954.45020,-999.26996,,,,-101.93949,932.84534,-1041.35693,,,,185.33635,485.16666,-1226.66064,-158.83600,452.95486,-1055.93665,,,,-279.21918,92.25967,-1218.21594,NA,P5,31
12,0.11,,,,158.73607,910.17035,-1140.37793,,,,,,,,,,,,,-76.04668,1613.50403,-1008.15173,,,,,,,-291.60934,1159.18103,-1123.42896,283.74149,952.76453,-1211.26892,-214.71780,954.25366,-998.80334,,,,-96.50930,931.08582,-1041.25403,,,,188.19238,484.23303,-1226.99304,-153.27275,452.63089,-1049.60889,,,,-278.06839,95.64362,-1217.45996,NA,P5,31
13,0.12,,,,161.73604,909.23969,-1140.96033,,,,,,,,,,,,,-73.80347,1613.38660,-1007.64606,,,,,,,-289.12228,1159.22937,-1123.24585,286.93011,952.63873,-1211.53625,-211.90256,953.83087,-997.87622,,,,-93.99331,930.12976,-1041.67542,,,,191.57164,483.58984,-1228.49622,-146.95900,452.97195,-1043.49792,,,,-276.83496,99.12155,-1215.49146,NA,P5,31
