"Frame#","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z","NA_C60","Participant","TrialNum","VisibleMarkers"
1,0,"","","","-33.93016","1654.60291","2361.17676","-156.53696","1586.86426","2274.62012","","","","-235.88754","1361.26660","2337.10864","123.19715","1393.64197","2396.65625","","","","-61.28724","1441.08899","2407.02954","-292.10651","1028.34351","2382.42310","206.75691","1063.20325","2495.70068","-234.89758","834.35638","2326.79688","","","","","","","","","","-47.30374","1006.55676","2557.10571","","","","149.40118","520.79285","2321.84155","-108.97276","178.00591","2622.77832","168.21375","184.38066","2287.06152",NA,"P3",30,12
2,0.01,"","","","-31.39699","1653.89148","2356.52612","-154.20987","1586.12451","2270.39990","","","","-234.16167","1360.75256","2333.77661","125.50120","1392.78833","2392.20703","","","","-58.99671","1439.87512","2402.83472","-290.26324","1028.11829","2377.23145","208.14955","1062.28455","2492.11304","-234.12766","835.53571","2317.43970","231.81760","860.98700","2393.99146","","","","","","","-45.58343","1005.50977","2552.60522","","","","150.39659","518.87506","2316.84668","-108.76658","177.84927","2622.45215","169.26033","184.41109","2279.43091",NA,"P3",30,13
3,0.02,"","","","-29.11049","1653.99414","2351.97168","-151.74374","1585.55688","2265.79321","","","","-231.79710","1359.93066","2328.84497","127.33691","1392.00830","2388.47192","","","","-57.11212","1439.39087","2398.63135","-288.28787","1027.86780","2372.73730","210.10780","1061.34021","2487.71387","-232.21530","833.54797","2316.71582","233.39697","860.78900","2391.43945","","","","","","","-43.53669","1004.49377","2547.22461","","","","151.90794","518.48682","2313.64233","-108.68994","178.11072","2622.47070","170.61012","183.77086","2272.56812",NA,"P3",30,13
4,0.03,"","","","-26.86126","1653.32910","2347.77759","-149.65431","1584.79846","2261.77661","","","","-229.94478","1359.94482","2324.93921","129.63867","1391.40173","2384.09668","","","","-54.96058","1438.37292","2394.62622","-286.45462","1027.18420","2368.93896","211.65709","1060.49805","2483.62671","-230.48007","832.80145","2311.35791","234.73898","857.71124","2388.41431","","","","","","","-40.79773","1003.31744","2541.76660","","","","153.03453","516.30219","2308.73071","-108.13315","178.73726","2621.43433","172.17307","183.40358","2266.70898",NA,"P3",30,13
5,0.04,"","","","-24.42467","1653.13086","2342.88916","-147.50980","1584.43542","2257.52612","","","","-227.39468","1358.90088","2319.73682","131.82535","1389.93213","2379.94678","","","","-52.62975","1437.73413","2390.21338","-284.68042","1026.38232","2362.96289","213.08780","1060.10718","2480.27051","-228.95183","832.42218","2309.23779","237.06836","858.13568","2384.53003","","","","","","","-38.57060","1002.41248","2536.67627","","","","154.14313","515.34485","2303.51221","-108.27872","178.97003","2620.50562","172.23703","182.00465","2260.29468",NA,"P3",30,13
6,0.05,"","","","-21.66385","1652.76624","2337.44971","-145.07451","1583.69702","2253.26685","","","","-225.36855","1358.75903","2315.55640","134.05966","1389.44104","2375.09766","","","","-49.88744","1436.63782","2385.58667","-282.39618","1026.25171","2358.21143","215.35429","1059.38855","2475.45410","-227.24506","831.79816","2301.24121","238.87810","856.72217","2381.13452","","","","","","","-36.34695","1001.64471","2531.66406","","","","155.33458","514.09406","2298.38892","-107.70271","179.13460","2620.45630","172.97449","179.84755","2256.80347",NA,"P3",30,13
7,0.06,"","","","-19.34179","1652.21289","2333.00635","-142.72046","1583.19897","2248.80298","","","","-223.16039","1358.13721","2311.43628","136.42451","1388.24524","2370.39990","","","","-47.42250","1436.36328","2381.04443","-280.42334","1026.07983","2353.57520","217.12093","1058.01184","2470.85376","-225.60394","832.30670","2293.83862","240.19955","855.08813","2378.57642","","","","","","","-33.86821","1001.02472","2526.40381","","","","156.40862","512.30603","2293.07446","-107.64443","179.45319","2619.45020","173.36076","178.92580","2255.62915",NA,"P3",30,13
8,0.07,"","","","-16.94666","1651.98230","2327.78467","-140.29108","1582.44849","2243.91919","","","","-221.36035","1358.38831","2307.10034","138.61531","1387.60681","2365.77661","","","","-45.07332","1435.57153","2376.81372","-278.32562","1025.29797","2348.76074","219.05550","1057.04761","2465.81689","-224.09737","831.39832","2290.49756","242.75308","855.63690","2372.37476","","","","","","","-30.75237","999.55457","2520.23315","","","","157.53575","511.48218","2288.08545","-107.05033","179.64629","2618.93945","173.31633","177.68239","2254.44336",NA,"P3",30,13
9,0.08,"","","","-14.04398","1651.54224","2322.47168","-137.69865","1581.91162","2238.96436","","","","-218.78302","1357.41541","2301.78564","140.99530","1386.86987","2360.68506","","","","-42.88507","1434.80933","2372.37402","-276.40250","1024.66101","2343.18018","221.16586","1056.93054","2461.36377","-222.28464","831.29834","2286.29932","244.38940","852.65570","2370.79126","","","","","","","-27.96612","998.94678","2514.69800","-112.47339","482.84512","2479.93311","158.22878","510.21002","2281.56909","-106.62605","180.37457","2618.25781","173.49991","174.93343","2253.51855",NA,"P3",30,14
10,0.09,"","","","-11.52376","1650.88672","2317.35596","-135.59343","1581.35315","2234.68457","","","","-216.59259","1357.65601","2296.91016","143.46176","1385.83118","2355.62451","","","","-39.90973","1433.83923","2366.67529","-274.31049","1024.78137","2338.02148","223.35405","1055.54138","2456.23096","-220.59644","830.97559","2276.86328","247.10922","853.02185","2364.35254","","","","","","","-25.27535","998.57019","2509.08545","-112.06441","480.89630","2476.57080","159.52484","508.82874","2276.22119","-106.44926","180.76367","2618.10376","171.94992","174.15300","2249.47290",NA,"P3",30,14
11,0.1,"","","","-9.22468","1651.04285","2312.60400","-133.18117","1580.76758","2229.95679","","","","-214.08852","1357.07654","2291.54004","145.88507","1385.49561","2350.01147","","","","-37.49783","1433.16809","2361.85425","-271.87262","1024.90613","2333.13623","225.10512","1054.59192","2450.82642","-219.05310","830.56299","2274.73169","248.75014","851.34711","2361.06226","","","","","","","-21.82733","997.33081","2502.56665","-109.54994","481.71622","2472.99390","160.26413","507.68149","2272.34204","-105.78456","181.94936","2616.79980","172.00453","173.68756","2246.46851",NA,"P3",30,14
12,0.11,"","","","-6.43813","1650.50488","2307.19336","-130.49731","1580.50488","2224.76367","","","","-211.74171","1356.74243","2286.14722","148.84995","1384.29846","2344.06616","","","","-35.02357","1432.85107","2356.68335","-269.58060","1024.57544","2328.37720","227.55914","1054.22461","2445.52930","-217.18925","829.22040","2270.47192","251.30222","851.08679","2352.97852","","","","","","","-19.40678","997.21271","2497.27734","-107.25236","481.70566","2469.37183","161.05688","506.83826","2264.71777","-107.03819","184.51503","2617.13135","172.25595","171.92012","2244.84033",NA,"P3",30,14
13,0.12,"","","","-3.59226","1650.00940","2301.93091","-127.91023","1579.98547","2219.57422","","","","-209.14764","1356.90100","2280.90405","151.20380","1383.54675","2338.45752","","","","-32.06456","1431.86670","2350.91943","-266.82904","1023.50702","2322.41699","229.73080","1053.76550","2440.09399","-215.64594","830.72888","2261.45239","253.13658","850.88489","2345.84839","","","","","","","-15.64424","995.66382","2489.99365","-106.27426","479.15692","2463.50293","162.43588","507.26212","2261.22070","-104.59786","182.83917","2614.74292","172.48750","170.57997","2243.33057",NA,"P3",30,14
