"Frame#","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z","NA_C60","Participant","TrialNum","VisibleMarkers"
1,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-148.60368","761.32501","-1544.17090","-647.33752","770.14636","-1574.55920","-288.26526","804.62317","-1551.07861","","","","","","","","","","-557.63483","425.53290","-1491.04919","","","","-526.98920","114.47061","-1633.35291",NA,"P3",34,5
2,0.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-148.79024","762.17175","-1536.10901","-651.44708","770.72675","-1572.68799","-289.02380","804.58881","-1547.75806","","","","","","","","","","-559.38458","427.62039","-1484.83960","","","","-529.73480","117.77094","-1619.57129",NA,"P3",34,5
3,0.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-147.71539","762.14362","-1532.10876","-653.59882","771.24695","-1572.86133","-289.86942","804.15649","-1544.87866","","","","","","","","","","-561.89471","430.67184","-1476.53149","","","","-531.14984","115.77980","-1616.09717",NA,"P3",34,5
4,0.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-147.97034","761.35168","-1527.49878","-654.11859","770.57452","-1575.04395","-291.42081","803.28821","-1540.24121","","","","","","","","","","-563.69244","431.85889","-1474.51379","","","","-534.18079","117.42257","-1597.85571",NA,"P3",34,5
5,0.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-148.47752","762.33844","-1523.26904","-655.96222","770.71661","-1572.91980","-291.94736","802.51923","-1538.28442","","","","","","","","","","-566.89679","433.92572","-1469.33569","","","","-535.98163","115.83686","-1592.70789",NA,"P3",34,5
6,0.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-148.53241","761.72919","-1521.80237","-659.49817","770.92230","-1572.50525","-292.84207","801.65955","-1534.55286","","","","","","","","","","-568.59241","433.68658","-1470.53967","","","","-538.62842","114.65958","-1578.87280",NA,"P3",34,5
7,0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-149.87965","761.09839","-1515.24182","-661.58368","769.17908","-1577.41748","-293.69470","801.66388","-1531.04688","","","","","","","","","","-571.28320","436.28503","-1462.26587","","","","-542.56738","115.33155","-1566.23132",NA,"P3",34,5
8,0.07,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-149.72505","760.43213","-1514.18542","-663.02509","767.97375","-1576.48523","-295.84195","802.49866","-1523.49158","","","","","","","","","","-572.37750","437.01523","-1460.33582","","","","-544.97681","114.53070","-1553.18152",NA,"P3",34,5
9,0.08,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-150.36026","759.73950","-1509.94434","-664.74774","768.16815","-1575.24097","-296.43552","801.79144","-1521.94482","","","","","","","","","","-574.97198","439.62180","-1449.46313","","","","-548.15063","111.14665","-1542.30945",NA,"P3",34,5
10,0.09,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-150.94070","758.87189","-1504.97852","-667.49060","767.97339","-1571.37988","-297.60034","799.80780","-1519.59119","","","","","","","","","","-576.21350","440.16180","-1443.70996","","","","-551.97858","111.02279","-1528.15771",NA,"P3",34,5
