"Frame#","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z","NA_C60","Participant","TrialNum","VisibleMarkers"
1,0,"","","","","","","","","","","","","","","","","","","-473.23712","1156.15088","-1517.61768","","","","-222.21971","941.46741","-1609.98633","","","","-272.60931","747.92267","-1541.57776","-748.13965","766.75885","-1591.68481","-381.27832","795.20728","-1551.92859","","","","","","","","","","-651.03564","428.56516","-1478.09326","","","","-647.52832","89.26945","-1498.43640",NA,"P3",8,7
2,0.01,"","","","","","","","","","","","","","","","","","","-475.67120","1156.12415","-1511.41040","","","","-223.02936","940.45471","-1604.60974","","","","-273.48514","747.20618","-1539.01758","-750.61127","766.01379","-1587.24036","-382.91110","794.96594","-1545.42627","","","","","","","","","","-652.94489","427.66907","-1476.02124","","","","-651.60004","89.34346","-1481.88184",NA,"P3",8,7
3,0.02,"","","","","","","","","","","","","","","","","","","-477.37259","1155.23279","-1507.44617","","","","-223.84604","939.45392","-1599.20435","","","","-275.02902","746.15021","-1534.23718","-752.52570","765.28412","-1585.23987","-384.35706","795.33044","-1538.06433","","","","","","","","","","-654.48889","428.70975","-1470.25415","","","","-656.41156","87.48270","-1467.58496",NA,"P3",8,7
4,0.03,"","","","","","","","","","","","","","","","","","","-478.00446","1152.28955","-1507.96387","","","","-225.50987","939.77820","-1595.83289","","","","-275.97119","744.54865","-1530.71985","-753.49365","762.13104","-1583.07715","-384.89093","795.11096","-1536.33325","","","","","","","","","","-656.15674","426.90686","-1466.80078","","","","-661.02631","86.23602","-1453.39807",NA,"P3",8,7
5,0.04,"","","","","","","","","","","","","","","","","","","-481.71707","1152.54199","-1496.76501","","","","-227.37198","939.42322","-1591.23975","","","","-278.00891","745.46814","-1522.39990","-755.14984","761.65564","-1577.68250","-386.40668","793.67017","-1531.46851","","","","","","","","","","-658.42773","425.86270","-1461.54224","","","","-666.19495","85.91566","-1442.84021",NA,"P3",8,7
6,0.05,"","","","","","","","","","","","","","","","","","","-482.86365","1149.34570","-1495.57129","","","","-228.23697","937.49640","-1583.92651","","","","-278.16519","744.27509","-1522.06396","-756.64740","761.31689","-1571.66333","-387.82071","792.06281","-1526.97205","","","","","","","","","","-660.76984","424.27081","-1460.09497","","","","-671.09149","85.10292","-1430.97803",NA,"P3",8,7
7,0.06,"","","","","","","","","","","","","","","","-644.70618","1287.16125","-1625.99426","-484.96463","1149.78491","-1489.37537","","","","-230.03400","937.83484","-1580.52783","","","","-279.80182","742.70752","-1517.05493","-758.06836","758.75195","-1568.43323","-389.31543","792.95697","-1520.29102","","","","","","","","","","-663.21429","421.93378","-1460.27234","","","","-675.49768","85.33285","-1416.55725",NA,"P3",8,8
8,0.07,"","","","","","","","","","","","","","","","-647.48730","1286.68018","-1621.39001","-487.55399","1147.86499","-1483.52893","","","","-232.09822","937.52802","-1575.79187","","","","-280.84772","740.89160","-1514.43726","-761.14337","759.78491","-1559.44421","-390.59171","792.29712","-1514.35364","","","","","","","","","","-664.54303","423.39511","-1445.94873","","","","-679.94592","87.32589","-1401.72644",NA,"P3",8,8
9,0.08,"","","","","","","","","","","","","","","","-649.22961","1283.99353","-1613.34338","-489.16971","1146.63464","-1479.47913","","","","-233.12109","935.65564","-1568.35632","","","","-282.59988","739.90271","-1507.92126","-762.59509","757.82178","-1556.51196","-392.55429","792.03503","-1507.33215","","","","","","","","","","-667.04553","420.46024","-1446.27515","","","","-683.52966","89.09553","-1388.34839",NA,"P3",8,8
10,0.09,"","","","","","","","","","","","","","","","-651.82941","1284.11633","-1610.23120","-491.31006","1147.09827","-1471.72937","","","","-235.33592","936.25775","-1565.38977","","","","-283.48181","738.36548","-1505.67188","-764.96613","755.91278","-1553.84631","-394.25159","791.15375","-1502.68542","","","","","","","","","","-668.37878","420.56226","-1440.80493","","","","-687.87738","88.87068","-1377.90601",NA,"P3",8,8
11,0.1,"","","","","","","","","","","","","-299.30753","1267.71228","-1540.10547","-654.05341","1280.93591","-1600.75500","-493.22681","1145.85901","-1464.73438","","","","-237.15004","934.84119","-1558.06250","","","","-286.25674","739.26910","-1494.87537","-767.55701","754.47351","-1548.50928","-395.36536","789.18701","-1498.74609","","","","","","","","","","-670.62738","417.91040","-1441.13049","","","","-690.63025","87.88264","-1372.39648",NA,"P3",8,9
12,0.11,"","","","","","","","","","","","","-301.49866","1267.23926","-1535.18530","-656.78156","1281.09387","-1597.68799","-495.67355","1144.85938","-1457.36938","","","","-238.92352","934.61450","-1553.50562","","","","-287.52658","736.60883","-1491.46533","-768.70831","750.95093","-1550.76843","-397.70264","789.74036","-1490.88049","","","","","","","","","","-672.66626","415.67499","-1436.77039","","","","-693.91382","86.31191","-1367.04004",NA,"P3",8,9
13,0.12,"","","","","","","","","","","","","-304.82584","1266.90515","-1529.69312","-658.90265","1280.54199","-1593.90076","-498.28711","1142.67249","-1453.59595","","","","-241.76402","934.45490","-1548.19336","","","","-289.25055","736.61462","-1486.45142","-771.92023","750.84473","-1539.90649","-400.15698","788.13922","-1486.57617","","","","","","","","","","-674.24597","415.27557","-1433.07263","","","","-696.81024","87.37756","-1355.80371",NA,"P3",8,9
14,0.13,"","","","","","","","","","","","","-307.19229","1266.56677","-1524.64685","-661.98236","1278.21790","-1585.03943","-501.03888","1142.66980","-1449.17542","","","","-243.61844","932.86536","-1540.68958","","","","-291.17734","736.94598","-1479.31213","-773.03479","748.65088","-1536.69238","-402.10349","785.86456","-1481.94836","","","","","","","","","","-677.89453","413.47287","-1426.09302","","","","-698.29742","85.76590","-1352.80188",NA,"P3",8,9
15,0.14,"-375.42001","69.72832","-1761.48254","","","","","","","","","","-310.70724","1265.88721","-1518.03345","-664.83752","1278.98450","-1583.13647","-504.18222","1139.51196","-1446.52234","","","","-246.59268","932.65515","-1534.99231","","","","-292.73291","734.72784","-1474.38074","-775.00342","747.97449","-1524.76758","-404.18082","785.47906","-1470.41858","","","","","","","","","","-680.28003","411.36081","-1425.53491","","","","-700.31250","83.70274","-1347.56970",NA,"P3",8,10
16,0.15,"-375.51044","69.64133","-1761.97925","","","","","","","","","","-312.79041","1263.72644","-1508.28308","-668.27802","1276.04590","-1572.42090","-506.97397","1139.96069","-1439.08447","","","","-248.55533","932.69122","-1530.23816","","","","-295.53281","735.82410","-1463.96423","-777.05981","746.63123","-1521.52319","-406.94687","783.18585","-1473.84058","","","","","","","","","","-683.19928","410.75491","-1419.50647","","","","-701.11536","83.48272","-1343.35400",NA,"P3",8,10
17,0.16,"-375.64203","69.52248","-1762.70361","","","","","","","","","","-315.99249","1264.26599","-1504.30408","-671.29126","1276.37756","-1569.13391","-510.13687","1140.24817","-1427.83728","","","","-251.80939","931.77869","-1522.48926","","","","-297.17038","734.38123","-1458.15271","-778.89294","745.02167","-1508.58752","-409.88699","780.78918","-1469.61743","","","","","","","","","","-684.80896","411.54825","-1404.72229","","","","-702.21564","81.63348","-1339.65222",NA,"P3",8,10
18,0.17,"-376.23676","70.67145","-1761.99670","","","","","","","","","","-320.22794","1263.98438","-1497.45447","-673.91278","1273.52307","-1559.30505","-512.07745","1138.92773","-1422.69189","","","","-254.22095","931.67719","-1516.75854","","","","-299.40543","734.54370","-1451.18750","-781.45935","744.63257","-1508.02222","-413.06631","781.75092","-1459.25317","","","","","","","","","","-687.98474","408.32175","-1406.93286","","","","-702.95239","78.80502","-1337.78259",NA,"P3",8,10
19,0.18,"-376.39932","70.55149","-1762.89685","","","","","","","","","","-322.58701","1262.93481","-1489.27112","-677.33850","1273.42334","-1554.27637","-515.05774","1138.82422","-1414.61926","","","","-256.93234","930.13635","-1506.47839","","","","-301.26672","732.54077","-1444.63416","-784.59113","740.61407","-1502.73840","-415.32758","781.37439","-1449.94812","","","","","","","","","","-689.54980","407.43372","-1398.04187","","","","-703.01086","77.89024","-1333.79810",NA,"P3",8,10
20,0.19,"-376.54810","70.66982","-1763.76965","","","","","","","","","","-326.04272","1263.01477","-1482.94910","-681.19867","1271.44666","-1544.32251","-519.70740","1137.46606","-1406.23083","","","","-259.93112","930.31909","-1500.22815","","","","-304.54471","734.60748","-1434.86841","-786.26715","740.58026","-1492.03076","-418.54437","779.85187","-1437.96106","","","","","","","","","","-691.78113","407.27585","-1390.47412","","","","-702.67865","77.51215","-1331.52576",NA,"P3",8,10
21,0.2,"-377.86661","73.62439","-1759.26685","","","","","","","","","","-330.01566","1262.68213","-1474.69946","-684.01654","1271.86670","-1540.26245","-523.35150","1137.76331","-1401.61365","","","","-263.38889","930.81378","-1494.33508","","","","-306.84805","733.02643","-1432.85620","-790.02020","737.45941","-1493.31946","-420.82190","779.99988","-1429.37317","-504.44312","545.25537","-1102.21350","","","","","","","-692.94623","406.84854","-1385.94641","","","","-701.96680","75.88156","-1329.09607",NA,"P3",8,11
22,0.21,"-378.29263","75.79219","-1758.59534","","","","","","","","","","-332.58807","1262.78491","-1467.86865","-687.43591","1271.86169","-1534.29944","-526.29791","1137.16797","-1395.22314","","","","-267.48047","930.20349","-1485.20654","","","","-311.30756","733.22791","-1424.22888","-791.73730","737.89825","-1486.02502","-424.89310","778.64502","-1424.02075","-508.24118","546.22076","-1095.06555","","","","","","","-694.49768","408.43985","-1371.92676","","","","-701.72461","75.78468","-1324.72119",NA,"P3",8,11
23,0.22,"-379.75052","80.37908","-1752.21033","","","","","","","","","","-336.02838","1263.13599","-1460.47864","-691.09985","1270.82715","-1525.41553","-529.76544","1138.12988","-1383.84412","","","","-271.61679","931.20673","-1478.79004","","","","-314.02188","734.28552","-1408.14429","-794.36597","737.41608","-1476.07495","-429.13602","778.24469","-1415.57056","-512.24921","547.05157","-1087.28284","","","","","","","-696.22351","408.64255","-1370.11011","","","","-701.52301","74.04663","-1321.93176",NA,"P3",8,11
24,0.23,"-379.28204","82.09179","-1751.48047","-532.75507","1434.71375","-1259.14026","","","","","","","-340.00851","1263.04724","-1451.27734","-693.89856","1271.49585","-1520.57935","-532.68463","1138.68433","-1377.32874","","","","-274.82733","930.86621","-1470.12012","","","","-317.76721","734.46979","-1401.68628","-796.19666","737.23273","-1468.50220","-433.52899","778.39270","-1409.06763","-516.14417","548.18903","-1079.27466","","","","","","","-697.75690","411.64963","-1355.93542","","","","-701.73840","73.90105","-1319.56885",NA,"P3",8,12
25,0.24,"-379.74255","83.81830","-1750.15161","-537.05115","1435.34106","-1252.55090","","","","","","","-343.40027","1263.52869","-1443.36316","-697.22882","1271.75696","-1513.70105","-536.98035","1137.51099","-1374.77039","","","","-278.36508","931.44849","-1461.84558","","","","-321.35046","734.98236","-1392.85950","-798.14270","735.97363","-1460.47900","-436.11978","779.09552","-1401.80432","-519.92456","549.60754","-1070.95251","","","","-515.24182","1007.54462","-752.71350","-699.44019","408.49490","-1356.12463","","","","-702.50629","75.00948","-1314.55408",NA,"P3",8,13
26,0.25,"-381.19193","86.48482","-1746.37720","-541.26385","1436.35303","-1245.51672","","","","","","","-346.80215","1265.31702","-1437.89453","-701.17883","1272.41223","-1506.48022","-540.34314","1137.01807","-1369.75476","","","","-281.77927","932.29877","-1452.85632","","","","-325.34830","734.59131","-1382.29907","-798.99066","738.35516","-1448.76379","-440.58817","778.89191","-1394.54553","-523.85559","550.78027","-1062.10437","","","","-519.54395","1009.85864","-747.07257","-700.89471","410.28079","-1347.75269","","","","-703.59491","75.74001","-1311.85779",NA,"P3",8,13
27,0.26,"","","","-545.61975","1437.44397","-1238.44116","","","","","","","-350.25656","1265.98145","-1429.32483","-704.50146","1271.99304","-1496.98535","-544.12415","1140.12854","-1358.44385","","","","-286.64737","932.73273","-1443.52942","","","","-330.52716","734.45416","-1382.75195","-802.15082","738.55688","-1443.04468","-445.15726","779.35907","-1385.38416","","","","","","","","","","-701.96344","414.87503","-1331.09387","","","","-704.65234","74.78246","-1309.43420",NA,"P3",8,10
28,0.27,"","","","-549.94739","1438.56921","-1230.88452","","","","","","","-354.23355","1266.18762","-1418.98706","-707.50983","1273.74146","-1492.15979","-548.09509","1141.24866","-1349.69568","","","","-290.12805","933.78296","-1435.54468","","","","-335.21246","737.38293","-1367.18262","-803.84119","738.23889","-1433.42114","-449.31265","778.72675","-1379.83032","","","","","","","-409.31757","379.49091","-1557.06616","-704.75562","413.61389","-1327.35413","","","","-705.57019","74.46958","-1306.77014",NA,"P3",8,11
29,0.28,"","","","-554.28143","1439.92395","-1223.66418","","","","","","","-358.57974","1268.28320","-1412.65283","-711.12158","1276.06116","-1487.66113","-553.21411","1143.02332","-1344.37988","","","","-294.53278","935.27209","-1427.17249","","","","-339.39087","739.14777","-1356.87952","-807.25397","738.61127","-1431.21533","-452.64044","780.03546","-1369.70361","","","","","","","-410.82263","377.46857","-1553.82263","-706.59711","412.01614","-1326.41260","","","","-706.24890","73.23927","-1306.13501",NA,"P3",8,11
30,0.29,"","","","-558.41461","1441.56189","-1216.61523","","","","","","","-362.07422","1269.08899","-1403.60754","-714.61768","1276.89771","-1479.85144","-557.43457","1144.55261","-1333.75146","","","","-297.83728","936.52606","-1418.50330","","","","-342.90234","740.62469","-1348.37683","-811.33051","741.07593","-1420.74451","-456.36646","782.44904","-1363.48889","","","","","","","-414.75778","379.62244","-1542.09326","-708.43579","414.41531","-1314.57971","","","","-706.36420","71.04868","-1308.20996",NA,"P3",8,11
31,0.3,"","","","-562.54309","1443.25732","-1208.94824","","","","","","","-365.95264","1271.11621","-1397.41833","-718.57861","1278.87244","-1473.24951","-560.51813","1146.10876","-1324.84973","","","","-301.60272","936.64209","-1405.93799","","","","-348.73709","742.95508","-1339.32068","-812.96912","742.42126","-1407.62744","-460.31021","783.44275","-1354.14465","","","","","","","-416.12668","379.07748","-1533.94006","-711.27039","413.72861","-1310.69727","-386.33282","104.54167","-1724.41663","-707.47491","71.24851","-1305.18274",NA,"P3",8,12
32,0.31,"","","","-566.51917","1445.00269","-1201.95740","","","","","","","-369.83603","1273.20056","-1391.01587","-722.29156","1281.36951","-1468.30823","-564.47095","1146.91260","-1323.75720","","","","-306.39200","939.23108","-1399.37378","","","","-353.93912","744.25720","-1327.72607","-816.52887","745.78040","-1401.61963","-464.75009","783.90802","-1346.77161","","","","","","","-418.68527","379.90692","-1523.17615","-713.92346","412.90353","-1309.74976","-387.13010","107.81797","-1722.57092","-707.74829","69.48013","-1307.35400",NA,"P3",8,12
33,0.32,"-547.34509","1020.87036","-688.13361","-570.33319","1447.12512","-1194.75110","","","","","","","-373.68082","1274.77637","-1383.29675","-725.40289","1283.43530","-1462.67126","-569.21698","1149.14905","-1317.01453","","","","-310.91147","941.68121","-1391.46521","","","","-359.10541","746.35901","-1320.19836","-819.23584","745.12830","-1397.53137","-468.20673","786.92084","-1339.43579","","","","","","","-422.40817","382.24054","-1510.59924","-715.98499","412.51834","-1304.91809","-390.26743","113.82295","-1712.88647","-708.54810","69.50209","-1306.05566",NA,"P3",8,13
