"Frame#","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z","NA_C60","Participant","TrialNum","VisibleMarkers"
1,0,"","","","","","","","","","","","","-317.98032","1286.34460","-1444.47400","-671.83319","1296.72961","-1518.69324","","","","","","","-247.60077","952.88269","-1442.74512","","","","-287.61191","769.17358","-1348.45789","-773.51715","772.70111","-1409.08044","-427.38455","804.45764","-1373.18408","","","","","","","","","","","","","","","","","","",NA,"P3",17,6
2,0.01,"","","","","","","","","","","","","-322.29498","1287.60730","-1438.10498","-676.40625","1298.61060","-1513.05334","","","","","","","-253.11153","955.50415","-1439.09509","","","","-292.44113","770.81702","-1342.71826","-777.95612","775.27094","-1400.27148","-431.45370","806.98450","-1363.46692","","","","","","","","","","","","","","","","","","",NA,"P3",17,6
3,0.02,"","","","","","","","","","","","","-326.49933","1289.30298","-1433.31958","-680.28186","1299.73364","-1506.91443","","","","","","","-257.13455","955.87054","-1430.83801","","","","-296.55875","771.30481","-1345.68799","-782.41968","777.79272","-1388.64307","-434.50589","808.59454","-1356.57288","","","","","","","","","","","","","","","","","","",NA,"P3",17,6
4,0.03,"","","","","","","","","","","","","-331.15799","1291.06604","-1428.46301","-684.44049","1301.50476","-1502.24133","","","","","","","-262.13492","957.86285","-1426.11731","","","","-300.19647","775.33539","-1324.92041","-787.78760","780.51624","-1378.28723","-437.66031","808.92957","-1351.72156","","","","","","","","","","","","","","","","","","",NA,"P3",17,6
5,0.04,"","","","","","","","","","","","","-335.57474","1293.23242","-1425.23486","-689.04401","1303.21472","-1497.21765","","","","","","","-267.00040","958.48242","-1419.75220","","","","-304.72531","776.32684","-1319.18445","-792.14148","782.81476","-1373.25354","-440.42194","810.44507","-1344.45166","","","","","","","","","","","","","","","","","","",NA,"P3",17,6
6,0.05,"","","","","","","","","","","","","-338.14365","1291.63440","-1413.91443","-692.98608","1303.71228","-1490.31213","","","","","","","-272.04901","960.44287","-1415.70349","","","","-310.43512","779.27338","-1311.72498","-795.05475","785.21704","-1359.68030","-443.43506","811.24841","-1340.44861","","","","","","","-393.48666","386.43881","-1382.69080","","","","","","","","","",NA,"P3",17,7
7,0.06,"","","","","","","","","","","","","-342.72205","1293.26062","-1409.58240","-697.49750","1303.57031","-1481.47827","","","","","","","-276.08655","959.62677","-1405.77783","","","","-313.33154","779.78851","-1305.57385","-800.27460","787.85974","-1350.39880","-446.88843","812.76379","-1331.94189","","","","","","","-401.65714","388.17212","-1363.84607","","","","","","","","","",NA,"P3",17,7
8,0.07,"","","","","","","","","","","","","-347.20892","1294.88647","-1405.17273","-701.98480","1303.97998","-1474.07874","","","","","","","-280.10776","960.83173","-1400.60352","","","","-318.21002","780.81085","-1297.77759","-805.12390","789.25140","-1341.78027","-448.95255","813.04156","-1326.75659","","","","","","","-408.19098","389.36331","-1351.07947","","","","","","","","","",NA,"P3",17,7
9,0.08,"","","","","","","","","","","","","-350.85617","1295.17725","-1398.19763","-706.12433","1304.99817","-1468.57324","","","","","","","-284.38657","962.89087","-1398.24670","","","","-324.77078","783.36761","-1290.24365","-808.29736","789.46509","-1332.52795","-452.05518","813.29822","-1321.88684","","","","","","","-415.65726","389.55563","-1339.77673","","","","","","","","","",NA,"P3",17,7
10,0.09,"","","","","","","","","","","","","-354.75958","1296.63818","-1394.22180","-709.68915","1304.98865","-1461.41333","","","","","","","-288.07062","961.75238","-1387.82312","","","","-328.00711","784.33551","-1284.35278","-812.20477","792.01221","-1324.98938","-453.35245","815.29614","-1315.46301","","","","","","","-422.07938","392.82297","-1322.81116","","","","","","","","","",NA,"P3",17,7
11,0.1,"","","","","","","","","","","","","-357.86249","1296.83142","-1387.49243","-713.53528","1304.41785","-1452.78113","","","","","","","-292.26907","962.03247","-1381.00366","","","","-332.72128","787.04980","-1276.46570","-816.90198","792.84515","-1315.76587","-455.42960","817.17169","-1310.40942","","","","","","","-429.91388","397.55753","-1298.49500","","","","","","","","","",NA,"P3",17,7
12,0.11,"","","","","","","","","","","","","-361.76373","1296.57910","-1378.89551","-717.74274","1305.86072","-1448.13318","-558.70599","1179.67151","-1292.49951","","","","-296.62201","963.70380","-1377.76099","","","","-336.57446","787.96912","-1270.38916","-819.91296","793.13232","-1306.80908","-457.79263","817.68359","-1305.20313","","","","","","","-436.80902","400.97766","-1283.93347","","","","","","","","","",NA,"P3",17,8
