"Frame#","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z","NA_C60","Participant","TrialNum","VisibleMarkers"
1,0,"","","","","","","","","","","","","","","","-736.48047","1281.37158","-1609.48303","-564.14215","1154.50647","-1473.86145","","","","-304.54660","949.80444","-1578.05920","","","","-324.44394","763.13867","-1490.88293","-780.92676","736.11469","-1560.08667","-457.89014","814.73010","-1494.28076","","","","","","","","","","","","","-482.29257","106.71625","-1404.57971","","","",NA,"P3",35,7
2,0.01,"","","","","","","","","","","","","","","","-737.60699","1279.08411","-1601.36768","-565.21130","1154.40527","-1465.93201","","","","-304.50217","949.48187","-1574.08411","","","","-324.05350","760.65601","-1491.29712","-782.73840","737.20532","-1551.84363","-459.54370","812.93164","-1501.60474","","","","","","","","","","","","","-485.21796","102.20431","-1393.25085","","","",NA,"P3",35,7
3,0.02,"","","","","","","","","","","","","","","","-737.98071","1278.66736","-1597.97888","-566.50372","1154.44312","-1460.27844","","","","-305.32321","949.69086","-1570.88220","","","","-324.45840","760.61572","-1488.85474","-783.49060","737.10388","-1547.94702","-460.67404","811.91010","-1494.26978","","","","","","","","","","","","","-488.23450","101.11858","-1372.99646","","","",NA,"P3",35,7
4,0.03,"","","","","","","","","","","","","","","","-738.41296","1278.53174","-1595.22339","-567.21869","1152.83508","-1458.12598","","","","-305.72162","949.81390","-1567.98645","","","","-325.18607","759.93738","-1484.36157","-784.20471","737.36987","-1542.18616","-460.92783","811.48047","-1488.96191","","","","","","","","","","","","","-491.41199","98.61767","-1361.99329","","","",NA,"P3",35,7
5,0.04,"","","","","","","","","","","","","","","","-738.77502","1278.25989","-1592.20020","-567.37195","1150.69702","-1456.52197","","","","-305.95782","947.96570","-1561.31592","","","","-324.95599","757.95581","-1483.00146","-783.66864","736.07465","-1536.09033","-462.01822","810.92438","-1482.43811","","","","","","","","","","","","","-495.16507","97.72156","-1345.27893","","","",NA,"P3",35,7
6,0.05,"","","","","","","","","","","","","","","","-739.53082","1275.57068","-1583.93701","-568.76013","1151.63257","-1447.53809","","","","-306.12042","947.05756","-1556.57861","","","","-325.42810","756.88379","-1478.33264","-786.17780","733.71368","-1536.36487","-462.60959","809.22498","-1472.31067","","","","","","","","","","","","","-497.80875","98.34973","-1329.62708","","","",NA,"P3",35,7
7,0.06,"","","","","","","","","","","","","-378.12793","1278.89709","-1531.37207","-740.02972","1275.99231","-1582.04089","-569.69440","1150.97644","-1441.71338","","","","-305.88074","946.97711","-1553.59851","","","","-325.34241","756.24524","-1472.82910","-787.70978","733.18793","-1527.73450","-463.93600","806.41254","-1473.95837","","","","","","","","","","","","","-500.02396","97.58810","-1315.55688","","","",NA,"P3",35,8
8,0.07,"","","","","","","","","","","","","-378.95209","1278.06360","-1525.93408","-741.17365","1275.16675","-1576.88489","-570.54962","1149.05994","-1437.48364","","","","-306.03641","945.87268","-1548.57910","","","","-324.49490","756.41010","-1467.27173","-787.20416","734.44403","-1520.85266","-464.92661","805.11603","-1462.73914","","","","","","","","","","","","","-503.14276","98.30314","-1303.79822","","","",NA,"P3",35,8
9,0.08,"","","","","","","","","","","","","-379.37885","1276.45728","-1518.94312","-741.24304","1273.75610","-1571.77466","-571.00262","1148.49121","-1435.29700","","","","-306.27991","944.76465","-1543.60754","","","","-324.32870","754.38818","-1463.24622","-788.13055","732.25372","-1519.63770","-465.55585","804.82489","-1456.46790","","","","","","","","","","","","","-505.76840","97.42084","-1292.02039","","","",NA,"P3",35,8
10,0.09,"","","","","","","","","","","","","-380.13602","1275.81128","-1514.05994","-741.84143","1272.99817","-1566.91541","-571.86652","1146.02747","-1429.77844","","","","-306.34384","944.19080","-1539.59119","","","","-324.70526","754.00385","-1457.21533","-788.89465","729.06287","-1519.31665","-466.04816","800.15192","-1464.04529","-486.42780","422.06067","-1347.07886","","","","","","","","","","-506.53943","98.27473","-1278.04651","","","",NA,"P3",35,9
