"Frame#","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z","NA_C60","Participant","TrialNum","VisibleMarkers"
1,0,"","","","","","","","","","","","","","","","","","","","","","","","","-297.20642","959.75946","-1685.72229","","","","-327.87122","780.20551","-1584.81311","","","","","","","","","","","","","","","","-673.22534","384.70828","-1719.97107","","","","","","",NA,"P3",28,3
2,0.01,"","","","","","","","","","","","","","","","","","","","","","","","","-298.79669","959.32233","-1683.77075","","","","-329.32159","779.51892","-1582.84253","","","","","","","","","","","","","","","","-674.67334","383.03644","-1722.09583","","","","","","",NA,"P3",28,3
3,0.02,"","","","","","","","","","","","","","","","","","","","","","","","","-301.76285","958.73938","-1681.31165","","","","-331.24557","777.75079","-1582.53748","","","","","","","","","","","","","","","","-675.62158","381.07520","-1725.98254","","","","","","",NA,"P3",28,3
4,0.03,"","","","","","","","","","","","","","","","","","","","","","","","","-304.20093","959.56769","-1682.76892","","","","-334.01450","778.08453","-1578.79272","","","","","","","","","","","","","","","","-677.77954","381.36227","-1722.37671","","","","","","",NA,"P3",28,3
5,0.04,"","","","","","","","","","","","","","","","","","","","","","","","","-304.68445","955.65283","-1674.64685","","","","-336.54800","779.38287","-1574.86768","","","","","","","","","","","","","","","","-678.46545","380.53436","-1721.79016","","","","","","",NA,"P3",28,3
6,0.05,"","","","","","","","","","","","","","","","","","","","","","","","","-307.36661","955.50751","-1673.45557","","","","-339.11441","779.60223","-1569.55249","","","","","","","","","","","","","","","","-678.82141","379.21872","-1722.32825","","","","","","",NA,"P3",28,3
7,0.06,"","","","","","","","","","","","","","","","","","","","","","","","","-309.42596","955.81445","-1673.20862","","","","-340.90607","778.92090","-1566.32092","","","","","","","","","","","","","","","","-679.67493","379.95557","-1720.04919","","","","","","",NA,"P3",28,3
8,0.07,"","","","","","","","","","","","","","","","","","","","","","","","","-311.05920","955.48004","-1671.83911","","","","-341.94296","778.29480","-1564.51147","","","","-471.14798","805.96680","-1603.27698","","","","","","","","","","-680.42358","380.20773","-1717.98071","","","","","","",NA,"P3",28,4
9,0.08,"","","","","","","","","","","","","","","","","","","","","","","","","-314.17136","953.36298","-1666.59033","","","","-344.26987","778.85974","-1558.45850","","","","-472.64825","805.78052","-1600.91467","","","","","","","","","","-681.26367","379.03162","-1715.62109","","","","","","",NA,"P3",28,4
10,0.09,"","","","","","","","","","","","","","","","","","","","","","","","","-315.84674","952.95850","-1664.59143","","","","-347.13187","779.26544","-1556.26013","","","","-473.79379","805.68414","-1602.30530","","","","","","","","","","-681.38507","378.73840","-1716.10583","","","","","","",NA,"P3",28,4
11,0.1,"","","","","","","","","","","","","","","","-749.97534","1280.16516","-1738.97009","","","","","","","-318.13446","952.89087","-1662.72803","","","","-350.39908","778.39746","-1554.67493","","","","-474.79773","805.11755","-1602.90869","","","","","","","","","","-681.88818","379.41299","-1714.41443","","","","","","",NA,"P3",28,5
12,0.11,"","","","","","","","","","","","","","","","-751.23431","1280.81030","-1737.27551","","","","","","","-320.44580","952.80389","-1660.94531","","","","-351.09003","777.34473","-1558.26416","","","","-476.70206","805.63708","-1598.97644","","","","","","","","","","-682.87927","380.03174","-1709.73645","","","","","","",NA,"P3",28,5
13,0.12,"","","","","","","","","","","","","","","","-752.37994","1281.47974","-1735.35535","","","","","","","-322.53110","953.32703","-1659.87744","","","","-354.01996","780.01605","-1549.69983","","","","-478.13470","807.95673","-1595.59424","","","","","","","","","","-682.99506","379.68536","-1710.18042","","","","","","",NA,"P3",28,5
14,0.13,"","","","","","","","","","","","","","","","-754.11041","1281.45435","-1731.16260","","","","","","","-325.76694","954.06995","-1658.87695","","","","-355.55023","780.65900","-1547.45068","","","","-478.83185","808.50000","-1594.85583","","","","","","","","","","-683.50909","379.06253","-1708.86206","","","","","","",NA,"P3",28,5
15,0.14,"","","","","","","","","","","","","","","","-755.50952","1280.68445","-1725.71619","","","","","","","-327.26114","952.79938","-1654.63306","","","","-358.12207","780.98431","-1542.33081","","","","-479.07458","808.26440","-1596.02808","","","","","","","","","","-684.19647","379.58459","-1706.29443","","","","","","",NA,"P3",28,5
16,0.15,"","","","","","","","","","","","","","","","-756.11749","1281.45044","-1724.01917","","","","","","","-328.77115","951.56146","-1650.29443","","","","-359.84497","779.89038","-1543.46521","","","","-480.20325","808.67078","-1592.75842","","","","","","","","","","-684.39117","378.49945","-1705.63965","","","","","","",NA,"P3",28,5
17,0.16,"","","","","","","","","","","","","","","","-757.76251","1282.23230","-1720.75024","","","","","","","-331.79791","952.37946","-1648.93945","","","","-363.32245","780.96295","-1541.22302","","","","-481.25363","809.27441","-1589.28235","","","","","","","","","","-684.90027","378.84579","-1702.51453","","","","","","",NA,"P3",28,5
18,0.17,"","","","","","","","","","","","","","","","-758.69562","1283.46838","-1719.15356","","","","","","","-333.67249","952.98596","-1647.52295","","","","-364.75336","780.72638","-1541.83911","","","","-482.49561","811.85321","-1585.02869","","","","","","","","","","-685.23676","378.17114","-1701.59363","","","","","","",NA,"P3",28,5
19,0.18,"","","","","","","","","","","","","","","","-760.17059","1282.49207","-1712.55347","","","","","","","-335.68140","953.07501","-1645.01953","","","","-367.18066","780.54303","-1534.98315","","","","-482.96164","812.66479","-1583.19775","","","","","","","","","","-685.64404","377.47299","-1699.68420","","","","","","",NA,"P3",28,5
20,0.19,"","","","","","","","","","","","","","","","-761.14331","1283.16064","-1709.53442","-594.60535","1166.10840","-1562.30542","","","","-337.52924","953.20599","-1642.31384","","","","-367.45316","779.81628","-1536.32324","","","","-483.51251","812.67413","-1581.65552","","","","","","","","","","-685.67145","377.25333","-1699.75378","-442.19464","146.99213","-1665.64294","","","",NA,"P3",28,7
