"Frame#","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z","NA_C60","Participant","TrialNum","VisibleMarkers"
1,0,"","","","","","","","","","","","","","","","","","","","","","","","","-178.94377","955.47015","-1791.19604","","","","-213.51764","773.16010","-1696.10229","-667.09265","768.06201","-1678.34741","","","","","","","","","","","","","","","","","","","","","",NA,"P3",37,3
2,0.01,"","","","","","","","","","","","","","","","","","","","","","","","","-178.04871","954.72070","-1789.38550","","","","-213.46422","772.92792","-1695.74683","-667.31866","767.68121","-1679.28320","","","","","","","","","","","","","","","","","","","","","",NA,"P3",37,3
3,0.02,"","","","","","","","","","","","","","","","","","","","","","","","","-177.40298","953.77271","-1787.32996","","","","-213.23677","772.91022","-1694.34583","-667.61658","767.17621","-1680.51587","","","","","","","","","","","","","-561.84448","389.40973","-1725.36682","","","","","","",NA,"P3",37,4
4,0.03,"","","","","","","","","","","","","","","","","","","","","","","","","-176.70451","952.80792","-1785.34851","","","","-213.02744","772.27710","-1691.89075","-667.88239","766.72876","-1681.61597","","","","","","","","","","","","","-561.22101","389.38690","-1715.19177","","","","","","",NA,"P3",37,4
5,0.04,"","","","","","","","","","","","","","","","","","","","","","","","","-175.80418","951.97638","-1783.87500","","","","-212.65594","772.50549","-1689.63269","-668.21027","766.11963","-1682.95959","","","","","","","","","","","","","-559.87531","388.25201","-1711.21765","","","","","","",NA,"P3",37,4
6,0.05,"","","","","","","","","","","","","","","","","","","","","","","","","-174.85875","951.27802","-1782.72729","","","","-212.33659","772.25775","-1686.55078","-669.00812","764.76080","-1681.58582","","","","","","","","","","","","","-560.34106","389.45688","-1701.68408","","","","","","",NA,"P3",37,4
7,0.06,"","","","","","","","","","","","","","","","","","","","","","","","","-173.83374","951.16138","-1782.49426","","","","-211.10074","770.85773","-1685.28174","-669.34583","763.07648","-1681.46631","","","","","","","","","","","","","-560.85138","388.58118","-1696.25830","","","","","","",NA,"P3",37,4
8,0.07,"","","","","","","","","","","","","","","","","","","","","","","","","-172.87889","951.03833","-1782.28015","","","","-210.10185","770.30060","-1685.47925","-669.53766","762.62347","-1682.23108","","","","","","","","","","","","","-561.59009","388.68814","-1690.57593","","","","","","",NA,"P3",37,4
9,0.08,"","","","","","","","","","","","","","","","","","","","","","","","","-171.51549","949.51917","-1779.58594","","","","-210.57788","769.58533","-1679.18481","-669.69025","762.19635","-1682.82397","","","","","","","","","","","","","-562.08026","390.02734","-1684.52136","","","","","","",NA,"P3",37,4
10,0.09,"","","","","","","","","","","","","","","","","","","","","","","","","-170.89587","946.86328","-1774.55884","","","","-209.76207","768.56165","-1678.85742","-670.83655","761.77356","-1680.24731","","","","","","","","","","","","","-562.74292","391.23398","-1676.04175","","","","","","",NA,"P3",37,4
11,0.1,"","","","","","","","","","","","","","","","","","","","","","","","","-170.45741","946.99927","-1774.04895","","","","-209.03058","766.97546","-1680.45898","-671.26434","761.05969","-1682.01648","","","","","","","","","","","","","-562.67792","392.60434","-1669.19263","","","","","","",NA,"P3",37,4
12,0.11,"","","","","","","","","","","","","","","","","","","","","","","","","-169.64055","946.51746","-1772.16675","","","","-209.03925","765.66968","-1678.71753","-672.18030","760.90356","-1680.58508","","","","","","","","","","","","","-562.96240","395.67679","-1658.75232","","","","","","",NA,"P3",37,4
13,0.12,"","","","","","","","","","","","","","","","","","","","","","","","","-169.30550","946.77509","-1771.16577","","","","-208.88971","765.59473","-1677.78723","-673.21063","760.69226","-1679.65771","","","","","","","","","","","","","-563.89960","398.80634","-1648.51807","","","","","","",NA,"P3",37,4
14,0.13,"","","","","","","","","","","","","","","","","","","","","","","","","-168.56038","946.40643","-1768.82813","","","","-208.02863","765.00165","-1677.71289","-674.06317","761.17133","-1679.94617","","","","","","","","","","","","","-565.64337","401.71356","-1638.03259","","","","","","",NA,"P3",37,4
15,0.14,"","","","","","","","","","","","","","","","","","","","","","","","","-168.96825","947.26038","-1769.00464","","","","-207.18205","763.28992","-1678.20593","-675.10236","761.69891","-1678.62817","","","","","","","","","","","","","-566.75433","405.37628","-1630.74292","","","","","","",NA,"P3",37,4
16,0.15,"","","","","","","","","","","","","","","","","","","","","","","","","-167.69461","946.46185","-1764.44519","","","","-206.89418","763.64874","-1676.47412","-675.55139","761.08966","-1680.51062","","","","","","","","","","","","","-568.38409","408.33749","-1622.04712","","","","","","",NA,"P3",37,4
17,0.16,"","","","","","","","","","","","","","","","","","","","","","","","","-167.83185","946.95209","-1762.78613","","","","-205.88644","762.56622","-1676.54480","-676.25757","760.23499","-1683.49475","","","","","","","","","","","","","-569.64941","412.43442","-1614.76770","","","","","","",NA,"P3",37,4
