"Frame#","Time","Headset_Front_X","Headset_Front_Y","Headset_Front_Z","Headset_Back_X","Headset_Back_Y","Headset_Back_Z","Headset_Left_X","Headset_Left_Y","Headset_Left_Z","Headset_Right_X","Headset_Right_Y","Headset_Right_Z","Left_Shoulder_X","Left_Shoulder_Y","Left_Shoulder_Z","Right_Shoulder_X","Right_Shoulder_Y","Right_Shoulder_Z","Sternum_X","Sternum_Y","Sternum_Z","C7_X","C7_Y","C7_Z","Left Elbow_X","Left Elbow_Y","Left Elbow_Z","Right Elbow_X","Right Elbow_Y","Right Elbow_Z","Left Wrist_X","Left Wrist_Y","Left Wrist_Z","Right Wrist_X","Right Wrist_Y","Right Wrist_Z","Left ASIS_X","Left ASIS_Y","Left ASIS_Z","Right ASIS_X","Right ASIS_Y","Right ASIS_Z","S2_X","S2_Y","S2_Z","Left Knee_X","Left Knee_Y","Left Knee_Z","Right Knee_X","Right Knee_Y","Right Knee_Z","Left Ankle_X","Left Ankle_Y","Left Ankle_Z","Right Ankle_X","Right Ankle_Y","Right Ankle_Z","NA_C60","Participant","TrialNum","VisibleMarkers"
1,0,"","","","-628.21344","83.41666","-1493.57349","","","","","","","","","","","","","","","","","","","-157.16118","952.55103","-1598.97583","","","","-208.63512","757.75189","-1535.23083","-678.27460","752.79834","-1596.52759","-322.16684","790.42981","-1553.72974","","","","","","","","","","-604.67511","423.21320","-1514.67761","","","","","","",NA,"P3",20,6
2,0.01,"","","","-632.46417","84.59351","-1482.64319","","","","","","","","","","","","","","","","","","","-159.92479","952.68640","-1595.03296","","","","-211.19804","756.60040","-1528.34937","-680.08380","752.04254","-1591.53821","-324.67340","789.67725","-1548.95996","","","","","","","","","","-606.25781","420.99313","-1514.33179","","","","","","",NA,"P3",20,6
3,0.02,"","","","-635.50244","84.75185","-1471.87573","","","","","","","","","","","","","","","","","","","-161.09886","949.65106","-1585.03186","","","","-213.60948","756.33026","-1521.74316","-682.90332","749.62134","-1588.18481","-326.57950","788.19983","-1544.74609","","","","","","","","","","-608.00391","420.08774","-1509.17297","","","","","","",NA,"P3",20,6
4,0.03,"","","","-638.23700","85.23437","-1464.73462","","","","","","","","","","-592.75732","1278.09839","-1658.63293","","","","","","","-165.08763","950.22083","-1582.39966","","","","-215.35913","755.46729","-1516.83215","-685.96277","749.38318","-1584.68201","-329.24725","787.24078","-1537.08118","","","","","","","","","","-609.98523","419.25958","-1504.01074","","","","","","",NA,"P3",20,7
5,0.04,"","","","-640.03009","85.14733","-1457.69104","","","","","","","","","","-596.07874","1276.73303","-1651.72766","","","","","","","-167.35204","950.18884","-1578.62451","","","","-217.44855","755.25201","-1510.99719","-689.05957","746.82782","-1583.04297","-331.22208","787.32959","-1529.50220","","","","","","","","","","-611.56586","419.10083","-1497.36255","","","","","","",NA,"P3",20,7
6,0.05,"","","","-642.36084","83.32129","-1452.11902","","","","","","","","","","-599.30164","1276.26416","-1646.99573","","","","","","","-171.05843","949.07489","-1572.36487","","","","-219.43135","755.59076","-1505.40173","-692.14349","747.11670","-1574.86865","-333.42981","785.18683","-1525.13574","","","","","","","","","","-614.30969","417.04883","-1492.94421","","","","","","",NA,"P3",20,7
7,0.06,"","","","-644.05890","83.61256","-1447.80310","","","","","","","","","","-602.47992","1275.54211","-1641.59253","","","","","","","-173.81572","949.23090","-1568.46790","","","","-222.61006","755.24896","-1497.89282","-694.19055","745.25220","-1570.71301","-336.40256","784.30768","-1516.99817","","","","","","","","","","-616.10675","416.78363","-1484.63843","","","","","","",NA,"P3",20,7
8,0.07,"","","","-643.93188","80.90557","-1448.66772","","","","","","","","","","-606.17725","1274.03320","-1633.99890","","","","","","","-177.18520","948.68567","-1563.10205","","","","-225.60184","754.85522","-1491.64856","-697.16248","745.18787","-1563.34351","-339.52243","783.05396","-1514.94507","","","","","","","","","","-619.26074","414.82297","-1480.75842","","","","","","",NA,"P3",20,7
9,0.08,"","","","-644.06396","78.13194","-1446.64587","","","","","","","","","","-609.38458","1273.64893","-1629.75073","","","","","","","-179.25034","946.22076","-1553.61621","","","","-228.27516","753.75641","-1489.48157","-701.37952","744.64734","-1561.67700","-343.37643","781.32922","-1509.96509","","","","","","","","","","-622.84412","413.40753","-1478.63586","","","","","","",NA,"P3",20,7
10,0.09,"","","","-644.73834","77.12918","-1445.41797","","","","","","","","","","-612.98016","1273.80725","-1626.30457","","","","","","","-182.84334","947.48358","-1551.92224","","","","-231.38544","753.39703","-1483.54675","-704.60809","741.32513","-1558.81091","-346.61398","780.12573","-1504.77295","","","","","","","","","","-624.78180","415.79089","-1463.64490","","","","","","",NA,"P3",20,7
11,0.1,"","","","-645.48401","76.50703","-1441.45752","","","","","","","","","","-616.58734","1271.75684","-1618.31262","","","","","","","-187.11543","946.57935","-1545.85596","","","","-233.56488","751.85950","-1480.84204","-708.22607","743.44409","-1549.04736","-349.67499","780.53271","-1493.52661","","","","","","","","","","-627.39758","414.42099","-1459.05054","","","","","","",NA,"P3",20,7
12,0.11,"","","","-646.10919","77.00325","-1437.45935","","","","","","","","","","-620.27661","1271.92871","-1614.94373","","","","","","","-189.85278","946.21368","-1541.47327","","","","-236.63144","751.10669","-1471.08386","-712.02679","741.95258","-1544.72180","-353.13315","779.23773","-1485.13831","","","","","","","","","","-629.74072","409.81711","-1460.84363","","","","","","",NA,"P3",20,7
13,0.12,"","","","-646.13092","75.51703","-1436.03296","","","","","","","","","","-624.32300","1269.97351","-1606.46851","","","","","","","-193.59959","945.92505","-1536.17920","","","","-239.34213","752.85040","-1463.39172","-716.92053","739.15643","-1542.99231","-357.18265","778.05487","-1480.00171","","","","","","","","","","-632.47272","413.00381","-1450.00989","","","","","","",NA,"P3",20,7
14,0.13,"","","","-646.20422","73.72974","-1434.75891","","","","","","","","","","-628.01837","1269.45483","-1601.46667","","","","","","","-195.92918","942.79834","-1524.63171","","","","-241.82646","752.10187","-1456.49414","-720.34094","740.25024","-1534.71802","-360.90347","774.52423","-1482.10437","","","","","","","","","","-634.43176","413.62308","-1443.01013","","","","","","",NA,"P3",20,7
15,0.14,"","","","-647.73370","73.82446","-1429.35889","","","","","","","","","","-632.42926","1268.26086","-1594.15295","","","","","","","-200.18716","944.08655","-1522.42151","","","","-245.92148","752.75586","-1445.37952","-725.13831","739.48468","-1527.20386","-364.56143","773.35223","-1473.33093","","","","","","","","","","-636.87646","415.15710","-1428.92029","","","","","","",NA,"P3",20,7
16,0.15,"","","","-648.74304","72.01792","-1427.72278","","","","","","","","","","-635.74298","1267.07043","-1587.76379","","","","","","","-204.43161","943.93848","-1516.94409","","","","-247.86787","751.01331","-1446.67004","-730.50275","738.39319","-1523.23828","-368.88025","775.20721","-1459.05115","","","","","","","","","","-638.22241","413.54578","-1427.87024","","","","","","",NA,"P3",20,7
17,0.16,"","","","-649.29059","71.90891","-1426.17664","","","","","","","-284.08063","1274.80566","-1502.08179","-639.48712","1267.41260","-1583.92566","","","","","","","-208.07146","943.16986","-1510.65527","","","","-252.11400","749.99786","-1441.25867","-734.22498","739.20099","-1512.71521","-373.13574","774.48236","-1449.59009","","","","","","","","","","-640.14154","412.96344","-1419.31055","","","","","","",NA,"P3",20,8
18,0.17,"","","","-649.92749","72.19473","-1422.10010","","","","","","","-287.98972","1274.77319","-1496.36658","-643.51288","1267.09937","-1577.92993","","","","","","","-211.68600","943.59210","-1505.71497","","","","-255.42339","750.53955","-1434.48767","-738.49432","737.80530","-1510.13550","-376.95197","774.02600","-1442.10205","","","","","","","","","","-641.94635","413.67789","-1407.69763","","","","","","",NA,"P3",20,8
19,0.18,"","","","-650.58728","71.41331","-1417.83191","","","","","","","-292.51517","1275.17651","-1491.27087","-647.60852","1266.84106","-1571.83960","","","","","","","-215.08891","942.74011","-1497.24756","","","","-258.42929","750.80493","-1425.96631","-743.05499","735.93237","-1508.08691","-380.92300","773.25037","-1436.45313","","","","","","","","","","-643.19672","411.57336","-1401.63818","","","","","","",NA,"P3",20,8
